X,Y,Z,EDA,HR,TEMP,id,datetime,label
-38,-2,27,4.883123,96.63,33.57,15,23:42.9,0
-37,4,34,4.883123,96.63,33.57,15,23:42.9,0
-60,1,16,4.883123,96.63,33.57,15,23:42.9,0
-59,-1,17,4.883123,96.63,33.57,15,23:43.0,0
-83,-16,41,5.015124,96.57,33.55,15,23:43.0,0
-83,-6,34,5.015124,96.57,33.55,15,23:43.0,0
-58,3,15,5.015124,96.57,33.55,15,23:43.1,0
-50,9,9,5.015124,96.57,33.55,15,23:43.1,0
-47,-6,38,5.015124,96.57,33.55,15,23:43.1,0
-46,-3,33,5.015124,96.57,33.55,15,23:43.2,0
-67,-9,20,5.015124,96.57,33.55,15,23:43.2,0
-63,-8,22,5.015124,96.57,33.55,15,23:43.2,0
-63,-9,26,4.332051,96.57,33.55,15,23:43.2,0
-49,-7,30,4.332051,96.57,33.55,15,23:43.3,0
-63,-3,18,4.332051,96.57,33.55,15,23:43.3,0
-69,-7,20,4.332051,96.57,33.55,15,23:43.3,0
-70,-8,16,4.332051,96.57,33.55,15,23:43.4,0
-55,-14,30,4.332051,96.57,33.55,15,23:43.4,0
-56,-8,21,4.332051,96.57,33.55,15,23:43.4,0
-66,-13,14,4.332051,96.57,33.55,15,23:43.5,0
-65,-9,17,3.786767,96.57,33.55,15,23:43.5,0
-66,-8,15,3.786767,96.57,33.55,15,23:43.5,0
-61,-10,15,3.786767,96.57,33.55,15,23:43.6,0
-56,-8,22,3.786767,96.57,33.55,15,23:43.6,0
-56,-9,19,3.786767,96.57,33.55,15,23:43.6,0
-63,-8,12,3.786767,96.57,33.55,15,23:43.7,0
-62,-7,15,3.786767,96.57,33.55,15,23:43.7,0
-62,-5,13,3.786767,96.57,33.55,15,23:43.7,0
-60,-8,18,3.285226,96.57,33.55,15,23:43.7,0
-67,-8,12,3.285226,96.57,33.55,15,23:43.8,0
-63,-7,15,3.285226,96.57,33.55,15,23:43.8,0
-59,-7,11,3.285226,96.57,33.55,15,23:43.8,0
-70,-6,9,3.285226,96.57,33.55,15,23:43.9,0
-64,-4,10,3.285226,96.57,33.55,15,23:43.9,0
-62,-8,15,3.285226,96.57,33.55,15,23:43.9,0
-68,-3,8,3.285226,96.57,33.55,15,23:44.0,0
-65,-4,12,2.789915,96.55,33.5,15,23:44.0,0
-60,-5,11,2.789915,96.55,33.5,15,23:44.0,0
-69,-5,13,2.789915,96.55,33.5,15,23:44.1,0
-70,-4,14,2.789915,96.55,33.5,15,23:44.1,0
-63,0,18,2.789915,96.55,33.5,15,23:44.1,0
-70,-2,4,2.789915,96.55,33.5,15,23:44.2,0
-62,-3,13,2.789915,96.55,33.5,15,23:44.2,0
-62,-6,8,2.789915,96.55,33.5,15,23:44.2,0
-65,-5,8,3.449286,96.55,33.5,15,23:44.2,0
-61,-5,8,3.449286,96.55,33.5,15,23:44.3,0
-63,-4,13,3.449286,96.55,33.5,15,23:44.3,0
-66,-1,8,3.449286,96.55,33.5,15,23:44.3,0
-65,-1,3,3.449286,96.55,33.5,15,23:44.4,0
-67,-2,5,3.449286,96.55,33.5,15,23:44.4,0
-65,-2,3,3.449286,96.55,33.5,15,23:44.4,0
-65,1,1,3.449286,96.55,33.5,15,23:44.5,0
-42,-21,51,3.212831,96.55,33.5,15,23:44.5,0
-78,-2,-24,3.212831,96.55,33.5,15,23:44.5,0
-86,3,-43,3.212831,96.55,33.5,15,23:44.6,0
-50,7,-30,3.212831,96.55,33.5,15,23:44.6,0
-48,-1,22,3.212831,96.55,33.5,15,23:44.6,0
-78,-5,8,3.212831,96.55,33.5,15,23:44.7,0
-53,-1,-9,3.212831,96.55,33.5,15,23:44.7,0
-53,3,-1,3.212831,96.55,33.5,15,23:44.7,0
-68,2,8,4.090702,96.55,33.5,15,23:44.7,0
-56,6,6,4.090702,96.55,33.5,15,23:44.8,0
-65,4,1,4.090702,96.55,33.5,15,23:44.8,0
-73,3,-3,4.090702,96.55,33.5,15,23:44.8,0
-62,-5,16,4.090702,96.55,33.5,15,23:44.9,0
-73,-6,21,4.090702,96.55,33.5,15,23:44.9,0
-117,-32,59,4.090702,96.55,33.5,15,23:44.9,0
-59,0,-5,4.090702,96.55,33.5,15,23:45.0,0
-55,8,-28,4.587293,96.5,33.57,15,23:45.0,0
-62,7,-27,4.587293,96.5,33.57,15,23:45.0,0
-59,8,-20,4.587293,96.5,33.57,15,23:45.1,0
-56,5,-17,4.587293,96.5,33.57,15,23:45.1,0
-69,1,-10,4.587293,96.5,33.57,15,23:45.1,0
-65,-3,5,4.587293,96.5,33.57,15,23:45.2,0
-74,-4,-1,4.587293,96.5,33.57,15,23:45.2,0
-60,7,10,4.587293,96.5,33.57,15,23:45.2,0
-55,2,24,5.08499,96.5,33.57,15,23:45.2,0
-53,-10,16,5.08499,96.5,33.57,15,23:45.3,0
-51,-4,18,5.08499,96.5,33.57,15,23:45.3,0
-49,1,20,5.08499,96.5,33.57,15,23:45.3,0
-50,13,1,5.08499,96.5,33.57,15,23:45.4,0
-51,22,-1,5.08499,96.5,33.57,15,23:45.4,0
-55,39,-5,5.08499,96.5,33.57,15,23:45.4,0
-64,44,-7,5.08499,96.5,33.57,15,23:45.5,0
-44,54,-11,5.449574,96.5,33.57,15,23:45.5,0
-43,57,-8,5.449574,96.5,33.57,15,23:45.5,0
-75,49,-4,5.449574,96.5,33.57,15,23:45.6,0
-55,53,13,5.449574,96.5,33.57,15,23:45.6,0
-63,47,3,5.449574,96.5,33.57,15,23:45.6,0
-52,51,21,5.449574,96.5,33.57,15,23:45.7,0
-56,45,28,5.449574,96.5,33.57,15,23:45.7,0
-46,44,34,5.449574,96.5,33.57,15,23:45.7,0
-49,43,32,4.784026,96.5,33.57,15,23:45.7,0
-37,43,32,4.784026,96.5,33.57,15,23:45.8,0
-39,42,32,4.784026,96.5,33.57,15,23:45.8,0
-43,41,27,4.784026,96.5,33.57,15,23:45.8,0
-32,36,25,4.784026,96.5,33.57,15,23:45.9,0
-43,35,32,4.784026,96.5,33.57,15,23:45.9,0
-48,36,34,4.784026,96.5,33.57,15,23:45.9,0
-39,32,27,4.784026,96.5,33.57,15,23:46.0,0
-48,32,39,4.282071,96.45,33.55,15,23:46.0,0
-44,36,41,4.282071,96.45,33.55,15,23:46.0,0
-29,35,36,4.282071,96.45,33.55,15,23:46.1,0
-35,36,35,4.282071,96.45,33.55,15,23:46.1,0
-51,39,35,4.282071,96.45,33.55,15,23:46.1,0
-43,37,35,4.282071,96.45,33.55,15,23:46.2,0
-43,35,26,4.282071,96.45,33.55,15,23:46.2,0
-43,33,22,4.282071,96.45,33.55,15,23:46.2,0
-25,31,33,4.619783,96.45,33.55,15,23:46.2,0
-20,31,38,4.619783,96.45,33.55,15,23:46.3,0
-47,18,50,4.619783,96.45,33.55,15,23:46.3,0
-45,12,53,4.619783,96.45,33.55,15,23:46.3,0
-34,7,50,4.619783,96.45,33.55,15,23:46.4,0
-31,8,58,4.619783,96.45,33.55,15,23:46.4,0
-38,-2,78,4.619783,96.45,33.55,15,23:46.4,0
-40,-15,65,4.619783,96.45,33.55,15,23:46.5,0
-39,-15,56,4.908134,96.45,33.55,15,23:46.5,0
-31,-3,55,4.908134,96.45,33.55,15,23:46.5,0
-22,-1,54,4.908134,96.45,33.55,15,23:46.6,0
-12,0,40,4.908134,96.45,33.55,15,23:46.6,0
-25,1,31,4.908134,96.45,33.55,15,23:46.6,0
-49,25,13,4.908134,96.45,33.55,15,23:46.7,0
-38,32,5,4.908134,96.45,33.55,15,23:46.7,0
-69,35,-31,4.908134,96.45,33.55,15,23:46.7,0
-71,34,-40,5.08499,96.45,33.55,15,23:46.8,0
-59,26,-51,5.08499,96.45,33.55,15,23:46.8,0
-51,22,-57,5.08499,96.45,33.55,15,23:46.8,0
-50,7,-70,5.08499,96.45,33.55,15,23:46.8,0
-60,-8,-68,5.08499,96.45,33.55,15,23:46.9,0
-79,-9,-67,5.08499,96.45,33.55,15,23:46.9,0
-47,-4,-40,5.08499,96.45,33.55,15,23:46.9,0
-43,-2,-34,5.08499,96.45,33.55,15,23:47.0,0
-46,-1,-35,4.989493,96.4,33.55,15,23:47.0,0
-46,2,-33,4.989493,96.4,33.55,15,23:47.0,0
-48,1,-41,4.989493,96.4,33.55,15,23:47.1,0
-43,-3,-48,4.989493,96.4,33.55,15,23:47.1,0
-52,-4,-51,4.989493,96.4,33.55,15,23:47.1,0
-53,-2,-44,4.989493,96.4,33.55,15,23:47.2,0
-41,-4,-40,4.989493,96.4,33.55,15,23:47.2,0
-41,-5,-39,4.989493,96.4,33.55,15,23:47.2,0
-58,-8,-45,4.707549,96.4,33.55,15,23:47.2,0
-56,-5,-38,4.707549,96.4,33.55,15,23:47.3,0
-50,-5,-38,4.707549,96.4,33.55,15,23:47.3,0
-46,-2,-42,4.707549,96.4,33.55,15,23:47.3,0
-49,-1,-40,4.707549,96.4,33.55,15,23:47.4,0
-53,6,-27,4.707549,96.4,33.55,15,23:47.4,0
-55,3,-34,4.707549,96.4,33.55,15,23:47.4,0
-43,5,-40,4.707549,96.4,33.55,15,23:47.5,0
-42,7,-45,4.498654,96.4,33.55,15,23:47.5,0
-34,8,-45,4.498654,96.4,33.55,15,23:47.5,0
-26,3,-52,4.498654,96.4,33.55,15,23:47.6,0
-41,-1,-61,4.498654,96.4,33.55,15,23:47.6,0
-44,0,-58,4.498654,96.4,33.55,15,23:47.6,0
-41,0,-58,4.498654,96.4,33.55,15,23:47.7,0
-49,-2,-54,4.498654,96.4,33.55,15,23:47.7,0
-56,-4,-47,4.498654,96.4,33.55,15,23:47.7,0
-57,-10,-42,4.420479,96.4,33.55,15,23:47.7,0
-57,-12,-42,4.420479,96.4,33.55,15,23:47.8,0
-57,-13,-40,4.420479,96.4,33.55,15,23:47.8,0
-55,-10,-37,4.420479,96.4,33.55,15,23:47.8,0
-47,-3,-30,4.420479,96.4,33.55,15,23:47.9,0
-54,0,-31,4.420479,96.4,33.55,15,23:47.9,0
-45,1,-52,4.420479,96.4,33.55,15,23:47.9,0
-54,2,-54,4.420479,96.4,33.55,15,23:48.0,0
-45,8,-29,4.59287,96.43,33.55,15,23:48.0,0
-56,9,-47,4.59287,96.43,33.55,15,23:48.0,0
-62,14,-50,4.59287,96.43,33.55,15,23:48.1,0
-57,22,-38,4.59287,96.43,33.55,15,23:48.1,0
-49,23,-39,4.59287,96.43,33.55,15,23:48.1,0
-54,20,-39,4.59287,96.43,33.55,15,23:48.2,0
-52,20,-33,4.59287,96.43,33.55,15,23:48.2,0
-38,21,-26,4.59287,96.43,33.55,15,23:48.2,0
-40,19,-31,4.731279,96.43,33.55,15,23:48.2,0
-43,17,-25,4.731279,96.43,33.55,15,23:48.3,0
-42,17,-24,4.731279,96.43,33.55,15,23:48.3,0
-48,15,-29,4.731279,96.43,33.55,15,23:48.3,0
-42,9,-33,4.731279,96.43,33.55,15,23:48.4,0
-50,9,-39,4.731279,96.43,33.55,15,23:48.4,0
-50,7,-34,4.731279,96.43,33.55,15,23:48.4,0
-52,3,-32,4.731279,96.43,33.55,15,23:48.5,0
-54,3,-37,4.728716,96.43,33.55,15,23:48.5,0
-55,5,-49,4.728716,96.43,33.55,15,23:48.5,0
-47,6,-42,4.728716,96.43,33.55,15,23:48.6,0
-53,2,-36,4.728716,96.43,33.55,15,23:48.6,0
-56,-1,-40,4.728716,96.43,33.55,15,23:48.6,0
-44,1,-43,4.728716,96.43,33.55,15,23:48.7,0
-51,1,-47,4.728716,96.43,33.55,15,23:48.7,0
-55,-2,-46,4.728716,96.43,33.55,15,23:48.7,0
-62,-5,-43,4.850464,96.43,33.55,15,23:48.7,0
-52,-4,-38,4.850464,96.43,33.55,15,23:48.8,0
-55,-5,-40,4.850464,96.43,33.55,15,23:48.8,0
-41,-6,-28,4.850464,96.43,33.55,15,23:48.8,0
-42,-8,-38,4.850464,96.43,33.55,15,23:48.9,0
-40,-6,-56,4.850464,96.43,33.55,15,23:48.9,0
-40,-6,-59,4.850464,96.43,33.55,15,23:48.9,0
-38,-5,-66,4.850464,96.43,33.55,15,23:49.0,0
-33,-3,-67,4.719745,96.52,33.59,15,23:49.0,0
-33,0,-58,4.719745,96.52,33.59,15,23:49.0,0
-37,-1,-58,4.719745,96.52,33.59,15,23:49.1,0
-42,-2,-49,4.719745,96.52,33.59,15,23:49.1,0
-42,-6,-47,4.719745,96.52,33.59,15,23:49.1,0
-41,-6,-58,4.719745,96.52,33.59,15,23:49.2,0
-38,-5,-36,4.719745,96.52,33.59,15,23:49.2,0
-41,-2,-26,4.719745,96.52,33.59,15,23:49.2,0
-37,-4,-47,4.891474,96.52,33.59,15,23:49.2,0
-36,-4,-59,4.891474,96.52,33.59,15,23:49.3,0
-50,-5,-47,4.891474,96.52,33.59,15,23:49.3,0
-50,-11,-43,4.891474,96.52,33.59,15,23:49.3,0
-49,-12,-38,4.891474,96.52,33.59,15,23:49.4,0
-43,-11,-37,4.891474,96.52,33.59,15,23:49.4,0
-40,-5,-44,4.891474,96.52,33.59,15,23:49.4,0
-37,-2,-47,4.891474,96.52,33.59,15,23:49.5,0
-43,7,-37,4.681298,96.52,33.59,15,23:49.5,0
-32,5,-27,4.681298,96.52,33.59,15,23:49.5,0
-50,9,-35,4.681298,96.52,33.59,15,23:49.6,0
-54,8,-24,4.681298,96.52,33.59,15,23:49.6,0
-53,4,-34,4.681298,96.52,33.59,15,23:49.6,0
-57,-3,-59,4.681298,96.52,33.59,15,23:49.7,0
-59,-6,-72,4.681298,96.52,33.59,15,23:49.7,0
-68,-5,-71,4.681298,96.52,33.59,15,23:49.7,0
-49,5,-56,4.662075,96.52,33.59,15,23:49.7,0
-29,7,-42,4.662075,96.52,33.59,15,23:49.8,0
-21,11,-39,4.662075,96.52,33.59,15,23:49.8,0
-36,6,-39,4.662075,96.52,33.59,15,23:49.8,0
-36,12,-37,4.662075,96.52,33.59,15,23:49.9,0
-41,7,-51,4.662075,96.52,33.59,15,23:49.9,0
-37,2,-48,4.662075,96.52,33.59,15,23:49.9,0
-39,7,-41,4.662075,96.52,33.59,15,23:50.0,0
-33,-1,-54,4.835085,96.67,33.55,15,23:50.0,0
-46,-6,-53,4.835085,96.67,33.55,15,23:50.0,0
-48,-4,-46,4.835085,96.67,33.55,15,23:50.1,0
-41,-5,-40,4.835085,96.67,33.55,15,23:50.1,0
-43,1,-23,4.835085,96.67,33.55,15,23:50.1,0
-34,1,-38,4.835085,96.67,33.55,15,23:50.2,0
-21,18,-64,4.835085,96.67,33.55,15,23:50.2,0
-27,17,-58,4.835085,96.67,33.55,15,23:50.2,0
-18,5,-47,4.938892,96.67,33.55,15,23:50.2,0
-17,0,-54,4.938892,96.67,33.55,15,23:50.3,0
-19,-12,-80,4.938892,96.67,33.55,15,23:50.3,0
-15,-12,-76,4.938892,96.67,33.55,15,23:50.3,0
-18,-3,-84,4.938892,96.67,33.55,15,23:50.4,0
-5,-2,-84,4.938892,96.67,33.55,15,23:50.4,0
7,2,-82,4.938892,96.67,33.55,15,23:50.4,0
16,4,-71,4.938892,96.67,33.55,15,23:50.5,0
9,5,-68,5.412409,96.67,33.55,15,23:50.5,0
6,1,-61,5.412409,96.67,33.55,15,23:50.5,0
2,0,-59,5.412409,96.67,33.55,15,23:50.6,0
-2,-3,-55,5.412409,96.67,33.55,15,23:50.6,0
-6,-3,-52,5.412409,96.67,33.55,15,23:50.6,0
-24,-9,-57,5.412409,96.67,33.55,15,23:50.7,0
-29,-12,-63,5.412409,96.67,33.55,15,23:50.7,0
-15,-14,-66,5.412409,96.67,33.55,15,23:50.7,0
-39,-6,-77,5.584138,96.67,33.55,15,23:50.7,0
-39,-5,-72,5.584138,96.67,33.55,15,23:50.8,0
-22,-7,-52,5.584138,96.67,33.55,15,23:50.8,0
-24,-6,-50,5.584138,96.67,33.55,15,23:50.8,0
-39,-7,-52,5.584138,96.67,33.55,15,23:50.9,0
-31,-7,-49,5.584138,96.67,33.55,15,23:50.9,0
-28,-7,-50,5.584138,96.67,33.55,15,23:50.9,0
-36,-5,-51,5.584138,96.67,33.55,15,23:51.0,0
-33,-5,-52,5.309466,96.78,33.59,15,23:51.0,0
-29,-4,-59,5.309466,96.78,33.59,15,23:51.0,0
-31,-2,-65,5.309466,96.78,33.59,15,23:51.1,0
-31,-4,-64,5.309466,96.78,33.59,15,23:51.1,0
-38,0,-66,5.309466,96.78,33.59,15,23:51.1,0
-38,0,-62,5.309466,96.78,33.59,15,23:51.2,0
-39,1,-61,5.309466,96.78,33.59,15,23:51.2,0
-39,-1,-53,5.309466,96.78,33.59,15,23:51.2,0
-36,-2,-50,5.442749,96.78,33.59,15,23:51.2,0
-49,0,-50,5.442749,96.78,33.59,15,23:51.3,0
-49,-2,-43,5.442749,96.78,33.59,15,23:51.3,0
-41,-2,-39,5.442749,96.78,33.59,15,23:51.3,0
-39,-2,-41,5.442749,96.78,33.59,15,23:51.4,0
-41,-2,-41,5.442749,96.78,33.59,15,23:51.4,0
-45,-4,-41,5.442749,96.78,33.59,15,23:51.4,0
-41,-6,-40,5.442749,96.78,33.59,15,23:51.5,0
-42,-5,-43,5.31203,96.78,33.59,15,23:51.5,0
-45,-4,-41,5.31203,96.78,33.59,15,23:51.5,0
-44,-3,-41,5.31203,96.78,33.59,15,23:51.6,0
-44,-2,-42,5.31203,96.78,33.59,15,23:51.6,0
-48,-1,-46,5.31203,96.78,33.59,15,23:51.6,0
-46,-2,-45,5.31203,96.78,33.59,15,23:51.7,0
-46,0,-41,5.31203,96.78,33.59,15,23:51.7,0
-46,-1,-39,5.31203,96.78,33.59,15,23:51.7,0
-47,-1,-43,5.126203,96.78,33.59,15,23:51.7,0
-48,-2,-46,5.126203,96.78,33.59,15,23:51.8,0
-49,-2,-47,5.126203,96.78,33.59,15,23:51.8,0
-47,-3,-45,5.126203,96.78,33.59,15,23:51.8,0
-46,-1,-43,5.126203,96.78,33.59,15,23:51.9,0
-45,-2,-44,5.126203,96.78,33.59,15,23:51.9,0
-45,-1,-47,5.126203,96.78,33.59,15,23:51.9,0
-45,-3,-48,5.126203,96.78,33.59,15,23:52.0,0
-44,-3,-48,5.114669,96.95,33.55,15,23:52.0,0
-44,-2,-46,5.114669,96.95,33.55,15,23:52.0,0
-45,-2,-46,5.114669,96.95,33.55,15,23:52.1,0
-44,-2,-46,5.114669,96.95,33.55,15,23:52.1,0
-44,-1,-46,5.114669,96.95,33.55,15,23:52.1,0
-44,-2,-46,5.114669,96.95,33.55,15,23:52.2,0
-43,-2,-46,5.114669,96.95,33.55,15,23:52.2,0
-45,-3,-46,5.114669,96.95,33.55,15,23:52.2,0
-45,-2,-45,5.150553,96.95,33.55,15,23:52.2,0
-45,-2,-45,5.150553,96.95,33.55,15,23:52.3,0
-44,-1,-45,5.150553,96.95,33.55,15,23:52.3,0
-44,0,-49,5.150553,96.95,33.55,15,23:52.3,0
-44,-2,-51,5.150553,96.95,33.55,15,23:52.4,0
-42,-3,-49,5.150553,96.95,33.55,15,23:52.4,0
-44,-3,-49,5.150553,96.95,33.55,15,23:52.4,0
-44,-4,-49,5.150553,96.95,33.55,15,23:52.5,0
-42,-3,-48,5.16465,96.95,33.55,15,23:52.5,0
-43,-3,-47,5.16465,96.95,33.55,15,23:52.5,0
-43,-3,-45,5.16465,96.95,33.55,15,23:52.6,0
-37,-3,-43,5.16465,96.95,33.55,15,23:52.6,0
-40,-4,-47,5.16465,96.95,33.55,15,23:52.6,0
-46,-4,-53,5.16465,96.95,33.55,15,23:52.7,0
-30,-4,-53,5.16465,96.95,33.55,15,23:52.7,0
-33,-2,-58,5.16465,96.95,33.55,15,23:52.7,0
-36,-3,-58,5.180029,96.95,33.55,15,23:52.7,0
-40,-2,-55,5.180029,96.95,33.55,15,23:52.8,0
-44,1,-64,5.180029,96.95,33.55,15,23:52.8,0
-38,2,-58,5.180029,96.95,33.55,15,23:52.8,0
-36,3,-57,5.180029,96.95,33.55,15,23:52.9,0
-41,-3,-57,5.180029,96.95,33.55,15,23:52.9,0
-50,-1,-53,5.180029,96.95,33.55,15,23:52.9,0
-45,-8,-47,5.180029,96.95,33.55,15,23:53.0,0
-32,2,-42,5.299214,97.17,33.55,15,23:53.0,0
-45,-4,-49,5.299214,97.17,33.55,15,23:53.0,0
-55,-5,-42,5.299214,97.17,33.55,15,23:53.1,0
-53,0,-31,5.299214,97.17,33.55,15,23:53.1,0
-45,-2,-29,5.299214,97.17,33.55,15,23:53.1,0
-53,1,-34,5.299214,97.17,33.55,15,23:53.2,0
-55,0,-36,5.299214,97.17,33.55,15,23:53.2,0
-58,-2,-37,5.299214,97.17,33.55,15,23:53.2,0
-60,1,-34,5.135174,97.17,33.55,15,23:53.2,0
-69,-2,-37,5.135174,97.17,33.55,15,23:53.3,0
-65,7,-37,5.135174,97.17,33.55,15,23:53.3,0
-71,11,-48,5.135174,97.17,33.55,15,23:53.3,0
-64,19,-40,5.135174,97.17,33.55,15,23:53.4,0
-67,23,-39,5.135174,97.17,33.55,15,23:53.4,0
-72,29,-39,5.135174,97.17,33.55,15,23:53.4,0
-66,31,-36,5.135174,97.17,33.55,15,23:53.5,0
-51,37,-36,5.438904,97.17,33.55,15,23:53.5,0
-44,36,-36,5.438904,97.17,33.55,15,23:53.5,0
-39,36,-34,5.438904,97.17,33.55,15,23:53.6,0
-34,30,-23,5.438904,97.17,33.55,15,23:53.6,0
-42,24,-19,5.438904,97.17,33.55,15,23:53.6,0
-36,17,-7,5.438904,97.17,33.55,15,23:53.7,0
-46,18,-11,5.438904,97.17,33.55,15,23:53.7,0
-46,10,4,5.438904,97.17,33.55,15,23:53.7,0
-45,14,11,5.502983,97.17,33.55,15,23:53.7,0
-61,16,-7,5.502983,97.17,33.55,15,23:53.8,0
-47,12,7,5.502983,97.17,33.55,15,23:53.8,0
-36,19,18,5.502983,97.17,33.55,15,23:53.8,0
-42,18,15,5.502983,97.17,33.55,15,23:53.9,0
-36,19,22,5.502983,97.17,33.55,15,23:53.9,0
-41,20,23,5.502983,97.17,33.55,15,23:53.9,0
-44,17,18,5.502983,97.17,33.55,15,23:54.0,0
-59,14,5,5.103135,97.37,33.55,15,23:54.0,0
-76,16,6,5.103135,97.37,33.55,15,23:54.0,0
-102,15,0,5.103135,97.37,33.55,15,23:54.1,0
-105,19,1,5.103135,97.37,33.55,15,23:54.1,0
-100,16,5,5.103135,97.37,33.55,15,23:54.1,0
-88,16,5,5.103135,97.37,33.55,15,23:54.2,0
-66,11,7,5.103135,97.37,33.55,15,23:54.2,0
-55,8,8,5.103135,97.37,33.55,15,23:54.2,0
-42,2,9,5.00061,97.37,33.55,15,23:54.2,0
-41,2,7,5.00061,97.37,33.55,15,23:54.3,0
-47,4,5,5.00061,97.37,33.55,15,23:54.3,0
-74,5,0,5.00061,97.37,33.55,15,23:54.3,0
-86,6,-3,5.00061,97.37,33.55,15,23:54.4,0
-96,12,-2,5.00061,97.37,33.55,15,23:54.4,0
-95,11,-1,5.00061,97.37,33.55,15,23:54.4,0
-76,15,1,5.00061,97.37,33.55,15,23:54.5,0
-68,10,4,5.026241,97.37,33.55,15,23:54.5,0
-52,4,27,5.026241,97.37,33.55,15,23:54.5,0
-42,1,23,5.026241,97.37,33.55,15,23:54.6,0
-38,3,27,5.026241,97.37,33.55,15,23:54.6,0
-50,1,29,5.026241,97.37,33.55,15,23:54.6,0
-50,-6,32,5.026241,97.37,33.55,15,23:54.7,0
-64,0,23,5.026241,97.37,33.55,15,23:54.7,0
-67,0,25,5.026241,97.37,33.55,15,23:54.7,0
-66,0,27,5.153116,97.37,33.55,15,23:54.7,0
-62,0,27,5.153116,97.37,33.55,15,23:54.8,0
-60,5,29,5.153116,97.37,33.55,15,23:54.8,0
-66,6,26,5.153116,97.37,33.55,15,23:54.8,0
-70,6,16,5.153116,97.37,33.55,15,23:54.9,0
-72,8,18,5.153116,97.37,33.55,15,23:54.9,0
-75,4,27,5.153116,97.37,33.55,15,23:54.9,0
-65,2,30,5.153116,97.37,33.55,15,23:55.0,0
-60,3,30,5.403021,97.3,33.57,15,23:55.0,0
-56,4,32,5.403021,97.3,33.57,15,23:55.0,0
-47,0,15,5.403021,97.3,33.57,15,23:55.1,0
-29,2,19,5.403021,97.3,33.57,15,23:55.1,0
-34,2,25,5.403021,97.3,33.57,15,23:55.1,0
-48,-2,27,5.403021,97.3,33.57,15,23:55.2,0
-45,-10,31,5.403021,97.3,33.57,15,23:55.2,0
-36,-17,48,5.403021,97.3,33.57,15,23:55.2,0
-37,-21,52,5.692654,97.3,33.57,15,23:55.2,0
-47,-30,52,5.692654,97.3,33.57,15,23:55.3,0
-49,-31,49,5.692654,97.3,33.57,15,23:55.3,0
-41,-21,46,5.692654,97.3,33.57,15,23:55.3,0
-40,-19,45,5.692654,97.3,33.57,15,23:55.4,0
-34,-14,49,5.692654,97.3,33.57,15,23:55.4,0
-30,-4,50,5.692654,97.3,33.57,15,23:55.4,0
-28,1,47,5.692654,97.3,33.57,15,23:55.5,0
-33,-8,53,5.719567,97.3,33.57,15,23:55.5,0
-32,-14,58,5.719567,97.3,33.57,15,23:55.5,0
-46,-33,62,5.719567,97.3,33.57,15,23:55.6,0
-39,-38,58,5.719567,97.3,33.57,15,23:55.6,0
-31,-29,54,5.719567,97.3,33.57,15,23:55.6,0
-29,-26,53,5.719567,97.3,33.57,15,23:55.7,0
-28,-22,50,5.719567,97.3,33.57,15,23:55.7,0
-26,-25,44,5.719567,97.3,33.57,15,23:55.7,0
-25,-34,47,5.623449,97.3,33.57,15,23:55.7,0
-26,-38,55,5.623449,97.3,33.57,15,23:55.8,0
-26,-28,54,5.623449,97.3,33.57,15,23:55.8,0
-27,-20,48,5.623449,97.3,33.57,15,23:55.8,0
-29,-22,48,5.623449,97.3,33.57,15,23:55.9,0
-28,-25,55,5.623449,97.3,33.57,15,23:55.9,0
-32,-24,53,5.623449,97.3,33.57,15,23:55.9,0
-33,-21,46,5.623449,97.3,33.57,15,23:56.0,0
-32,-21,49,5.49273,97.25,33.57,15,23:56.0,0
-34,-24,54,5.49273,97.25,33.57,15,23:56.0,0
-33,-22,53,5.49273,97.25,33.57,15,23:56.1,0
-35,-20,46,5.49273,97.25,33.57,15,23:56.1,0
-35,-21,47,5.49273,97.25,33.57,15,23:56.1,0
-40,-21,45,5.49273,97.25,33.57,15,23:56.2,0
-41,-21,44,5.49273,97.25,33.57,15,23:56.2,0
-41,-19,45,5.49273,97.25,33.57,15,23:56.2,0
-37,-25,49,5.479914,97.25,33.57,15,23:56.3,0
-35,-23,52,5.479914,97.25,33.57,15,23:56.3,0
-37,-22,52,5.479914,97.25,33.57,15,23:56.3,0
-39,-21,49,5.479914,97.25,33.57,15,23:56.3,0
-43,-19,48,5.479914,97.25,33.57,15,23:56.4,0
-42,-18,45,5.479914,97.25,33.57,15,23:56.4,0
-39,-21,44,5.479914,97.25,33.57,15,23:56.4,0
-40,-20,44,5.479914,97.25,33.57,15,23:56.5,0
-42,-17,43,5.496575,97.25,33.57,15,23:56.5,0
-41,-18,44,5.496575,97.25,33.57,15,23:56.5,0
-38,-17,46,5.496575,97.25,33.57,15,23:56.6,0
-40,-19,47,5.496575,97.25,33.57,15,23:56.6,0
-44,-20,46,5.496575,97.25,33.57,15,23:56.6,0
-44,-19,45,5.496575,97.25,33.57,15,23:56.7,0
-43,-18,44,5.496575,97.25,33.57,15,23:56.7,0
-40,-18,44,5.496575,97.25,33.57,15,23:56.7,0
-40,-17,42,5.536303,97.25,33.57,15,23:56.7,0
-39,-18,44,5.536303,97.25,33.57,15,23:56.8,0
-40,-19,45,5.536303,97.25,33.57,15,23:56.8,0
-41,-19,46,5.536303,97.25,33.57,15,23:56.8,0
-42,-19,47,5.536303,97.25,33.57,15,23:56.9,0
