movieid,Gross,USD,Title,Year,Genre,Budget,Gross Revenue,Additional Data,Copyright,Currency,Unnamed: 6,Profit / Loss,% Profit / Loss 
2408078,"GR: USD 18,600,000 (USA)",18600000,The Apartment (1960),1960,Comedy,3000000,18600000,,"Copyright MCMLX by The Mirisch Company, Inc. (on print); The Mirisch Company, Inc.; 15 June 1960; LP16970 (in copyright registry)",USD,,15600000,520
2408133,"GR: USD 20,733,485 (USA) (14 June 1998)",20733485,The Apostle (1997),1997,Drama,5000000,20733485,,Butchers Run Films,USD,,15733485,314.6697
2408389,"GR: USD 17,452,658 (USA) (1987)",17452658,The AristoCats (1970),1970,Adventure,4000000,17452658,"1,200,000 (Sweden)",©1970 Walt Disney Productions,USD,,13452658,336.31645
2408482,"GR: USD 14,048,372 (USA) (18 August 1996)",14048372,The Arrival (1996),1996,Action,25000000,14048372,,LIVE Entertainment Inc,USD,,-10951628,-43.806512
2408762,"GR: USD 30,199,105 (USA) (5 November 2000)",30199105,The Art of War (2000),2000,Action,40000000,30199105,"535,028 (Germany) | 42,652 (Netherlands) (31 December 2001) | 555,021 (Spain) (10 August 2002) | 551,147 (Spain) (25 June 2001)",© 2000 FILMLINE INTERNATIONAL (ART) INC. (on print),USD,,-9800895,-24.5022375
2409105,"GR: USD 10,654,581 (USA) (7 November 1999)",10654581,The Astronaut's Wife (1999),1999,Drama,75000000,10654581,"44,142 (Netherlands) (31 December 2000) | 43,973 (Netherlands) (31 December 1999) | 268,392 (Spain)",,USD,,-64345419,-85.793892
2409402,"GR: USD 23,322,832 (USA) (4 October 1998)",23322832,The Avengers (1998),1998,Action,60000000,23322832,"1,216,244 (France) (8 September 1998) (648 screens) | 370,069 (Germany) (6 September 1998) | 84,484 (Netherlands) (31 December 1998)",Copyright 1998 Warner Bros.,USD,,-36677168,-61.12861333
2409764,"GR: USD 21,731,001 (USA) (20 February 2000)",21731001,The Bachelor (1999),1999,Comedy,21000000,21731001,"42,472 (Netherlands) (31 December 2000)",,USD,,731001,3.480957143
2411215,"GR: USD 11,454,593 (USA) (11 May 1997)",11454593,The Beautician and the Beast (1997),1997,Comedy,16000000,11454593,,Koch Company/High School Sweethearts,USD,,-4545407,-28.40879375
2411762,"GR: USD 34,074,895 (USA) (23 January 2000)",34074895,The Best Man (1999),1999,Comedy,9000000,34074895,,Copyright © 1999 Universal Studios,USD,,25074895,278.6099444
2412638,"GR: USD 27,052,167 (USA) (26 July 1998)",27052167,The Big Hit (1998),1998,Action,13000000,27052167,"7,218 (Netherlands) (31 December 1998)",,USD,,14052167,108.0935923
2412686,"GR: USD 17,439,163 (USA) (25 May 1998)",17439163,The Big Lebowski (1998),1998,Comedy,15000000,17439163,"3,731,088 (USA) | 464,541 (UK) | 730,064 (France) | 648,284 (Germany) (31 December 1999) | 595,617 (Germany) (31 December 1998) | 165,595 (Germany) (30 March 1998) | 76,799 (Germany) (23 March 1998) (opening week) | 550,710 (Italy) | 84,949 (Netherlands) (31 December 1999) | 82,192 (Netherlands) (31 December 1998) | 684,403 (Spain)","PolyGram Filmed Entertainment, Inc.",USD,,2439163,16.26108667
2412918,"GR: USD 185,577 (USA) (2 April 2000)",185577,The Big Tease (1999),1999,Comedy,4000000,185577,,© 1999 Warner Bros. (on print),USD,,-3814423,-95.360575
2413457,"GR: USD 21,288,692 (USA) (29 September 1985)",21288692,The Black Cauldron (1985),1985,Adventure,44000000,21288692,,copyright MCMLXXXV Walt Disney Productions,USD,,-22711308,-51.61660909
2413536,"GR: USD 35,841,901 (USA) (1980)",35841901,The Black Hole (1979),1979,Action,20000000,35841901,"65,059 (Sweden)",©Copyright MCMLXXIX Walt Disney Productions,USD,,15841901,79.209505
2413799,"GR: USD 140,539,099 (USA) (19 May 2013)",140539099,The Blair Witch Project (1999),1999,Horror,60000,140539099,"366,884 (Argentina) (28 December 1999) | 274,020 (Netherlands) (31 December 2000) | 249,528 (Netherlands) (31 December 1999)",© 1999 Haxan Films Inc.,USD,,140479099,234131.8317
2414153,"GR: USD 58,853,106 (USA)",58853106,The Blue Lagoon (1980),1980,Adventure,4500000,58853106,"108,372 (Sweden)",,USD,,54353106,1207.8468
2414225,"GR: USD 4,858,152 (USA) (22 June 1980)",4858152,The Blues Brothers (1980),1980,Action,27000000,4858152,"243,013 (Sweden)","1980 Universal City Studios, Inc.",USD,,-22141848,-82.00684444
2414571,"GR: USD 66,488,090 (USA) (5 March 2000)",66488090,The Bone Collector (1999),1999,Crime,48000000,66488090,"360,872 (Netherlands) (31 December 2000)",Columbia Pictures Industries Inc.,USD,,18488090,38.51685417
2414595,"GR: USD 15,691,192 (USA)",15691192,The Bonfire of the Vanities (1990),1990,Comedy,47000000,15691192,"255,997 (Germany) | 42,554 (Sweden)",Warner Bros. Inc.,USD,,-31308808,-66.61448511
2414877,"GR: USD 22,359,293 (USA) (10 May 1998)",22359293,The Borrowers (1997),1997,Comedy,29000000,22359293,"573,861 (France) (1998) | 203,252 (Germany) (29 December 1997) | 136,456 (Germany) (22 December 1997) | 181,284 (Netherlands) (31 December 1999) | 180,546 (Netherlands) (31 December 1998)","PolyGram Filmed Entertainment, Inc., 1997",USD,,-6640707,-22.89898966
2415482,"GR: USD 46,576,136 (USA)",46576136,The Brady Bunch Movie (1995),1995,Comedy,12000000,46576136,,© 1995 Paramount Pictures Corporation,USD,,34576136,288.1344667
2415971,"GR: USD 70,960,517 (USA)",70960517,The Bridges of Madison County (1995),1995,Drama,35000000,70960517,"202,411 (Finland) | 1,124,547 (France) (31 October 1995) | 230,000 (Israel)","© 1995 Warner Brothers, a division of Time Warner Entertainment Company, LP",USD,,35960517,102.7443343
2416139,"GR: USD 2,808,000 (USA)",2808000,The Broadway Melody (1929),1929,Musical,379000,2808000,,© Metro-Goldwyn-Mayer Distributing Corporation; 5 March 1929; LP183 (in copyright registry),USD,,2429000,640.8970976
2416319,"GR: USD 1,305,588 (USA) (1 January 1985)",1305588,The Brother from Another Planet (1984),1984,Comedy,300000,1305588,,,USD,,1005588,335.196
2416380,"GR: USD 10,246,600 (USA)",10246600,The Brothers McMullen (1995),1995,Comedy,25000,10246600,"7,424 (Netherlands) (31 December 1997) | 6,855 (Netherlands) (1 January 1997)",,USD,,10221600,40886.4
2417216,"GR: USD 60,154,431 (USA) (1 September 1996)",60154431,The Cable Guy (1996),1996,Comedy,47000000,60154431,"274,941 (Germany) (20 October 1996) | 47,475 (Netherlands) (31 December 1997) | 47,277 (Netherlands) (1 January 1997) | 213,200 (Portugal) (12 September 1996) | 208,485 (Portugal) (5 September 1996) | 201,698 (Portugal) (29 August 1996) | 192,163 (Portugal) (22 August 1996) | 82,219 (Portugal) (25 July 1996)","Columbia Pictures Industries, Inc., 1996 (on print)",USD,,13154431,27.98815106
2418525,"GR: USD 61,280,963 (USA) (10 December 2000)",61280963,The Cell (2000),2000,Sci-Fi,33000000,61280963,"194,057 (Netherlands) (31 December 2001) | 190,907 (Netherlands) (31 December 2000) | 999,372 (Spain) (10 August 2002) | 985,478 (Spain) (25 June 2001)","Copyright © MM by Katira Productions GmbH & Co. KG (on print); Katira Productions, GmbH & Co. KG & New Line Distribution, Inc.; 28 November 2000; PA1014913 (in copyright registry)",USD,,28280963,85.69988788
2418704,"GR: USD 14,402,821 (USA) (15 December 1996)",14402821,The Chamber (1996),1996,Drama,50000000,14402821,"152,505 (Germany) (30 June 1997) | 125,225 (Germany) (23 June 1997) | 85,910 (Germany) (16 June 1997) | 43,434 (Germany) (opening week) | 8,907 (Netherlands) (31 December 1998) | 8,878 (Netherlands) (1 January 1998) | 14,105 (Portugal) (25 September 1997) | 8,467 (Portugal) (18 September 1997) (opening week)",,USD,,-35597179,-71.194358
2419706,"GR: USD 57,536,361 (USA) (18 June 2000)",57536361,The Cider House Rules (1999),1999,Drama,24000000,57536361,"172,149 (Denmark) | 58,305 (Netherlands) (31 December 2000)","Miramax Film Corp., 1999 (on print)",USD,,33536361,139.7348375
2419964,"GR: USD 1,951,794 (USA) (30 March 1986)",1951794,The Clan of the Cave Bear (1986),1986,Adventure,15000000,1951794,"191,312 (Sweden)",©1985 Warner Bros. Inc. and Jonesfilm. All Rights Reserved. (on print),USD,,-13048206,-86.98804
2420111,"GR: USD 92,115,211 (USA)",92115211,The Client (1994),1994,Crime,45000000,92115211,"293,378 (France) (3 January 1995) | 219,126 (Sweden)",,USD,,47115211,104.7004689
2420795,"GR: USD 13,742,233 (USA) (26 October 1986)",13742233,The Color of Money (1986),1986,Drama,13800000,13742233,"810,470 (Germany) | 169,763 (Sweden)",© MCMLXXXVI Touchstone Pictures All rights Reserved (on print),USD,,-57767,-0.418601449
2420761,"GR: USD 98,467,863 (USA) (1987)",98467863,The Color Purple (1985),1985,Drama,15000000,98467863,"1,757,605 (Spain) (10 February 2003) | 345,841 (Sweden)",This Motion Picture © 1985 Warner Bros. Inc. Story and Screenplay © 1985 Warner Bros. Inc.,USD,,83467863,556.45242
2421254,"GR: USD 13,015,688 (USA) (1979)",13015688,The Concorde... Airport '79 (1979),1979,Action,14000000,13015688,"976,221 (France) (1979)","© MCMLXXIX By Universal City Studios, Inc.",USD,,-984312,-7.0308
2421550,"GR: USD 17,804,273 (USA) (1 January 2001)",17804273,The Contender (2000),2000,Drama,20000000,17804273,"21,161 (Netherlands) (31 December 2002) | 11,006 (Netherlands) (31 December 2001) | 111,822 (Spain) (31 August 2002) | 90,975 (Spain) (30 June 2001)","© Copyright 2000 Cinecontender Internationale Filmproduktionsgesellschaft MBH & Co. 1. Beteiligungs AG and Battlefield, Inc.",USD,,-2195727,-10.978635
2421643,"GR: USD 4,420,000 (USA)",4420000,The Conversation (1974),1974,Drama,1600000,4420000,,Copyright © 1974 by Paramount Pictures Corporation (on print); Paramount Pictures Corporation; 6 April 1974; LP43355) (in copyright registry),USD,,2820000,176.25
2422513,"GR: USD 24,763,123 (USA) (1 September 1996)",24763123,The Craft (1996),1996,Drama,15000000,24763123,"460,331 (France) (3 September 1996) | 233,416 (France) (6 August 1996) | 26,430 (Netherlands) (1 January 1997) | 81,557 (Portugal) (31 October 1996) | 78,798 (Portugal) (24 October 1996) | 67,004 (Portugal) (10 October 1996) | 57,335 (Portugal) (3 October 1996) | 49,121 (Portugal) (26 September 1996) | 29,763 (Portugal) (19 September 1996) | 792,172 (Spain)","Columbia Pictures Industries, Inc.",USD,,9763123,65.08748667
2422712,"GR: USD 13,019,253 (USA) (12 November 2000)",13019253,The Crew (2000),2000,Comedy,23000000,13019253,"34,688 (Spain) (10 August 2002)",(1999) BuenaVista Pictures Distribution,USD,,-9980747,-43.39455217
2422996,"GR: USD 50,693,162 (USA)",50693162,The Crow (1994),1994,Action,15000000,50693162,,"Copyright © 1994 Crowvision, Inc.",USD,,35693162,237.9544133
2423002,"GR: USD 17,883,659 (USA) (1 December 1996)",17883659,The Crow: City of Angels (1996),1996,Action,13000000,17883659,"388,752 (France) (25 February 1997) | 3,599 (Netherlands) (31 December 1998) | 3,539 (Netherlands) (1 January 1998) | 14,226 (Portugal) (21 August 1997) | 10,710 (Portugal) (14 August 1997) | 6,139 (Portugal) (7 August 1997) (opening week) | 261,837 (Spain)",,USD,,4883659,37.56660769
2423044,"GR: USD 7,340,103 (USA) (17 February 1997)",7340103,The Crucible (1996),1996,Drama,25000000,7340103,"12,088 (Netherlands) (31 December 1998) | 11,779 (Netherlands) (1 January 1998) | 26,747 (Portugal) (20 March 1997) | 17,780 (Portugal) (13 March 1997)","Twentieth Century Fox Film Corp., 1996",USD,,-17659897,-70.639588
2423072,"GR: USD 238,434 (USA) (10 January 1999)",238434,The Cruise (1998),1998,Documentary,139064,238434,,©1998 Charter Films Inc,USD,,99370,71.45630789
2424023,"GR: USD 39,497,722 (USA) (6 February 1983)",39497722,The Dark Crystal (1982),1982,Adventure,15000000,39497722,,,USD,,24497722,163.3181467
2424038,"GR: USD 10,611,160 (USA) (23 July 1993)",10611160,The Dark Half (1993),1993,Horror,15000000,10611160,,,USD,,-4388840,-29.25893333
2424777,"GR: USD 20,766,000 (USA)",20766000,The Dead Zone (1983),1983,Fantasy,10000000,20766000,"221,890 (Sweden)",Dino De Laurentiis Corporation,USD,,10766000,107.66
2425160,"GR: USD 373,743 (USA)",373743,The Decline of Western Civilization Part II: The Metal Years (1988),1988,Documentary,500000,373743,,,USD,,-126257,-25.2514
2425205,"GR: USD 13,376,506 (USA) (9 May 1999)",13376506,The Deep End of the Ocean (1999),1999,Drama,40000000,13376506,,,USD,,-26623494,-66.558735
2425222,"GR: USD 50,000,000 (USA) (31 December 1982)",50000000,The Deer Hunter (1978),1978,Drama,15000000,50000000,"800,000 (Germany) | 2,211,025 (Spain) | 414,499 (Sweden) | 342,032 (Sweden)","Copyright ©1978 EMI Films, Inc. All Rights Reserved. (on print)",USD,,35000000,233.3333333
2425936,"GR: USD 60,984,028 (USA) (15 February 1998)",60984028,The Devil's Advocate (1997),1997,Drama,57000000,60984028,"1,856,349 (Brazil) (16 July 1998) | 669,409 (France) (27 January 1998) | 393,335 (France) (opening week) | 683,565 (Germany) (23 February 1998) | 625,355 (Germany) (16 February 1998) | 539,311 (Germany) (9 February 1998) | 398,503 (Germany) (2 February 1998) | 199,761 (Germany) (26 January 1998) (opening week) | 338,390 (Netherlands) (31 December 1998) | 300,000 (Portugal) | 1,404,130 (Spain) (15 August 2003) | 868,759 (Turkey)","Motion picture and screenplay: ©1997 Warner Bros. Productions Limited, Monarchy Enterprises B.V. and Regency Entertainment (USA), Inc. (on print)",USD,,3984028,6.989522807
2426074,"GR: USD 42,877,165 (USA) (6 July 1997)",42877165,The Devil's Own (1997),1997,Crime,90000000,42877165,"1,242,273 (France) (27 May 1997) | 1,068,824 (France) (22 April 1997) | 990,241 (Germany) (21 April 1997) | 890,390 (Germany) (14 April 1997) | 697,464 (Germany) (8 April 1997) | 363,257 (Germany) (opening week) | 176,944 (Netherlands) (1 January 1998) | 179,825 (Portugal) (1 May 1997) | 165,929 (Portugal) (24 April 1997) | 141,397 (Portugal) (17 April 1997) | 117,786 (Portugal) (10 April 1997) | 76,316 (Portugal) (3 April 1997)","Copyright © 1997 Columbia Pictures Industries, Inc.",USD,,-47122835,-52.35870556
2427355,"GR: USD 35,183,792 (USA)",35183792,The Doors (1991),1991,Biography,38000000,35183792,"44,322 (Sweden)",StudioCanal Image S.A.,USD,,-2816208,-7.411073684
2428775,"GR: USD 26,010,864 (USA) (1981)",26010864,The Elephant Man (1980),1980,Biography,5000000,26010864,"2,443,507 (France) | 185,083 (Germany) | 171,676 (Sweden)",© 1980 Brooksfilms Limited (on print),USD,,21010864,420.21728
2429271,"GR: USD 10,660,147 (USA) (19 March 2000)",10660147,The End of the Affair (1999),1999,Drama,23000000,10660147,"25,204 (Netherlands) (31 December 2001) | 23,886 (Netherlands) (31 December 2000)",,USD,,-12339853,-53.65153478
2429253,"GR: USD 283,033 (USA) (5 October 1997)",283033,The End of Violence (1997),1997,Drama,5000000,283033,"4,538 (Netherlands) (31 December 1998)","Ciby Sales, 10, Stephen Mews, London W1P 1PP, UK, Phone: +44-171-333 88 77, Fax: +44-171-333 88 78",USD,,-4716967,-94.33934
2429382,"GR: USD 2,071,091 (USA) (24 July 1994)",2071091,The Endless Summer 2 (1994),1994,Adventure,3400000,2071091,,,USD,,-1328909,-39.08555882
2429495,"GR: USD 78,651,430 (USA) (7 September 1997)",78651430,The English Patient (1996),1996,Drama,31000000,78651430,"17,103,578 (USA) | 3,403,436 (UK) | 1,892,158 (France) (24 June 1997) | 1,801,519 (France) (27 May 1997) | 1,276,404 (France) (22 April 1997) | 382,363 (France) (25 March 1997) | 2,928,208 (Germany) (30 June 1997) | 2,900,053 (Germany) (23 June 1997) | 2,867,458 (Germany) (16 June 1997) | 2,836,875 (Germany) (9 June 1997) | 2,793,514 (Germany) (2 June 1997) | 2,722,587 (Germany) (26 May 1997) | 2,650,660 (Germany) (20 May 1997) | 2,563,592 (Germany) (12 May 1997) | 2,417,095 (Germany) (5 May 1997) | 2,255,824 (Germany) (28 April 1997) | 2,040,435 (Germany) (21 April 1997) | 1,461,419 (Germany) (8 April 1997) | 1,145,202 (Germany) (2 April 1997) | 752,438 (Germany) (24 March 1997) | 524,213 (Germany) (18 March 1997) | 288,789 (Germany) (9 March 1997) | 106,707 (Germany) (opening week) | 697,623 (Netherlands) (31 December 1998) | 693,977 (Netherlands) (1 January 1998) | 300,346 (Portugal) (10 July 1997) | 296,402 (Portugal) (3 July 1997) | 292,170 (Portugal) (26 June 1997) | 286,872 (Portugal) (19 June 1997) | 280,168 (Portugal) (12 June 1997) | 271,672 (Portugal) (5 June 1997) | 260,381 (Portugal) (29 May 1997) | 248,764 (Portugal) (22 May 1997) | 214,203 (Portugal) (8 May 1997) | 194,999 (Portugal) (1 May 1997) | 168,950 (Portugal) (24 April 1997) | 136,611 (Portugal) (17 April 1997) | 102,556 (Portugal) (10 April 1997) | 56,906 (Portugal) (3 April 1997) | 2,399,425 (Spain)","1996 Tiger Moth Productions, Inc. (on print)",USD,,47651430,153.7142903
2430234,"GR: USD 204,565,000 (USA) (28 December 2003)",204565000,The Exorcist (1973),1973,Horror,10497444,204565000,"1,020,734 (Argentina) (8 May 2001) | 1,261,061 (France) (24 April 2001) | 1,249,778 (France) (17 April 2001) | 1,226,509 (France) (10 April 2001) | 1,172,332 (France) (3 April 2001) | 1,032,045 (France) (27 March 2001) | 621,727 (France) (20 March 2001) | 4,808,160 (Spain) (26 September 2003) | 2,037,399 (Spain) (10 August 2002) (director's cut) | 2,016,322 (Spain) (25 June 2001) (director's cut) | 2,343,845 (Spain) (31 December 1977) | 601,000 (Sweden)",Warner Bros. Inc. and Hoya Productions Inc.; 26 December 1973; LP42969 (in copyright registry),USD,,194067556,1848.712468
2430658,"GR: USD 16,823,529 (USA)",16823529,The Fabulous Baker Boys (1989),1989,Drama,13000000,16823529,"90,622 (France) | 437,814 (Germany) | 20,129 (Sweden)",COPYRIGHT © 1989 GLADDEN ENTERTAINMENT CORP. (on print),USD,,3823529,29.41176154
2430810,"GR: USD 40,064,955 (USA) (9 May 1999)",40064955,The Faculty (1998),1998,Horror,15000000,40064955,"447,511 (Germany) (9 May 1999) | 342,010 (Germany) (2 May 1999) | 183,323 (Germany) (25 April 1999) (opening week) | 201,583 (Germany) (25 April 1999) (opening week) (including previews) | 91,673 (Netherlands) (31 December 1999)",,USD,,25064955,167.0997
2431294,"GR: USD 18,573,791 (USA) (10 November 1996)",18573791,The Fan (1996),1996,Drama,55000000,18573791,"191,693 (France) (29 July 1997) | 96,995 (France) (opening week) | 44,885 (Netherlands) (31 December 1997) | 41,101 (Netherlands) (1 January 1997) | 7,728 (Portugal) (30 January 1997) | 388,528 (Spain)","copyright 1996 TriStar Productions, Inc. and Mandalay Entertainment",USD,,-36426209,-66.22947091
2432049,"GR: USD 63,540,020 (USA) (5 October 1997)",63540020,The Fifth Element (1997),1997,Action,90000000,63540020,"7,485,455 (France) (30 September 1997) | 7,210,874 (France) (2 September 1997) | 6,860,927 (France) (29 July 1997) | 5,585,753 (France) (24 June 1997) | 3,897,368 (France) (27 May 1997) | 64,136 (France) (opening day) | 1,813,448 (France) (opening week) | 3,263,789 (Germany) (21 June 1998) (re-release) | 3,102,748 (Germany) (20 October 1997) | 3,021,712 (Germany) (13 October 1997) | 2,914,854 (Germany) (5 October 1997) | 2,747,246 (Germany) (29 September 1997) | 2,528,152 (Germany) (22 September 1997) | 2,217,907 (Germany) (15 September 1997) | 1,685,802 (Germany) (8 September 1997) | 743,170 (Germany) (1 September 1997) (opening week) | 250,188 (Netherlands) (31 December 1998) | 249,454 (Netherlands) (1 January 1998) | 208,993 (Portugal) (30 October 1997) | 203,678 (Portugal) (23 October 1997) | 198,838 (Portugal) (16 October 1997) | 193,781 (Portugal) (9 October 1997) | 181,440 (Portugal) (2 October 1997) | 167,612 (Portugal) (25 September 1997) | 152,243 (Portugal) (18 September 1997) | 118,695 (Portugal) (11 September 1997) | 79,158 (Portugal) (4 September 1997) (opening week)",© 1997 Gaumont,USD,,-26459980,-29.39997778
2432757,"GR: USD 158,348,400 (USA)",158348400,The Firm (1993),1993,Drama,42000000,158348400,"270,676 (Sweden)",Paramount Pictures Corporation,USD,,116348400,277.02
2433039,"GR: USD 105,444,419 (USA) (9 February 1997)",105444419,The First Wives Club (1996),1996,Comedy,26000000,105444419,"418,246 (France) (28 January 1997) | 2,590,736 (Germany) (9 February 1997) | 2,315,967 (Germany) (26 January 1997) | 1,818,433 (Germany) (12 January 1997) | 1,132,410 (Germany) (29 December 1996) | 275,027 (Germany) (15 December 1996) | 1,491,909 (Germany) | 308,793 (Netherlands) (31 December 1998) | 308,741 (Netherlands) (1 January 1998) | 179,394 (Portugal) (27 February 1997) | 170,345 (Portugal) (20 February 1997) | 125,954 (Portugal) (6 February 1997) | 98,163 (Portugal) (30 January 1997) | 59,583 (Portugal) (23 January 1997)",,USD,,79444419,305.5554577
2433086,"GR: USD 41,895,491 (USA)",41895491,The Fisher King (1991),1991,Drama,24000000,41895491,"690,245 (France) | 1,004,655 (Germany) | 928,259 (Spain) (10 August 2002)","Tri-Star Pictures, Inc.",USD,,17895491,74.56454583
2433445,"GR: USD 130,512,915 (USA)",130512915,The Flintstones (1994),1994,Comedy,45000000,130512915,"6,259,000 (Germany) | 299,035 (Sweden)","Amblin Entertainment, Inc.",USD,,85512915,190.0287
2433450,"GR: USD 35,231,365 (USA) (13 August 2000)",35231365,The Flintstones in Viva Rock Vegas (2000),2000,Comedy,83000000,35231365,"108,609 (Netherlands) (31 December 2000) | 390,504 (Spain) (10 August 2002) | 385,822 (Spain) (25 June 2001)","Copyright © 2000 Universal Studios and Amblin Entertainment, Inc. All rights reserved. The Flintstones and Flintstones Characters © Hanna-Barbera Productions, Inc. [on Screen]",USD,,-47768635,-57.55257229
2433612,"GR: USD 3,000,000 (USA)",3000000,The Fly (1958),1958,Horror,700000,3000000,,Twentieth Century-Fox Film Corporation,USD,,2300000,328.5714286
2433613,"GR: USD 40,456,565 (USA)",40456565,The Fly (1986),1986,Horror,15000000,40456565,"97,652 (Sweden)",© 1986 Twentieth Century Fox Film Corporation,USD,,25456565,169.7104333
2433734,"GR: USD 21,378,361 (USA) (1980)",21378361,The Fog (1980),1980,Horror,1000000,21378361,"144,994 (Sweden)",Copyright © 1979 AVCO-Embassy Pictures Corp. All rights reserved (on print),USD,,20378361,2037.8361
2434412,"GR: USD 23,556,988 (USA) (1988)",23556988,The Fox and the Hound (1981),1981,Adventure,12000000,23556988,,copyright MCMLXXXI Walt Disney Productions (on print); Walt Disney Productions; 14 December 1981; PA125861 (in copyright registry),USD,,11556988,96.30823333
2434561,"GR: USD 51,700,000 (USA) (1973)",51700000,The French Connection (1971),1971,Action,1800000,51700000,"344,859 (Argentina) | 243,908 (Sweden)",Copyright © MCMLXXI by Twentieth Century-Fox Film Corporation (on print); Twentieth Century-Fox Film Corp.; 7 October 1971; LP40443 (in copyright registry),USD,,49900000,2772.222222
2434664,"GR: USD 16,524,115 (USA) (1 September 1996)",16524115,The Frighteners (1996),1996,Comedy,30000000,16524115,"2,289 (Germany) (4 January 1998) (opening week) | 10,420 (Netherlands) (31 December 1998) | 10,303 (Netherlands) (1 January 1998)",,USD,,-13475885,-44.91961667
2434795,"GR: USD 183,875,760 (USA)",183875760,The Fugitive (1993),1993,Action,40000000,183875760,"982,106 (France) | 37,944 (France) (opening day) | 3,460,000 (France) | 703,356 (Sweden)","Warner Bros, a Division of Time Warner Entertainment, LP; October 5,1993; PA659535 (in copyright registry)",USD,,143875760,359.6894
2434818,"GR: USD 45,857,453 (USA) (26 April 1998)",45857453,The Full Monty (1997),1997,Comedy,3500000,45857453,"3,490,232 (France) (13 October 1998) | 3,457,156 (France) (8 September 1998) | 2,706,386 (France) (27 January 1998) | 2,248,784 (France) (30 December 1997) | 314,507 (France) (28 October 1997) (opening week) | 1,557,145 (Germany) (5 January 1998) | 1,439,325 (Germany) (29 December 1997) | 1,327,807 (Germany) (22 December 1997) | 1,226,279 (Germany) (15 December 1997) | 1,094,989 (Germany) (8 December 1997) | 976,415 (Germany) (1 December 1997) | 824,569 (Germany) (24 November 1997) | 627,024 (Germany) (17 November 1997) | 406,951 (Germany) (10 November 1997) | 184,266 (Germany) (3 November 1997) (opening week) | 204,017 (Netherlands) (31 December 1998) | 98,780 (Netherlands) (1 January 1998) | 3,736,046 (Spain)","Twentieth Century Fox Film Corporation, 1997 (on print)",USD,,42357453,1210.212943
2434963,"GR: USD 24,000,000 (USA) (1978)",24000000,The Fury (1978),1978,Drama,5500000,24000000,,Twentieth Century Fox Film Coorperation,USD,,18500000,336.3636364
2435197,"GR: USD 48,265,581 (USA) (21 December 1997)",48265581,The Game (1997),1997,Drama,50000000,48265581,"1,087,931 (Germany) (12 January 1998) | 883,932 (Germany) (22 December 1997) | 790,775 (Germany) (15 December 1997) | 649,128 (Germany) (8 December 1997) | 481,911 (Germany) (1 December 1997) | 245,761 (Germany) (24 November 1997) (opening week) | 370,693 (Netherlands) (31 December 1998) | 282,933 (Netherlands) (1 January 1998) | 1,428,439 (Spain)",,USD,,-1734419,-3.468838
2435713,"GR: USD 102,678,089 (USA) (10 October 1999)",102678089,The General's Daughter (1999),1999,Crime,60000000,102678089,"101,103 (Netherlands) (31 December 2000) | 95,991 (Netherlands) (31 December 1999)",MFP Munich Film Partners GmbH & Co. I. Produktions KG (de),USD,,42678089,71.13014833
2435974,"GR: USD 38,553,833 (USA) (9 February 1997)",38553833,The Ghost and the Darkness (1996),1996,Adventure,55000000,38553833,"498,492 (UK) (1997) | 39,589 (Bulgaria) (1998) | 60,367 (Czech Republic) (1997) | 314,280 (France) (25 February 1997) | 258,295 (Germany) (26 January 1997) | 374,171 (Germany) (1997) | 95,973 (Netherlands) (1 January 1998) | 141,105 (Portugal) (27 March 1997) | 132,567 (Portugal) (20 March 1997) | 123,365 (Portugal) (13 March 1997) | 106,287 (Portugal) (6 March 1997) | 81,837 (Portugal) (27 February 1997) | 49,097 (Portugal) (20 February 1997) | 723,318 (Spain) (1997)",Bernina Film AG (World),USD,,-16446167,-29.90212182
2436288,"GR: USD 1,534,569 (USA) (21 June 1998)",1534569,The Gingerbread Man (1998),1998,Thriller,25000000,1534569,"34,340 (Germany) (24 May 1998) (opening week) | 33,128 (Netherlands) (31 December 1998)","© 1997, Island Pictures Corp.",USD,,-23465431,-93.861724
2437062,"GR: USD 20,400,913 (USA) (15 December 1996)",20400913,The Glimmer Man (1996),1996,Action,45000000,20400913,"248,703 (France) (28 January 1997) | 224,003 (Germany) (1 December 1996) | 100,234 (Germany) (17 November 1996) | 52,085 (Netherlands) (1 January 1998) | 76,547 (Portugal) (19 December 1996) | 72,109 (Portugal) (12 December 1996) | 54,186 (Portugal) (5 December 1996) | 31,926 (Portugal) (28 November 1996) | 355,871 (Spain)",,USD,,-24599087,-54.66463778
2437277,"GR: USD 134,966,411 (USA) (11 May 1997)",134966411,The Godfather (1972),1972,Crime,6000000,134966411,"3,720,860 (Argentina) | 767,930 (France) | 3,708,300 (France) | 4,973,784 (Spain) | 760,000 (Sweden)",Copyright © 1972 by Paramount Pictures Corporation (on print); Paramount Pictures Corporation; 23 February 1972; LP40563 (in copyright registry),USD,,128966411,2149.440183
2437299,"GR: USD 57,300,000 (USA)",57300000,The Godfather: Part II (1974),1974,Crime,13000000,57300000,"1,850,970 (Argentina) | 1,328,923 (Spain) | 275,833 (Sweden)",Copyright © 1974 by Paramount Pictures Corporation and The Coppola Company (on print); Paramount Pictures Corporation and The Coppola Company; 9 December 1974; LP44010 (in copyright registry),USD,,44300000,340.7692308
