movieid,title,genres,business_info
1930793,Fantasia (1940),"Animation, Family, Fantasy, Music","USD 2,280,000"
1930810,Fantasia/2000 (1999),"Animation, Family, Fantasy, Music","USD 80,000,000"
1931213,Far and Away (1992),"Adventure, Drama, Romance, Western","USD 60,000,000"
1931235,Far from Home: The Adventures of Yellow Dog (1995),"Adventure, Family","USD 11,642,946"
1931489,Fargo (1996),"Crime, Drama, Thriller","USD 7,000,000"
1931497,Farinelli (1994),"Biography, Drama, Music","USD 2,122,948"
1932160,Fast Times at Ridgemont High (1982),"Comedy, Drama, Romance","USD 4,500,000"
1932207,"Fast, Cheap & Out of Control (1997)",Documentary,"USD 832,785"
1932389,Fatal Attraction (1987),"Drama, Thriller","USD 14,000,000"
1932393,Fatal Beauty (1987),"Action, Comedy, Crime, Drama, Thriller","USD 12,046,526"
1932451,Fatal Instinct (1993),"Comedy, Crime, Thriller","USD 7,852,653"
1932819,Father of the Bride Part II (1995),Comedy,"USD 30,000,000"
1932958,Fathers' Day (1997),"Comedy, Romance","USD 85,000,000"
1933254,Fausto (1993),Comedy,"USD 236,090"
1933459,Fear (1996),"Drama, Thriller","USD 20,754,000"
1933552,Fear and Loathing in Las Vegas (1998),"Adventure, Comedy","USD 18,500,000"
1933599,Fear of a Black Hat (1993),"Comedy, Music","USD 999,999"
1933633,Fearless (1993),Drama,"USD 6,995,302"
1933702,Feast of July (1995),"Crime, Drama, Mystery, Romance","USD 293,274"
1933830,Federal Hill (1994),"Crime, Drama","USD 80,000"
1934075,Feeling Minnesota (1996),"Comedy, Crime, Drama, Romance","USD 3,102,672"
1934260,Fei ying gai wak (1991),"Action, Adventure, Comedy, Crime, Thriller","USD 10,440,032"
1934406,Felicia's Journey (1999),"Drama, Thriller","USD 819,852"
1934787,Female Perversions (1996),Drama,"USD 883,973"
1935106,Feng yue (1996),"Drama, Romance","USD 1,084,532"
1935417,Ferris Bueller's Day Off (1986),"Comedy, Drama","USD 6,000,000"
1935619,Festen (1998),Drama,"USD 1,300,000"
1936069,Fever Pitch (1997),"Comedy, Drama, Romance, Sport","USD 13,600"
1936394,Field of Dreams (1989),"Drama, Family, Fantasy, Sport","USD 64,431,625"
1936478,Fierce Creatures (1997),Comedy,"USD 9,202,671"
1936800,Fight Club (1999),Drama,"USD 63,000,000"
1938005,"Fin août, début septembre (1998)","Drama, Romance","USD 36,662"
1938142,Final Destination (2000),"Horror, Mystery","USD 23,000,000"
1938743,Finding North (1998),"Comedy, Drama, Romance","USD 26,909"
1939369,Fire Down Below (1997),"Action, Drama, Thriller","USD 60,000,000"
1939666,Firelight (1997),"Drama, Romance","USD 784,419"
1939754,Firestarter (1984),"Sci-Fi, Thriller","USD 15,000,000"
1939762,Firestorm (1998),"Action, Thriller","USD 19,000,000"
1939775,Firewalker (1986),"Action, Adventure, Comedy","USD 11,834,302"
1939900,First Blood (1982),"Action, Adventure, Drama, Thriller","USD 14,000,000"
1940096,First Kid (1996),"Comedy, Family","USD 26,459,681"
1940121,First Knight (1995),"Adventure, Drama, Romance","USD 55,000,000"
1940174,"First Love, Last Rites (1997)","Drama, Romance","USD 300,000"
1941011,Fitzcarraldo (1982),"Adventure, Biography, Drama",
1941100,Five Easy Pieces (1970),Drama,"USD 1,600,000"
1941271,"Five Wives, Three Secretaries and Me (1998)","Comedy, Documentary, Family","USD 4,450"
1941902,Flashdance (1983),"Drama, Music, Romance","USD 94,900,000"
1942017,Flatliners (1990),"Drama, Horror, Sci-Fi, Thriller","USD 26,000,000"
1942058,Flawless (1999),"Comedy, Crime, Drama","USD 15,000,000"
1942083,Fled (1996),"Action, Adventure, Comedy, Crime, Romance, Thriller","USD 25,000,000"
1942223,Flesh and Bone (1993),"Drama, Mystery, Romance","USD 9,488,998"
1942296,Fletch (1985),"Comedy, Crime, Mystery","USD 46,700,000"
1942299,Fletch Lives (1989),"Comedy, Crime, Mystery","USD 35,150,960"
1942625,Flight of the Navigator (1986),"Adventure, Family, Sci-Fi","USD 15,676,622"
1942758,Flipper (1996),"Adventure, Family","USD 25,530,000"
1942787,Flirt (1995),"Drama, Romance","USD 76,875"
1942828,Flirting with Disaster (1996),Comedy,"USD 7,000,000"
1942898,Floating (1997),"Drama, Romance","USD 5,651"
1943470,Flubber (1997),"Comedy, Family, Sci-Fi","USD 92,969,824"
1943586,Fluke (1995),"Drama, Family, Fantasy","USD 3,987,649"
1943718,Fly Away Home (1996),"Adventure, Drama, Family","USD 24,506,082"
1944510,Following (1998),"Crime, Drama, Mystery, Thriller","USD 6,000"
1944862,Foolish (1999),"Comedy, Drama","USD 2,000,000"
1944905,Fools Rush In (1997),"Comedy, Drama, Romance","USD 29,291,566"
1945150,Footloose (1984),"Drama, Music, Romance","USD 8,200,000"
1945248,For All Mankind (1989),"Documentary, History","USD 770,132"
1945579,For Love of the Game (1999),"Drama, Romance, Sport","USD 80,000,000"
1945589,For Love or Money (1993),"Comedy, Drama, Romance","USD 30,000,000"
1945700,For Richer or Poorer (1997),Comedy,"USD 35,000,000"
1945855,For Your Eyes Only (1981),"Action, Adventure, Crime, Thriller","USD 28,000,000"
1946023,For the Love of Benji (1977),"Adventure, Comedy, Drama, Family","USD 17,732,000"
1946107,For the Moment (1993),"Drama, Romance, War","USD 121,548"
1946327,Forbidden Planet (1956),"Action, Adventure, Sci-Fi","USD 1,900,000"
1946379,Force 10 from Navarone (1978),"Action, Drama, War","USD 5,000,000"
1946463,Forces of Nature (1999),"Comedy, Romance","USD 75,000,000"
1946595,Foreign Student (1994),Drama,"USD 113,727"
1946833,Forever Young (1992),"Drama, Romance, Sci-Fi","USD 55,956,200"
1946963,Forget Paris (1995),"Comedy, Romance","USD 33,194,500"
1947355,Forrest Gump (1994),"Drama, Romance","USD 55,000,000"
1948277,Four Rooms (1995),Comedy,"USD 4,000,000"
1948340,Four Weddings and a Funeral (1994),"Comedy, Drama, Romance","USD 52,700,832"
1948561,Foxfire (1996),Drama,"USD 258,263"
1949144,Frances (1982),"Biography, Drama, Romance","USD 108,488"
1949502,Frankenstein (1931),"Horror, Sci-Fi","USD 291,000"
1949508,Frankenstein (1994),"Drama, Horror, Romance, Sci-Fi","USD 45,000,000"
1949624,Frankie Starlight (1995),"Drama, Romance, War","USD 78,168"
1950286,Freaky Friday (1976),"Comedy, Family, Fantasy","USD 25,942,000"
1950466,Freddy's Dead: The Final Nightmare (1991),"Horror, Thriller","USD 8,500,000"
1950577,Free Enterprise (1998),"Comedy, Romance","USD 30,193"
1950688,Free Willy (1993),"Adventure, Drama, Family","USD 20,000,000"
1950689,Free Willy 2: The Adventure Home (1995),"Adventure, Drama, Family","USD 30,077,111"
1950690,Free Willy 3: The Rescue (1997),"Adventure, Drama, Family","USD 3,519,178"
1950946,Freejack (1992),"Action, Sci-Fi, Thriller","USD 30,000,000"
1951003,Freeway (1996),"Comedy, Crime, Drama, Thriller","USD 3,000,000"
1951279,French Kiss (1995),"Comedy, Drama, Romance","USD 38,900,000"
1951390,Frenzy (1972),"Crime, Thriller","USD 2,000,000"
1951397,Frequency (2000),"Crime, Drama, Fantasy, Thriller","USD 22,000,000"
1951417,Fresa y chocolate (1993),"Comedy, Drama","USD 2,080,805"
1951428,Fresh (1994),"Crime, Drama, Thriller","USD 3,500,000"
1951931,Friday (1995),"Comedy, Drama","USD 3,500,000"
1951984,Friday the 13th (1980),Horror,"USD 550,000"
1951988,Friday the 13th Part 2 (1981),"Horror, Mystery, Thriller","USD 1,250,000"
1951989,Friday the 13th Part III (1982),"Horror, Thriller","USD 4,000,000"
1951990,Friday the 13th Part VII: The New Blood (1988),"Horror, Thriller","USD 2,800,000"
1951991,Friday the 13th Part VIII: Jason Takes Manhattan (1989),Horror,"USD 5,000,000"
1951993,Friday the 13th: A New Beginning (1985),"Horror, Mystery, Thriller","USD 2,200,000"
1952001,Friday the 13th: The Final Chapter (1984),"Horror, Thriller","USD 1,800,000"
1952054,Fried Green Tomatoes (1991),"Comedy, Drama","USD 80,100,000"
1952201,Friends & Lovers (1999),"Comedy, Drama, Romance","USD 94,633"
1952386,Fright Night (1985),"Comedy, Horror, Thriller","USD 9,000,000"
1952391,Fright Night Part 2 (1988),"Comedy, Horror","USD 2,983,784"
1952676,Frogs for Snakes (1998),"Comedy, Crime, Thriller","USD 20,693"
1952847,From Dusk Till Dawn (1996),"Action, Crime, Horror","USD 18,000,000"
1952923,From Here to Eternity (1953),"Drama, Romance, War","USD 1,650,000"
1953106,From Russia with Love (1963),"Action, Adventure, Crime, Thriller","USD 2,000,000"
1953354,From the Hip (1987),"Comedy, Drama","USD 9,518,342"
1955153,Full Metal Jacket (1987),"Drama, War","USD 17,000,000"
1955231,Full Tilt Boogie (1997),Documentary,"USD 5,659"
1955728,Funny Bones (1995),"Comedy, Drama","USD 532,268"
1955750,Funny Farm (1988),"Comedy, Drama","USD 19,000,000"
1957184,G.I. Jane (1997),"Action, Drama","USD 50,000,000"
1957472,Gabbeh (1996),"Drama, Mystery, Romance","USD 273,967"
1958267,Galaxy Quest (1999),"Adventure, Comedy, Sci-Fi","USD 45,000,000"
1959117,Gandhi (1982),"Biography, Drama, History","USD 22,000,000"
1959300,Gang Related (1997),"Crime, Drama","USD 5,790,448"
1960768,Gattaca (1997),"Drama, Romance, Sci-Fi, Thriller","USD 36,000,000"
1961185,Gazon maudit (1995),Comedy,"USD 1,400,000"
1962315,Gendernauts - Eine Reise durch die Geschlechter (1999),Documentary,"USD 6,002"
1963417,George of the Jungle (1997),"Action, Adventure, Comedy, Family, Romance","USD 55,000,000"
1963479,Georgia (1995),"Drama, Music","USD 2,907,768"
1963756,Germinal (1993),"Drama, Romance","USD 378,854"
1963794,Geronimo: An American Legend (1993),"Drama, History, Western","USD 35,000,000"
1964069,Get Bruce (1999),Documentary,"USD 43,155"
1964074,Get Carter (2000),"Action, Crime, Drama, Thriller","USD 40,000,000"
1964209,Get Real (1998),"Comedy, Drama, Romance","USD 1,152,411"
1964242,Get Shorty (1995),"Comedy, Crime, Thriller","USD 30,250,000"
1964339,Get on the Bus (1996),"Drama, History","USD 2,400,000"
1964467,Getting Away with Murder (1996),Comedy,"USD 197,322"
1964503,Getting Even with Dad (1994),"Comedy, Crime, Family","USD 30,000,000"
1965214,Ghost (1990),"Drama, Fantasy, Mystery, Romance, Thriller","USD 22,000,000"
1965236,Ghost Busters (1984),"Comedy, Family, Fantasy","USD 32,000,000"
1965261,Ghost Dog: The Way of the Samurai (1999),"Action, Crime, Drama, Thriller","USD 3,300,230"
1965516,Ghostbusters II (1989),"Action, Adventure, Comedy, Fantasy, Sci-Fi","USD 37,000,000"
1965632,Ghosts of Mississippi (1996),Drama,"USD 36,000,000"
1965850,Giant (1956),"Drama, Romance, Western","USD 5,400,000"
1966580,Ging chaat goo si 4: Ji gaan daan yam mo (1996),"Action, Adventure, Comedy, Crime, Drama, Thriller","USD 14,511,338"
1966583,Ging chat goo si 3: Chiu kup ging chat (1992),"Action, Comedy, Crime, Thriller","USD 900,000"
1967074,Girl 6 (1996),"Comedy, Drama","USD 12,000,000"
1967379,"Girl, Interrupted (1999)","Biography, Drama","USD 40,000,000"
1967389,Girlfight (2000),"Drama, Sport","USD 1,000,000"
1967955,Girls Town (1996),"Comedy, Drama","USD 403,311"
1968813,Gladiator (2000),"Action, Adventure, Drama","USD 103,000,000"
1969197,Glengarry Glen Ross (1992),Drama,"USD 12,500,000"
1969753,Gloria (1999),"Crime, Drama, Thriller","USD 30,000,000"
1969851,Glory (1989),"Drama, History, War","USD 18,000,000"
1970159,Go (1999),"Comedy, Crime, Thriller","USD 6,500,000"
1970215,Go Fish (1994),"Drama, Romance","USD 15,000"
1970338,Go West (1925),"Comedy, Western",
1970505,Goat on Fire and Smiling Fish (1999),"Comedy, Romance","USD 40,000"
1970696,"God Said, 'Ha!' (1998)","Comedy, Drama","USD 52,324"
1971093,Gods and Monsters (1998),"Biography, Drama","USD 3,500,000"
1971149,Godzilla (1998),"Action, Sci-Fi, Thriller","USD 130,000,000"
1971706,Gojira (1954),"Drama, Horror, Sci-Fi, Thriller","USD 412,520"
1971707,Gojira (1984),"Action, Drama, Horror, Sci-Fi, Thriller","USD 2,000,000"
1971712,Gojira ni-sen mireniamu (1999),"Action, Adventure, Drama, Sci-Fi, Thriller","USD 10,037,390"
1971929,Gold Diggers: The Secret of Bear Mountain (1995),"Adventure, Drama, Mystery","USD 6,029,091"
1972108,Golden Earrings (1947),"Adventure, Romance","USD 1,000,000"
1972287,GoldenEye (1995),"Action, Crime, Thriller","USD 58,000,000"
1972324,Goldfinger (1964),"Action, Adventure, Crime, Thriller","USD 3,000,000"
1972807,Gone Fishin' (1997),"Comedy, Crime","USD 53,000,000"
1972854,Gone in 60 Seconds (1974),"Action, Crime, Drama",
1972884,Gone with the Wind (1939),"Drama, Romance, War","USD 3,977,000"
1973432,"Good Morning, Vietnam (1987)","Comedy, Drama, War","USD 13,000,000"
1973625,Good Will Hunting (1997),Drama,"USD 10,000,000"
1973808,Goodbye Lover (1998),"Comedy, Crime, Mystery, Thriller","USD 20,000,000"
1973922,Goodfellas (1990),"Biography, Crime, Drama, Thriller","USD 25,000,000"
1974272,Gordy (1995),"Comedy, Drama, Family, Fantasy","USD 3,992,809"
1974519,Gospa (1995),Drama,"USD 5,000,000"
1974724,Gothic (1986),Horror,"USD 916,172"
1974984,Goya en Burdeos (1999),"Biography, Drama, War","USD 716,592"
1975181,Grace of My Heart (1996),"Comedy, Drama, Music","USD 5,000,000"
1975609,Grand Canyon (1991),"Crime, Drama","USD 33,243,020"
1975664,Grand Hotel (1932),"Drama, Romance","USD 700,000"
1976109,"Grandview, U.S.A. (1984)",Drama,"USD 4,743,119"
1976454,Graveyard Shift (1990),Horror,"USD 10,500,000"
1976610,Grease (1978),"Musical, Romance","USD 6,000,000"
1976612,Grease 2 (1982),"Comedy, Drama, Musical, Romance","USD 13,200,000"
1976777,Great Expectations (1998),"Drama, Romance","USD 26,333,044"
1977589,Gremlins (1984),"Comedy, Horror","USD 11,000,000"
1977592,Gremlins 2: The New Batch (1990),"Comedy, Fantasy, Horror","USD 50,000,000"
1977857,Gridlock'd (1997),"Comedy, Crime, Drama","USD 5,479,037"
1978263,Groove (2000),"Drama, Music","USD 500,000"
1978309,Grosse Pointe Blank (1997),"Action, Comedy, Crime, Romance, Thriller","USD 15,000,000"
1978312,Grosse fatigue (1994),Comedy,"USD 551,359"
1978415,Groundhog Day (1993),"Comedy, Drama, Fantasy, Romance","USD 70,835,374"
1978778,Grumpier Old Men (1995),"Comedy, Romance","USD 25,000,000"
1978782,Grumpy Old Men (1993),"Comedy, Drama","USD 70,172,621"
1979111,Guantanamera (1995),"Comedy, Drama","USD 751,478"
1979447,Guess Who's Coming to Dinner (1967),Drama,"USD 4,000,000"
1979839,Guilty as Sin (1993),"Crime, Drama, Thriller","USD 22,886,222"
1979883,Guinevere (1999),"Drama, Romance","USD 2,600,000"
1980149,Gumby 1 (1995),"Action, Adventure, Animation, Comedy, Family, Fantasy, Music, Mystery, Sci-Fi, Western","USD 3,000,000"
1980267,Gun Shy (2000),"Comedy, Crime, Romance","USD 10,000,000"
1980412,Gung Ho (1986),"Comedy, Drama","USD 36,570,775"
1981170,Guys and Dolls (1955),"Comedy, Musical, Romance","USD 5,500,000"
1982903,Hackers (1995),"Action, Crime, Drama, Thriller","USD 7,564,000"
1983455,Hairspray (1988),"Comedy, Music, Romance","USD 2,000,000"
1983617,Hak hap (1996),"Action, Adventure, Comedy, Crime, Sci-Fi, Thriller","USD 12,491,455"
1983859,Half Baked (1998),"Comedy, Crime","USD 8,000,000"
1984278,Halloween (1978),"Horror, Thriller","USD 325,000"
1984283,Halloween 4: The Return of Michael Myers (1988),"Horror, Thriller","USD 5,000,000"
1984284,Halloween 5 (1989),"Horror, Thriller","USD 3,000,000"
1984305,Halloween H20: 20 Years Later (1998),"Drama, Horror, Thriller","USD 17,000,000"
1984320,Halloween II (1981),"Horror, Thriller","USD 2,500,000"
1984323,Halloween III: Season of the Witch (1982),"Horror, Sci-Fi","USD 2,500,000"
1984372,Halloween: The Curse of Michael Myers (1995),"Horror, Thriller","USD 5,000,000"
1984593,Hamam (1997),"Drama, Romance","USD 655,078"
1984785,Hamlet (1990),"Drama, Romance","USD 20,710,451"
1984792,Hamlet (1996),"Crime, Drama, Romance, Thriller","USD 18,000,000"
1984793,Hamlet (2000),"Drama, Romance, Thriller","USD 2,000,000"
1985138,Hana-bi (1997),"Crime, Drama, Romance, Thriller","USD 233,986"
1985443,Handle with Care (1977),"Comedy, Drama","USD 815,530"
1985576,Hands on a Hard Body: The Documentary (1997),Documentary,"USD 492,876"
1985755,Hanging Up (2000),"Comedy, Drama","USD 60,000,000"
1986482,Happiness (1998),"Comedy, Drama","USD 3,000,000"
1986845,Happy Gilmore (1996),"Comedy, Romance, Sport","USD 12,000,000"
1987126,"Happy, Texas (1999)","Comedy, Crime, Romance","USD 1,700,000"
1987387,Hard Core Logo (1996),"Comedy, Drama, Music","USD 17,012"
1987547,Hard Rain (1998),"Action, Crime, Drama, Thriller","USD 70,000,000"
1987607,Hard Target (1993),"Action, Thriller","USD 18,000,000"
1988448,Harriet the Spy (1996),"Comedy, Drama, Family","USD 13,000,000"
1988626,Harry and the Hendersons (1987),"Comedy, Family, Fantasy","USD 29,760,613"
1989616,Haunted Honeymoon (1986),"Comedy, Horror, Musical, Romance","USD 7,348,798"
1989826,Hav Plenty (1997),Comedy,"USD 650,000"
1990705,He Got Game (1998),"Drama, Sport","USD 25,000,000"
1991064,Head Above Water (1996),"Comedy, Thriller",
1991115,Head On (1998),"Drama, Romance","USD 378,667"
1991544,Hear My Song (1991),"Comedy, Drama, Music","USD 4,313,173"
1991646,Heart Condition (1990),"Action, Comedy, Drama, Fantasy","USD 4,134,992"
1991707,Heart and Souls (1993),"Comedy, Drama, Fantasy, Romance","USD 16,581,714"
1991951,Heartbreak Ridge (1986),"Action, Comedy, Drama, War","USD 15,000,000"
1991969,Heartburn (1986),"Comedy, Drama","USD 20,000,000"
1992100,Hearts and Minds (1974),"Documentary, War","USD 28,287"
1992217,Heat (1995),"Action, Crime, Drama, Thriller","USD 60,000,000"
1992315,Heathers (1988),"Comedy, Drama","USD 3,000,000"
1992335,Heaven & Earth (1993),"Action, Biography, Drama, History, War","USD 33,000,000"
1992344,Heaven (1998),"Crime, Thriller","USD 1,983"
1992374,Heaven Can Wait (1978),"Comedy, Fantasy, Romance, Sport","USD 4,192,799"
1992459,Heaven's Burning (1997),"Action, Crime, Drama, Romance, Thriller",
1992478,Heaven's Prisoners (1996),"Drama, Mystery, Thriller","USD 25,000,000"
1992502,Heavenly Creatures (1994),"Biography, Crime, Drama, Fantasy, Thriller","USD 5,000,000"
1992538,Heavy (1995),"Drama, Romance","USD 986,128"
1993553,Held Up (1999),Comedy,"USD 8,000,000"
1994073,Hellbound: Hellraiser II (1988),"Horror, Thriller","USD 11,867,397"
1994279,Hello Mary Lou: Prom Night II (1987),"Comedy, Horror, Thriller","USD 2,683,519"
1994414,Hellraiser (1987),Horror,"USD 1,000,000"
1994418,Hellraiser III: Hell on Earth (1992),"Action, Comedy, Drama, Horror, War","USD 12,534,961"
1994419,Hellraiser: Bloodline (1996),"Horror, Sci-Fi","USD 4,000,000"
1994580,Help! (1965),"Adventure, Comedy, Musical","USD 1,500,000"
1995071,Henry Fool (1997),"Comedy, Drama","USD 1,334,786"
1995121,Henry V (1989),"Action, Biography, Drama, History, Romance, War","USD 9,000,000"
1995178,Henry: Portrait of a Serial Killer (1986),"Biography, Crime, Drama, Horror, Thriller","USD 111,000"
1996222,Herbie Goes Bananas (1980),"Adventure, Comedy, Family, Fantasy","USD 18,000,000"
1996223,Herbie Goes to Monte Carlo (1977),"Action, Adventure, Comedy, Family, Romance","USD 28,000,000"
1996227,Herbie Rides Again (1974),"Comedy, Family, Fantasy, Romance","USD 38,229,000"
1996275,Hercules (1997),"Adventure, Animation, Family, Fantasy, Musical, Romance","USD 85,000,000"
1996544,Here on Earth (2000),"Drama, Romance","USD 15,000,000"
1998849,Hideaway (1995),"Fantasy, Horror, Thriller","USD 15,000,000"
1998864,Hideous Kinky (1998),"Drama, Romance","USD 12,000,000"
1999026,High Art (1998),"Drama, Romance","USD 1,929,168"
1999095,High Fidelity (2000),"Comedy, Drama, Music, Romance","USD 20,000,000"
1999210,High Noon (1952),"Drama, Western","USD 750,000"
1999241,High Plains Drifter (1973),Western,"USD 15,700,000"
1999308,High School High (1996),"Comedy, Crime, Romance","USD 20,951,277"
1999581,Higher Learning (1995),"Drama, Romance, Sport","USD 38,290,723"
1999623,Highlander (1986),"Action, Adventure, Fantasy","USD 16,000,000"
1999628,Highlander III: The Sorcerer (1994),"Action, Fantasy, Sci-Fi","USD 26,000,000"
1999634,Highlander: Endgame (2000),"Action, Fantasy, Sci-Fi","USD 15,000,000"
1999986,Hilary and Jackie (1998),"Biography, Drama, Music","USD 7,000,000"
2002121,Histoires extraordinaires (1968),"Horror, Mystery",
2002500,History of the World: Part I (1981),"Comedy, History, Musical","USD 11,000,000"
2003554,Hocus Pocus (1993),"Comedy, Family, Fantasy, Horror","USD 28,000,000"
2004435,Hollow Man (2000),"Action, Sci-Fi, Thriller","USD 95,000,000"
2004444,Hollow Reed (1996),Drama,"USD 62,818"
2005166,Holy Man (1998),"Comedy, Drama","USD 60,000,000"
2005202,Holy Smoke (1999),"Comedy, Drama","USD 1,758,780"
2005280,Hombre mirando al sudeste (1986),"Drama, Music","USD 725,000"
2005459,Home Alone (1990),"Comedy, Family","USD 15,000,000"
2005467,Home Alone 2: Lost in New York (1992),"Adventure, Comedy, Crime, Family","USD 18,000,000"
2005469,Home Alone 3 (1997),"Action, Comedy, Crime, Family","USD 32,000,000"
2005550,Home Fries (1998),"Comedy, Drama, Romance","USD 15,000,000"
2005831,Home for the Holidays (1995),"Comedy, Drama, Romance","USD 17,518,220"
2006016,Homegrown (1998),"Comedy, Crime, Drama, Thriller","USD 215,553"
2006320,Homeward Bound II: Lost in San Francisco (1996),"Adventure, Comedy, Family, Romance","USD 32,709,423"
2006322,Homeward Bound: The Incredible Journey (1993),"Adventure, Comedy, Drama, Family","USD 41,833,324"
2006660,Honey I Blew Up the Kid (1992),"Adventure, Comedy, Family, Sci-Fi","USD 40,000,000"
2006702,"Honey, I Shrunk the Kids (1989)","Adventure, Comedy, Family, Sci-Fi","USD 18,000,000"
2006796,Honeymoon in Vegas (1992),"Comedy, Romance, Thriller","USD 25,000,000"
2006907,Hong gao liang (1987),"Drama, War",
2007256,Hoodlum (1997),"Crime, Drama","USD 23,461,013"
2007305,Hook (1991),"Adventure, Comedy, Family, Fantasy","USD 70,000,000"
2007465,Hoop Dreams (1994),"Documentary, Drama, Sport","USD 700,000"
2007522,Hoosiers (1986),"Drama, Sport","USD 28,607,524"
2007673,Hope Floats (1998),"Drama, Romance","USD 30,000,000"
2009507,Hot Shots! Part Deux (1993),"Action, Comedy, War","USD 38,911,970"
2010080,Hotel de Love (1996),"Comedy, Drama, Romance","USD 111,106"
2010339,House (1986),"Comedy, Fantasy, Horror","USD 3,000,000"
2010351,House Arrest (1996),"Comedy, Family","USD 6,970,578"
2010417,House II: The Second Story (1987),"Comedy, Fantasy, Horror","USD 7,800,000"
2010432,House Party (1990),"Comedy, Music, Romance","USD 2,500,000"
2010439,House Party 2 (1991),"Comedy, Drama, Music, Romance","USD 5,000,000"
2010442,House Party 3 (1994),"Comedy, Music, Romance","USD 19,281,235"
2010812,House on Haunted Hill (1999),"Horror, Mystery, Thriller","USD 19,000,000"
2010861,Houseguest (1995),Comedy,"USD 10,500,000"
2011220,How Green Was My Valley (1941),"Drama, Family","USD 1,250,000"
2011538,How Stella Got Her Groove Back (1998),"Drama, Romance","USD 20,000,000"
2011835,How to Be a Player (1997),Comedy,"USD 13,960,203"
2012189,How to Make an American Quilt (1995),"Comedy, Drama, Romance","USD 23,574,130"
2012468,Howard the Duck (1986),"Action, Adventure, Comedy, Romance, Sci-Fi","USD 35,000,000"
2012474,Howards End (1992),"Drama, Romance","USD 25,966,555"
2013180,Hud (1963),Drama,"USD 2,500,000"
2013370,Hugo Pool (1997),"Comedy, Romance","USD 3,620"
2013847,Human Traffic (1999),"Comedy, Drama, Music","USD 104,257"
2014240,Hung fan kui (1995),"Action, Comedy, Crime, Thriller","USD 7,500,000"
2014741,Huozhe (1994),"Drama, War","USD 2,332,728"
2014806,Hurlyburly (1998),"Comedy, Drama","USD 1,796,328"
2014847,Hurricane (1997),"Crime, Drama, Romance","USD 500,000"
2014992,Hush (1998),"Drama, Thriller","USD 13,513,622"
2015145,Hustler White (1996),"Adult, Drama, Romance","USD 127,251"
2015664,Hype! (1996),"Documentary, History, Music","USD 268,520"
2016321,Höstsonaten (1978),"Drama, Music",
2017211,I Dreamed of Africa (2000),"Adventure, Drama, Romance","USD 34,000,000"
2017357,I Got the Hook Up (1998),Comedy,"USD 3,500,000"
2017615,I Know What You Did Last Summer (1997),"Horror, Mystery, Thriller","USD 17,000,000"
2017696,I Like It Like That (1994),"Comedy, Drama, Romance","USD 1,777,020"
2018026,I Love Trouble (1994),"Action, Comedy, Romance","USD 30,806,194"
2018109,"I Love You, Don't Touch Me! (1997)","Comedy, Romance","USD 33,598"
2018220,I Married a Strange Person! (1997),"Animation, Comedy, Drama, Fantasy, Sci-Fi","USD 250,000"
2018562,I Shot Andy Warhol (1996),"Biography, Drama","USD 1,814,290"
2018634,I Still Know What You Did Last Summer (1998),"Horror, Mystery, Thriller","USD 65,000,000"
2019104,I Went Down (1997),"Action, Comedy, Crime, Drama","USD 405,297"
2020617,I tre volti della paura (1963),Horror,
2020780,I'll Be Home for Christmas (1998),"Comedy, Family","USD 30,000,000"
2020812,I'll Do Anything (1994),"Comedy, Drama","USD 44,000,000"
2021095,I'm Not Rappaport (1996),Comedy,"USD 222,525"
2021329,I'm the One That I Want (2000),"Comedy, Documentary","USD 1,205,606"
2021560,I.Q. (1994),"Comedy, Romance","USD 25,000,000"
2023205,Idioterne (1998),"Comedy, Drama","USD 2,500,000"
2023228,Idle Hands (1999),"Comedy, Horror, Thriller","USD 20,000,000"
2023565,If Lucy Fell (1996),"Comedy, Romance","USD 5,000,000"
2024833,"Il buono, il brutto, il cattivo. (1966)","Adventure, Western","USD 1,200,000"
2025172,Il conformista (1970),Drama,"USD 750,000"
2025742,Il giardino dei Finzi Contini (1970),"Drama, History, War","USD 596,694"
2026315,Il mostro (1994),"Comedy, Crime, Mystery","USD 642,000"
2026671,Il portiere di notte (1974),Drama,
2027057,Il rosso segno della follia (1970),"Horror, Thriller",
2027469,Il testimone dello sposo (1997),"Comedy, Drama","USD 89,263"
2028072,Illtown (1996),"Crime, Drama","USD 14,478"
2028079,Illuminata (1998),Drama,"USD 836,641"
2029309,Immortal Beloved (1994),"Biography, Drama, Music, Romance","USD 9,914,409"
2029975,In & Out (1997),Comedy,"USD 35,000,000"
2030303,In Dreams (1999),"Drama, Fantasy, Thriller","USD 30,000,000"
2030427,In God's Hands (1998),"Action, Drama, Sport","USD 1,379,977"
2030641,In Love and War (1996),"Biography, Drama, Romance, War","USD 14,466,354"
2031233,In Search of the Castaways (1962),"Adventure, Family, Fantasy","USD 21,745,500"
2031463,In Too Deep (1999),"Crime, Drama, Thriller","USD 7,000,000"
2032104,In the Army Now (1994),"Comedy, War","USD 28,864,707"
2032173,In the Bleak Midwinter (1995),Comedy,"USD 346,839"
2032270,In the Company of Men (1997),"Comedy, Drama","USD 25,000"
2032743,In the Line of Fire (1993),"Action, Crime, Drama, Mystery, Thriller","USD 40,000,000"
2032839,In the Mouth of Madness (1994),Horror,"USD 8,000,000"
2032879,In the Name of the Father (1993),"Biography, Drama, Thriller","USD 13,000,000"
