movieid,Budget,Gross Revenue,Additional Data,Copyright,Currency
1788154,500000.0,,,,USD
1788165,,19910002.0,,,
1788314,,,,,
1788621,25000000.0,32368960.0,"62,930 (Netherlands) (31 December 1999)",,USD
1788624,397000.0,,,Universal Pictures Corp.; 26 April 1935; LP5500 (in copyright registry),USD
1788628,,,,"Re-Animator Productions, Inc. / PA-1-344-247",
1788636,70000.0,,,Copyright 1956 Filmakers Releasing Organization,USD
1788817,,,,,
1789015,18000000.0,10977499.0,,,USD
1789145,10000000.0,68379000.0,"79 (Netherlands) (31 December 2001) | 256,320 (Spain) (31 August 2002)",,USD
1789259,32000000.0,16640210.0,"81,749 (Germany) | 15,115 (Netherlands) (31 December 2001) | 15,015 (Netherlands) (31 December 2000)","Paramount Pictures Corporation and Touchstone Pictures, 1999 (on print)",USD
1789269,1073000.0,10863.0,,"Copyright MCMXXXVIII . . .RKO Radio Pictures, Inc. (on print); RKO Radio Pictures, Inc.; 18 February 1938; LP7859 (in copyright registry)",USD
1789511,,,,"Copyright MCMXL by Warner Bros. Pictures, Inc. (on print); Warner Bros. Pictures Inc.; 1 January 1940; LP9355 (in copyright registry)",
1789692,20000000.0,51249404.0,"49,268 (Sweden)",,USD
1789910,25000000.0,10114315.0,,,USD
1790007,50000000.0,70450000.0,"410,541 (France) (26 March 1996) | 122,982 (Netherlands) (1 January 1997) | 63,485 (Portugal) (23 May 1996)",Copyright © 1996 by Twentieth Century Fox Film Corporation all rights reserved (on print),USD
1790082,,476070.0,,,
1790311,600000.0,13493.0,,,USD
1790523,,3708710.0,"46,762 (West Germany) (1980)",© 1980 Warner Bros. Inc.,
1790530,,50970.0,"277,211 (Spain) (31 August 2002)",Public domain,
1790753,,,,© by Visual Programme Systems Ltd MCMXXIV (on print),
1790780,,42952.0,,Jack Baxter,
1790984,950000.0,,,,GBP
1791085,,3077.0,"3,289 (Netherlands) (31 December 1999)","Brown's Requiem, LLC, 275 S. Beverly Drive, Suite 202, 90212 Beverly Hills, CA, U.S.A., Phone: 310-550-8858",
1792218,800000.0,,,"Universal Pictures Co., Inc.; 8 September 1949 (in notice 1948); LP2719",USD
1792281,2100000.0,725667.0,"1,901 (Germany) (19 April 1998) (opening week) | 117,272 (Norway) (28 August 1997)",,USD
1792349,,10005081.0,,"Jim Henson Pictures, 1997 (on print)",
1792363,,10281.0,,,
1792523,,6997620.0,"1,195,348 (Germany) (31 December 2003) | 308,981 (Germany) (18 July 1999) | 247,952 (Germany) (11 July 1999) | 179,988 (Germany) (4 July 1999) | 113,247 (Germany) (27 June 1999) | 1,144,000 (Germany) | 38,114 (Netherlands) (31 December 2000) | 19,592 (Netherlands) (31 December 1999) | 39,563 (Netherlands)","Road Movies/Summit Entertainment, 118-120, Wardour Street, London W1V 3LA, United Kingdom, Phone: +44-171-4941724, Fax: +44-171-4941725",
1792625,1500000.0,2365931.0,"507,463 (USA) (31 December 1998) | 76,176 (UK) (31 December 1998) | 175,974 (France) (31 December 2001) | 55,584 (Germany) (31 December 1999) | 27,945 (Spain) (31 December 2001)","Cinepix Film Properties, 1997 (on print)",USD
1792713,7000000.0,16624456.0,,"Twientieth Century Fox Film Corporation, 1992",USD
1793297,7000000.0,50888729.0,,Orion Pictures Corporation,USD
1793433,25000000.0,21162420.0,,,USD
1793451,20000000.0,13383737.0,"894,134 (France) (28 February 1995) | 1,012,012 (France)",,USD
1793604,30000000.0,26525834.0,"3,323 (Netherlands) (31 December 1999)",,USD
1794215,,108103.0,,,
1794255,,16337355.0,,,
1794772,,,,United Artists Corporation,
1795157,,7919823.0,"9,128 (Portugal) (12 September 1996) | 4,859 (Portugal) (5 September 1996)",,
1795427,,6622753.0,,,
1795631,1200000.0,2199853.0,,Cheerleader LLC,USD
1795698,6000000.0,96700000.0,,Copyright 1969 Campanile Productions Inc. and Twentieth Century Fox Film Corporation. Renewed 1997 Campanile Productions Inc. and Twentieth Century Fox Film Corporation.,USD
1795997,,,"3,417 (Netherlands) (31 December 1997) | 3,036 (Netherlands) (1 January 1997)",,
1796704,,12100000.0,,,
1796731,,,"1,339 (Netherlands) (31 December 1997) | 1,309 (Netherlands) (1 January 1997)",,
1797365,5000000.0,5321508.0,"14,911,000 (France)",Copyright 1968 by Paramount Pictures Corporation (on print); Rafran Cinematografica; 20 December 1968; LF34 (in copyright registry),USD
1797386,1000000.0,205569.0,,,BEF
1798275,6000000.0,42765000.0,"143,152 (Hungary) (1980) | 632,000 (Sweden)",Copyright © MCMLXXII by ABC Pictures Corp. and Allied Artists Pictures Corporation. All Rights Reserved. (on print),USD
1798372,,3662459.0,,©MCMXCIII Touchstone Pictures All Rights Reserved (on print),
1798632,6000000.0,3142689.0,,Orion Pictures Company,USD
1799339,13000000.0,2501113.0,,,USD
1801311,10000000.0,25339117.0,,© 1998 Global Entertainment Productions GmbH & Co. Film KG,USD
1801574,11000000.0,178104.0,,,USD
1801936,,,,ORIGINAL MUSIC © COPYRIGHT MCMLXXVII WALT DISNEY MUSIC COMPANY,
1802055,8000000.0,25792310.0,,,USD
1802058,,13940383.0,,,
1802676,,,,,
1802677,35000000.0,79100000.0,"1,182,562 (Germany)","Copyright © 1991 Universal City Studios, Inc. and Amblin Entertainment, Inc.",USD
1803115,,,,"COPYRIGHT MCML WARNER BROS. PICTURES, INC. ALL RIGHTS RESERVED.",
1803357,,75688.0,,,
1803905,,2506039.0,"37,471 (Netherlands) (31 December 1998) | 35,388 (Netherlands) (1 January 1998)",© CHANNEL FOUR TELEVISION CORPORATION/THIN MAN FILMS LIMITED/MATRIX FILM PARTNERSHIP MCMXCVII,
1804232,30000000.0,36948322.0,"169,279 (Germany) | 65,856 (Sweden)",,USD
1804630,,28623900.0,,"Copyright © 1971 by AVCO Embassy Pictures Corp. and Icarus Productions, Inc. - All Rights Reserved",
1804779,,1535558.0,"442,407 (France) | 18,007 (Germany) (10 May 1998) (opening week) | 9,397 (Netherlands) (31 December 1999) | 9,181 (Netherlands) (31 December 1998) | 1,433,308 (Spain) (5 July 2005)",,
1804898,30000.0,,,Public Domain (at least in the USA),USD
1804923,1000000.0,1152375.0,,,USD
1804947,,472598.0,,,
1805163,17000000.0,3308758.0,45 (Netherlands) (31 December 1998),"Copyright ©1996 Monarchy Enterprises B.V. and Regency Entertainment (USA), Inc. All Rights Reserved. (on print)",USD
1805225,1800000.0,33800000.0,"1,540,760 (Argentina) | 1,460,913 (Spain)",COPYRIGHT ©MCMLXXVI UNITED ARTISTS CORPORATION ALL RIGHTS RESERVED,USD
1805246,,290978.0,,,
1805273,,3242342.0,"380,687 (France) (4 July 1995)",copyright 1995 Dora Productions Ltd.,
1805799,950000.0,1661267.0,"1,240,658 (Argentina) | 1,023,029 (Spain)",Turner Entertainment Co.(renewal),USD
1806151,52000000.0,42438300.0,"1,364,638 (France) (16 April 1996) | 530,204 (Germany) (20 January 1997) | 528,921 (Germany) (31 December 1996) | 126,540 (Netherlands) (31 December 1997) | 126,427 (Netherlands) (1 January 1997) | 181,323 (Portugal) (18 April 1996)","© 1995 Universal City Studios, Inc. and Syalis Droits Audiovisuels",USD
1806217,50000000.0,100328194.0,"450,000 (Austria) | 86,067 (Belgium) | 1,777,946 (France) (28 November 1995) | 193,000 (Israel)","Copyright © 1995 Universal City Studios, Inc. and Amblin Entertainment, Inc. All rights reserved. [on Screen]",USD
1806794,,20666667.0,,Copyright © MCMLXV by The Harold Hecht Corporation All Rights Reserved (on print),
1806845,18000000.0,5694940.0,"241,620 (Sweden)",RKO Pictures & Universal Pictures,USD
1806896,3000000.0,17570324.0,,"Copyright 1958 Loew's Inc. and Avon Productions, Inc. (on print); Loew's Inc. & Avon Productions, Inc.; 12 August 1958; LP11871 (in copyright registry)",USD
1806914,7000000.0,13086000.0,"45,536 (Germany)",Famous Films Productions N.V.,USD
1807303,,1315573.0,,,
1807444,32000000.0,3562749.0,,Turner Pictures Worldwide,USD
1807562,,204189.0,,"Into It Productions, Inc., 1996",
1807604,,6724217.0,,,
1807863,1180280.0,8000000.0,,Fox Film Corporation; 4 January 1933; LP3666 (in copyright registry),USD
1808298,10000000.0,1276984.0,"49,828 (France) (15 August 2000) | 35,390 (France) (8 August 2000) | 45,576 (Spain) (10 August 2002) | 44,397 (Spain) (25 June 2001)",© 2000 Arctic Productions LLC,USD
1808524,12000000.0,5032496.0,"135,255 (Germany) (18 April 1999) | 67,049 (Germany) (11 April 1999) | 13,078 (Netherlands) (31 December 2000) | 9,232 (Netherlands) (31 December 1999) | 661,749 (Spain) (15 April 2003)","1998 Magnolia Productions, Inc. and Sweetland Films B.V. (on print)",USD
1808813,,9219179.0,,"Hollywood Pictures Co., 1996",
1809047,18000000.0,17174870.0,"23,597 (Spain) (10 August 2002) | 23,231 (Spain) (25 June 2001)",,USD
1809149,2900000.0,5595428.0,"1,119,681 (Brazil) (23 July 1998) | 1,109,976 (Brazil) (16 July 1998) | 1,100,805 (Brazil) (9 July 1998) | 573,452 (France) (1999) | 55,419 (Netherlands) (31 December 2000) | 53,419 (Netherlands) (31 December 1999)",,USD
1809431,6340000.0,,,,DEM
1809724,,63651.0,,,
1809864,300000.0,1652472.0,"435,196 (France) (28 May 1996) | 39,605 (Netherlands) (31 December 1997) | 30,077 (Netherlands) (1 January 1997)",© vertigo productions - france 2 cinéma - 1996,USD
1809984,50000000.0,20550712.0,"402,918 (France) (31 December 1996) | 278,243 (Germany) (1 December 1996) | 69,876 (Netherlands) (31 December 1997) | 68,481 (Netherlands) (1 January 1997) | 56,791 (Portugal) (19 December 1996) | 48,715 (Portugal) (12 December 1996) | 30,467 (Portugal) (5 December 1996) | 540,725 (Spain)",,USD
1809998,20000000.0,,,"© 2000 Shiny Productions, Inc. All rights reserved. (on print)",USD
1810092,10000000.0,306715.0,,,USD
1811382,,9337853.0,,,
1811626,4000000.0,59420.0,"410,075 (Spain)","MCMLXIII by Universal Pictures Company, Inc. and Stanley Donen Films, Inc. All Rights Reserved",USD
1811722,5500000.0,55593332.0,,"Enigma Productions, Limited",USD
1812202,,,,©1967 Walt Disney Productions,
1812255,,,,"© 1972 Hanna-Barbera Productions, Inc. Sagittarius Productions, Inc.",
1812450,,1596700.0,,,
1812490,250000.0,12006514.0,"2,564,423 (USA) | 151,185 (UK) | 64,063 (Germany) | 6,822 (Netherlands) (31 December 1999) | 6,689 (Netherlands) (31 December 1998) | 234,642 (Spain) (31 August 2002) | 234,484 (Spain)","© 1996 Too Askew Productions, Inc. and Miramax, Inc.",USD
1813663,5000000.0,8153677.0,,,USD
1815267,42000000.0,106793915.0,"1,977,920 (Germany) (31 December 2000) | 158,163 (Netherlands) (31 December 2001) | 153,153 (Netherlands) (31 December 2000) | 1,375,872 (Spain) (10 August 2002) | 1,347,113 (Spain) (25 June 2001)","©2000 DreamWorks LLC, Aardman Chicken Run Limited and Pathé Image",USD
1815901,9000000.0,32842703.0,,"United Artists Pictures, Inc. (1988)",USD
1815914,13000000.0,28501605.0,,Universal City Studios,USD
1815915,13000000.0,9673095.0,,,USD
1816153,,31853080.0,,,
1816171,800000.0,14568989.0,,,USD
1816175,900000.0,4983565.0,,,USD
1816176,,,,"© 1994 Park Avenue Entertainment, L.P.",
1816182,,,,copyright MCMLXIII Metro-Goldwyn-Mayer British Studios Ltd.,
1816238,,830608.0,,"Australian Film Finance Corporation Limited, Rev Kids Pty Limited and New South Wales Film and Television Office, 1996 (on print)",
1816379,70000000.0,11227940.0,"4,867 (Netherlands) (31 December 2001)","© 1999 Morgan Creek Productions, Inc. (on print)",USD
1816691,6000000.0,30000000.0,,Copyright ©1974 by Long Road Productions. (on print); Long Road Productions; 20 June 1974; LP43628 (in copyright registry),USD
1816742,,2195190.0,"13,832 (Germany) (5 July 1998) (opening week) | 7,235 (Netherlands) (31 December 1999) | 7,138 (Netherlands) (31 December 1998)",,
1817898,800000.0,,,,USD
1818342,9700000.0,21200000.0,,Copyright c 1983 Columbia Pictures Industries Inc.,USD
1818562,27000000.0,71320000.0,"76,988 (Sweden)",This Motion Picture © 1989 Warner Bros. Inc.,USD
1819155,250000.0,1050600.0,,"Miguel Arteta/Matthew Greenfield & Blow Up Pictures, LLC., 2000 (on print)",USD
1819411,,600200.0,,© 1994 Jet Tone Production Ltd.,
1819870,,,,"©1962 TOHO CO.,LTD. All Right Reserved",
1820147,,,,,
1820288,1433000.0,,,"RKO Radio Pictures, Inc.; 31 December 1930; LP1930 (in copyright registry)",USD
1820400,2900000.0,34101149.0,,Walt Disney Productions; 4 November 1949; LP2819 (in copyright registry),USD
1821008,,23397365.0,"390,800 (Argentina) | 9,508 (Netherlands) (31 December 1997) | 9,384 (Netherlands) (1 January 1997)",,
1821229,,8406.0,,,
1821599,686033.0,1140769.0,"634,665 (Spain)","© RKO Radio Pictures, Inc.; 1 May 1941; LP10457 (in copyright registry)",USD
1821619,3000000.0,153155.0,,,USD
1821739,40000000.0,20200000.0,"22,658 (Netherlands) (31 December 1997) | 22,642 (Netherlands) (1 January 1997)",,USD
1821769,1500000.0,19181.0,,© Charles Chaplin; 1 February 1931; LP2034 (in copyright registry),USD
1821807,,43522360.0,,,
1821852,55000000.0,78745923.0,"690,573 (Brazil) (9 July 1998) | 2,235,774 (Germany) (13 September 1998) | 2,099,263 (Germany) (6 September 1998) | 1,689,070 (Germany) (23 August 1998) | 1,406,060 (Germany) (16 August 1998) | 1,165,857 (Germany) (9 August 1998) | 356,218 (Germany) (26 July 1998) | 217,071 (Netherlands) (31 December 1999) | 216,837 (Netherlands) (31 December 1998) | 290,000 (Portugal)",,USD
1821917,8000000.0,1495332.0,"11,053 (Germany) (1 June 1998) (opening week) | 3,019 (Netherlands) (1 January 1998)","Largo Entertainment, Inc.",USD
1822415,,5194491.0,,,
1822607,,21667789.0,,,
1822639,,10054150.0,,,
1822675,2000000.0,,,"© MCMLXXXVI T.N.T. Co./Troma, Inc.",USD
1823008,8000000.0,1789892.0,,,USD
1823101,,7503192.0,,,
1823223,45000000.0,122012710.0,"934,080 (France) (29 November 1994) | 245,538 (Sweden)",Paramount Pictures Corporation,USD
1823361,230000.0,3151130.0,"214,319 (Spain)","© 1994 View Askew Productions, Inc. (on print)",USD
1823486,65000000.0,84049211.0,"392,670 (Sweden)",Cliffhanger B.V.,USD
1823740,25000000.0,13040603.0,"23,832 (Netherlands) (31 December 1997) | 23,776 (Netherlands) (1 January 1997)","© 1995, Universal City Studios, Inc.",USD
1823753,,444354.0,,"Goldcrest Films International, 1997 (on print)",
1823865,19400870.0,15693175.0,"3,094,000 (France) | 448,118 (Sweden)","Copyright ©1977. 1980 Columbia Pictures Industries, Inc. All Rights Reserved",USD
1824605,1000000.0,12598.0,,,USD
1824615,15000000.0,14643997.0,,Copyright © MCMLXXXV by Paramount Pictures Corporation. All Rights Reserved. (on print),USD
1824623,12000000.0,49403013.0,"85,953 (Netherlands) (1 January 1997) | 86,080 (Netherlands) | 29,135 (Portugal) (4 April 1996) | 76,605 (Spain)",,USD
1824685,,,,,
1824923,,1007583.0,,,
1825343,,76100000.0,"121,669 (Sweden)",copyright 1985 Twentieth Century-Fox Film Corporation,
1825348,,18924919.0,,,
1826286,,,,PolyGram Filmed Entertainment,
1826962,50000.0,,,,USD
1827008,40000000.0,19726050.0,"64,505 (Sweden)",,USD
1827432,,1272484.0,"67,844 (Sweden)",© MCMLXXVIII by Metro-Goldwyn-Mayer Inc.,
1827800,,847306.0,,,
1828055,,479828.0,"2,739,243 (Germany) (5 July 1998) | 2,728,257 (Germany) (28 June 1998) | 2,707,236 (Germany) (21 June 1998) | 2,672,176 (Germany) (14 June 1998) (re-release) | 2,550,666 (Germany) (10 May 1998) | 2,545,009 (Germany) (3 May 1998) | 2,537,867 (Germany) (26 April 1998) | 2,530,550 (Germany) (19 April 1998) | 2,520,235 (Germany) (13 April 1998) | 2,503,546 (Germany) (5 April 1998) | 2,489,674 (Germany) (29 March 1998) | 2,470,354 (Germany) (22 March 1998) | 2,392,155 (Germany) (8 March 1998) | 2,329,048 (Germany) (1 March 1998) | 2,239,918 (Germany) (23 February 1998) | 2,152,138 (Germany) (16 February 1998) | 2,046,323 (Germany) (9 February 1998) | 1,902,190 (Germany) (2 February 1998) | 1,701,507 (Germany) (26 January 1998) | 1,434,636 (Germany) (19 January 1998) | 1,122,353 (Germany) (12 January 1998) | 776,030 (Germany) (5 January 1998) | 331,082 (Germany) (29 December 1997) (opening week) | 2,827,000 (Germany) | 20,971 (Netherlands) (31 December 1999) | 9,961 (Netherlands) (31 December 1998)",,
1828447,3000000.0,,"253,826 (Hungary)",Copyright © United Artists Corporation MCMLXXVIII (on print); United Artists Corporation; 24 April 1978; PA3275 (in copyright registry),USD
1828716,5000000.0,488419.0,,"Universal City Studios, Inc., 1996",USD
1829152,340000.0,,,Harristown Funding Ltd.,USD
1829153,,1919653.0,,"Pheasantry Films, Inc. MCMLXXXVIII",
1829283,,21665500.0,"1,136,915 (Spain)",,
1829882,75000000.0,101087161.0,"994,244 (France) (30 September 1997) | 705,405 (France) (2 September 1997) | 445,465 (France) (opening week) | 2,524,901 (Germany) (11 August 1997) | 2,490,445 (Germany) (4 August 1997) | 2,421,262 (Germany) (28 July 1997) | 2,323,311 (Germany) (21 July 1997) | 2,159,780 (Germany) (14 July 1997) | 1,990,862 (Germany) (7 July 1997) | 1,692,859 (Germany) (30 June 1997) | 1,195,430 (Germany) (23 June 1997) | 563,562 (Germany) (opening week) | 397,700 (Netherlands) (1 January 1998) | 181,404 (Portugal) (21 August 1997) | 175,997 (Portugal) (14 August 1997) | 170,590 (Portugal) (7 August 1997) | 158,833 (Portugal) (31 July 1997) | 148,415 (Portugal) (24 July 1997) | 131,442 (Portugal) (17 July 1997) | 106,862 (Portugal) (10 July 1997) | 68,394 (Portugal) (3 July 1997) (opening week)","Touchstone Pictures and Jerry Bruckheimer, Inc.",USD
1830096,20000000.0,38511612.0,"1,778,722 (France) | 1,460,563 (Spain) | 133,177 (Sweden) | 2,496,673 (West Germany)",© 1981 Dino De Laurentiis Corporation,USD
1830509,,5373.0,,,
1830564,,21274717.0,,,
1831084,50000000.0,75791168.0,"518,564 (France) (5 September 1995)",,USD
1831363,1700000.0,9000000.0,,Copyright © MCMLXXII by APJAC Productions Inc and Twentieth Century-Fox Film Corp,USD
1831593,75000000.0,76081498.0,"1,143,805 (France) (30 September 1997) | 732,249 (France) (2 September 1997) | 98,252 (France) (26 August 1997) (opening week) | 17,848 (France) (20 August 1997) (opening day) | 456,461 (France) (opening week) | 261,540 (France) | 1,198,841 (France) | 593,567 (Germany) (15 December 1997) | 574,779 (Germany) (1 December 1997) | 527,139 (Germany) (24 November 1997) | 417,393 (Germany) (17 November 1997) | 222,725 (Germany) (10 November 1997) (opening week) | 190,650 (Netherlands) (1 January 1998) | 223,854 (Portugal) (30 October 1997) | 218,161 (Portugal) (23 October 1997) | 213,361 (Portugal) (16 October 1997) | 199,579 (Portugal) (9 October 1997) | 175,377 (Portugal) (2 October 1997) | 150,620 (Portugal) (25 September 1997) | 112,563 (Portugal) (18 September 1997) | 63,270 (Portugal) (11 September 1997) (opening week)",,USD
1831790,90000000.0,100853835.0,"910,337 (France) (28 October 1997) | 611,739 (France) (30 September 1997) | 99,938 (France) (23 September 1997) (opening week) | 16,053 (France) (17 September 1997) (opening day) | 944,970 (France) | 369,566 (France) (opening week) | 219,760 (France) | 1,206,108 (Germany) (10 November 1997) | 1,109,147 (Germany) (3 November 1997) | 940,653 (Germany) (27 October 1997) | 706,421 (Germany) (20 October 1997) | 334,978 (Germany) (13 October 1997) (opening week) | 162,303 (Netherlands) (31 December 1998) | 159,156 (Netherlands) (1 January 1998) | 145,226 (Portugal) (30 October 1997) | 78,976 (Portugal) (23 October 1997) (opening week) | 1,110,352 (Spain) (30 November 2003)",Warner Bros.,USD
1831904,,2082061.0,"13,020 (Netherlands) (31 December 1999) | 9,703 (Netherlands) (31 December 1998)",,
1832668,,,,© MCMLXVIII by Universal Pictures All Rights Reserved (on print),
1832720,8500000.0,10919177.0,"27,968 (Netherlands) (31 December 2000) | 26,148 (Netherlands) (31 December 1999)","Kudzu Productions, 1998 (on print)",USD
1832832,,,,©1967 Jalem Productions Inc. and Warner Bros.-Seven Arts Inc.,
1832852,15000000.0,68856263.0,"61,907 (Sweden)",©MCMXCIII The Walt Disney Company All Rights Reserved (on print),USD
1832872,6000000.0,1193062.0,,,USD
1832956,10000000.0,44886089.0,"443,420 (Germany) (23 February 1998) | 388,788 (Germany) (16 February 1998) | 302,011 (Germany) (9 February 1998) | 153,389 (Germany) (2 February 1998) (opening week) | 81,187 (Netherlands) (31 December 1998) | 79,010 (Netherlands) (1 January 1998)",Miramax Film Corp.,USD
1833143,,11384038.0,,,
1833175,20000000.0,32051917.0,"660,700 (France) (28 May 1996) | 104,874 (Netherlands) (1 January 1997) | 41,463 (Portugal) (16 May 1996)",,USD
1833995,,20160000.0,"182,162 (France) (29 November 1994)",,
1834154,,369018.0,,,
1834632,3500000.0,299351.0,"4,709 (Spain) (10 August 2002) | 4,282 (Spain) (25 June 2001)",© 1999 COTTON PRODUCTIONS LIMITED,USD
1835117,,8390574.0,,"© Copyright 1984 Buena Vista Distribution Co., Inc.",
1835175,,350354.0,,,
1835296,,,"2,199,309 (France)",,
1835442,46000000.0,58918501.0,"29,065 (Netherlands) (1 January 1998) | 71,943 (Portugal) (6 February 1997) | 65,845 (Portugal) (30 January 1997) | 48,642 (Portugal) (23 January 1997) | 27,849 (Portugal) (16 January 1997) | 724,164 (Spain)",,USD
1835618,,1161063.0,,"Twentieth Century Fox Film Corporation, 1997 (on print)",
1836147,45000000.0,60786269.0,"329,683 (Netherlands) (31 December 2001) | 310,605 (Netherlands) (31 December 2000) | 1,322,130 (Spain) (10 August 2002) | 1,300,823 (Spain) (25 June 2001)","2000 Touchstone Pictures and Jerry Bruckheimer, Inc.",USD
1836375,32000000.0,2899970.0,"8,976 (Argentina) (4 February 2003) | 97,876 (Spain)",,USD
1836516,9000000.0,3168660.0,"541,663 (France) (3 September 1996) | 402,103 (France) (6 August 1996) | 16,548 (Netherlands) (31 December 1998) | 16,537 (Netherlands) (1 January 1998) | 78,535 (Portugal) (19 December 1996) | 75,794 (Portugal) (12 December 1996) | 72,621 (Portugal) (5 December 1996) | 67,629 (Portugal) (28 November 1996) | 61,232 (Portugal) (21 November 1996) | 53,333 (Portugal) (14 November 1996) | 44,531 (Portugal) (7 November 1996) | 32,353 (Portugal) (31 October 1996) | 19,569 (Portugal) (24 October 1996) | 10,359 (Portugal) (10 October 1996) | 204,526 (Spain)","Alliance Communications Corporation, In Trust",USD
1836984,15000000.0,1954202.0,,copyright 1999 Global Entertainment Productions GmbH & Co. Medien KG,USD
1837323,,,,Channel 4,
1837340,,1300000.0,,"Universal Pictures Company, Inc.",
1837467,8000000.0,19733000.0,,"© 1982, Laurel Show, Inc. (on print)",USD
1837469,3500000.0,14000000.0,,,USD
1837764,,26394.0,"2,322 (Spain) (10 August 2002)",,
1837962,19000000.0,18254702.0,"36,045 (Sweden)",© 1989 Orion Pictures Corporation (on print); Orion Pictures Corporation; 2 January 1990; PA447419 (in copyright registry),USD
1837991,,19313253.0,,"copyright 1986 De Laurentiis Entertainment Group, Inc.",
1838160,53000000.0,91400000.0,"583,144 (France) (3 October 1995)","Don Simpson Productions, Inc.",USD
1838360,12000000.0,141853.0,,"LIVE Film and Mediaworks, Inc., 1997",USD
1838411,,348660.0,"344,000 (Germany) | 18,222 (Netherlands) (31 December 1999)",,
1838481,8800000.0,174803506.0,"1,750,000 (Sweden) (24 December 1987) | 5,758,937 (West Germany)","© Rimfire Films Limited, 1986",AUD
1838568,2000000.0,621392.0,,Copyright(C) 1992 Producciones Iguana S.A. DE C.N.,USD
1838619,14000000.0,13640000.0,,,USD
1838773,6000000.0,,,,USD
1838850,250000.0,1300000.0,,"RKO Radio Pictures, Inc. (original), U.S. Copyright LP1194, 22 July 1947",USD
1839137,,6198916.0,,,
1839311,11000000.0,38201895.0,"112,901 (Netherlands) (31 December 1999) | 567,435 (Spain)",Original Films,USD
1839442,,3174695.0,,,
1839754,,676525.0,,,
1840524,365000.0,489220.0,"839,640 (France) (29 June 1999) | 765,499 (France) (22 June 1999) | 735,169 (France) (15 June 1999) | 684,973 (France) (8 June 1999) | 622,621 (France) (1 June 1999) | 566,925 (France) (25 May 1999) | 456,931 (France) (18 May 1999) | 298,242 (France) (11 May 1999) | 147,198 (France) (4 May 1999) | 738 (Netherlands) (31 December 1998) | 57,888 (Spain) (15 August 2003)",(1997) The Feature Film Project,CAD
1840882,5000000.0,21200000.0,,"Sunn Classic Pictures, Inc.",USD
1841896,2309723.0,,,Miramax Film Corp.,USD
1842301,,,,,
1842580,3000000.0,,,© UNITED ARTISTS CORPORATION MXMLXXI (on print),USD
1842584,98000000.0,10017322.0,"152,750 (France) (25 February 1996) | 57,303 (Netherlands) (1 January 1997) | 76,940 (Portugal) (29 February 1996)",Cutthroat Productions L.P.,USD
1843039,,5820020.0,"4,665,545 (France) | 1,182,580 (Germany) (1991) | 120,363 (Sweden)",,
1843756,,45607617.0,,,
1843757,,22936273.0,,,
1844312,,2603061.0,"380,000 (Argentina) | 108,066 (Spain) (20 December 2002)",Century Communications Ltd.,
1844997,,26933.0,,,
1846390,,3880880.0,"74,291 (Sweden)",©1978 Twentieth Century-Fox Film Corporation,
1846990,,15814088.0,,,
1847035,,240514.0,,,
1847048,12800000.0,4184036.0,"185,539 (Denmark) (23 November 2000) | 176,752 (Denmark) (16 November 2000) | 172,242 (Denmark) (9 November 2000) | 165,539 (Denmark) (2 November 2000) | 159,083 (Denmark) (26 October 2000) | 151,904 (Denmark) (19 October 2000) | 137,640 (Denmark) (12 October 2000) | 119,462 (Denmark) (5 October 2000) | 100,288 (Denmark) (28 September 2000) | 78,630 (Denmark) (21 September 2000) | 50,423 (Denmark) (14 September 2000) | 18,821 (Denmark) (7 September 2000) | 31,370 (Finland) (16 November 2000) | 29,448 (Finland) (9 November 2000) | 27,464 (Finland) (2 November 2000) | 25,235 (Finland) (26 October 2000) | 22,815 (Finland) (19 October 2000) | 19,706 (Finland) (12 October 2000) | 16,921 (Finland) (5 October 2000) | 13,811 (Finland) (28 September 2000) | 10,146 (Finland) (21 September 2000) | 5,364 (Finland) (14 September 2000) | 1,103,282 (France) (19 December 2000) | 1,095,023 (France) (12 December 2000) | 1,079,124 (France) (5 December 2000) | 1,050,814 (France) (28 November 2000) | 1,007,540 (France) (21 November 2000) | 941,486 (France) (14 November 2000) | 828,790 (France) (7 November 2000) | 626,731 (France) (31 October 2000) | 351,171 (France) (24 October 2000) | 9,006 (Iceland) (19 November 2000) | 8,744 (Iceland) (12 November 2000) | 8,189 (Iceland) (29 October 2000) | 7,577 (Iceland) (22 October 2000) | 7,095 (Iceland) (15 October 2000) | 6,076 (Iceland) (8 October 2000) | 4,638 (Iceland) (1 October 2000) | 3,103 (Iceland) (24 September 2000) | 117,491 (Netherlands) (31 December 2001) | 78,544 (Netherlands) (31 December 2000) | 56,729 (Norway) (26 October 2000) | 53,407 (Norway) (19 October 2000) | 49,037 (Norway) (12 October 2000) | 43,727 (Norway) (5 October 2000) | 36,802 (Norway) (28 September 2000) | 28,204 (Norway) (21 September 2000) | 16,150 (Norway) (14 September 2000) | 427,065 (Spain) (10 August 2002) | 411,027 (Spain) (25 June 2001) | 81,128 (Turkey)","© 2000 Zentropa Entertainments4 Aps, France 3 Cinéma, Arte France Cinéma, Trust Film Svenska, Liberator Productions & Pain Unlimited",USD
1847051,,565592.0,,,
1847080,19000000.0,184208848.0,"2,740,650 (Argentina) | 7,276,917 (France) | 11,647 (France) (opening day) | 1,513,722 (France) | 6,649,000 (Germany) | 1,322,186 (Sweden)","Copyright © 1990 TIG Productions, Inc. (on print)",USD
