movieid,title,year,genres,Currency,Budget,Gross_Revenue,Additional_Data,Copyright
1927338,F/X (1986),1986,"Action, Crime, Thriller",USD,"10,000,000.00","20,550,603.00","82,146 (Sweden)","""F/X"" Copyright © Orion Pictures Corp. MCMLXXXVI (on print)"
2253567,Peggy Sue Got Married (1986),1986,"Comedy, Drama, Fantasy, Music, Romance",USD,"18,000,000.00","41,382,841.00",,"Tri-Star Pictures, Inc."
2134924,Long xiong hu di (1986),1986,"Action, Adventure, Comedy",USD,"15,000,000.00","35,469,408.00",,
2163340,Maximum Overdrive (1986),1986,"Action, Horror, Sci-Fi",USD,"10,000,000.00","7,188,513.00",,"© 1986 Dino De Laurentiis Productions, Inc."
2371052,Stand by Me (1986),1986,"Adventure, Drama",USD,"8,000,000.00","51,914,208.00","1,385,856 (Germany) | 52,766 (Sweden)","1986 Columbia Pictures Industries, Inc."
2433613,The Fly (1986),1986,"Horror, Sci-Fi",USD,"15,000,000.00","40,456,565.00","97,652 (Sweden)",© 1986 Twentieth Century Fox Film Corporation
2509455,Top Gun (1986),1986,"Action, Drama, Romance",USD,"15,000,000.00","179,767,866.00","799,441 (Sweden)",Paramount Pictures Corporation
1935417,Ferris Bueller's Day Off (1986),1986,"Comedy, Drama",USD,"6,000,000.00","69,941,544.00","1,029,690 (Germany) (31 December 1987)",© 1986 by Paramount Pictures Corporation
2459538,The Money Pit (1986),1986,"Comedy, Music",USD,"10,000,000.00","30,940,022.00",,"U-Drive, Inc."
2211282,Nine 1/2 Weeks (1986),1986,"Drama, Romance",USD,"17,000,000.00","5,317,870.00","1,579,860 (Germany) | 118,795 (Sweden)",1986 Producers Sales Organization
2202537,Native Son (1986),1986,Drama,USD,"2,000,000.00","1,293,918.00",,
2459965,The Mosquito Coast (1986),1986,"Adventure, Drama, Thriller",USD,"25,000,000.00","14,302,779.00","457,000 (France) | 89,790 (Sweden) | 109,673 (West Germany) (1986)",© 1986 THE SAUL ZAENTZ COMPANY (on print)
2048384,Jason Lives: Friday the 13th Part VI (1986),1986,"Horror, Thriller",USD,"3,000,000.00","18,964,359.00",,"Copyright © MCMLXXXVI by Terror, Inc. All Rights Reserved."
2419964,The Clan of the Cave Bear (1986),1986,"Adventure, Drama, Fantasy, Sci-Fi",USD,"15,000,000.00","1,951,794.00","191,312 (Sweden)",©1985 Warner Bros. Inc. and Jonesfilm. All Rights Reserved. (on print)
2459227,The Mission (1986),1986,"Adventure, Drama, History",USD,"24,500,000.00","17,134,545.00","87,391 (Sweden)",© 1986 Kingsmere Productions Limited
2267780,Poltergeist II: The Other Side (1986),1986,Horror,USD,"19,000,000.00","40,996,665.00","77,905 (Sweden)",© 1986 Metro-Goldwyn-Mayer Studios Inc. All rights reserved.
2012468,Howard the Duck (1986),1986,"Action, Adventure, Comedy, Romance, Sci-Fi",USD,"35,000,000.00","14,964,638.00",,"Universal City Studios, Inc."
2010339,House (1986),1986,"Comedy, Fantasy, Horror",USD,"3,000,000.00","18,503,001.00",,
1999623,Highlander (1986),1986,"Action, Adventure, Fantasy",USD,"16,000,000.00","5,735,847.00","4,141,203 (France)",Highlander Productions Ltd.
1995178,Henry: Portrait of a Serial Killer (1986),1986,"Biography, Crime, Drama, Horror, Thriller",USD,"111,000.00","609,939.00","93,678 (Spain)",(1986) Maljack Productions
2437452,The Golden Child (1986),1986,"Action, Adventure, Comedy, Fantasy, Mystery",USD,"25,000,000.00","79,817,937.00","257,807 (Sweden)",Paramount Pictures Corporation
2072519,King Kong Lives (1986),1986,"Action, Adventure, Horror, Sci-Fi",USD,"10,000,000.00","4,637,958.00",,
1991951,Heartbreak Ridge (1986),1986,"Action, Comedy, Drama, War",USD,"15,000,000.00","42,724,017.00","212,128 (Sweden)",© 1986 Warner Bros. Inc
2103144,Labyrinth (1986),1986,"Adventure, Family, Fantasy, Musical",USD,"25,000,000.00","12,729,917.00","854,634 (Spain)",© 1986 Labyrinth Enterprises
2263670,Platoon (1986),1986,"Action, Drama, War",USD,"6,000,000.00","137,963,328.00","2,451,303 (Germany) (31 December 1987) | 561,681 (Sweden)",©1986 Hemdale Film Corporation (on print)
2339491,Shanghai Surprise (1986),1986,"Adventure, Crime, Drama, Romance",USD,"17,000,000.00","2,209,013.00",,Handmade Films
2210139,Night of the Creeps (1986),1986,"Comedy, Horror, Sci-Fi, Thriller",USD,"5,000,000.00","591,366.00",,
2420795,The Color of Money (1986),1986,"Drama, Sport",USD,"13,800,000.00","13,742,233.00","810,470 (Germany) | 169,763 (Sweden)",© MCMLXXXVI Touchstone Pictures All rights Reserved (on print)
2438760,The Great Mouse Detective (1986),1986,"Adventure, Animation, Family, Musical, Mystery",USD,"14,000,000.00","38,625,550.00","171,346 (Sweden)",The Walt Disney Company
2484853,The Texas Chainsaw Massacre 2 (1986),1986,"Comedy, Horror",USD,"4,700,000.00","7,525,782.00",,"© 1986 Cannon Films Inc., Cannon Films International BV, and Pathé Films Inc."
2131225,Little Shop of Horrors (1986),1986,"Comedy, Musical",USD,"25,000,000.00","34,656,704.00","118,418 (Sweden)",This motion picture © 1986 The Geffen Film Company
2346939,Sid and Nancy (1986),1986,"Biography, Drama, Music",USD,"4,000,000.00","2,826,523.00","21,934 (Sweden)",
1991969,Heartburn (1986),1986,"Comedy, Drama",USD,"20,000,000.00","25,314,289.00",,copyright 1986 Paramount Pictures Corp.
2341046,She's Gotta Have It (1986),1986,"Comedy, Romance",USD,"20,000.00","7,137,502.00",,
2592334,¡Three Amigos! (1986),1986,"Adventure, Comedy, Western",USD,"25,000,000.00","39,246,734.00","95,917 (Sweden)",Orion Pictures Corporation
1715404,Aliens (1986),1986,"Action, Adventure, Sci-Fi, Thriller",USD,"18,500,000.00","77,632,096.00","1,720,593 (France) (31 August 2002) | 401,077 (France) | 1,718,564 (France) | 982,600 (Spain) (31 August 2002) | 218,833 (Sweden)",Twentieth Century Fox Film Corporation
1779835,Blue Velvet (1986),1986,"Crime, Mystery, Thriller",USD,"6,000,000.00","7,200,346.00","587,799 (France) (31 December 2001) | 646,966 (Germany) | 51,972 (Sweden)","© 1986 De Laurentiis Entertainment Group, Inc. All Rights Reserved (on print)"
1736362,Armed and Dangerous (1986),1986,"Action, Comedy, Crime",USD,"12,000,000.00","15,945,534.00",,
1864846,Der Name der Rose (1986),1986,"Crime, Drama, Mystery, Thriller",USD,"17,000,000.00","5,595,706.00","4,953,133 (France) | 5,896,891 (Germany) | 5,634,000 (Germany) | 122,327 (Sweden)",© 1986 Neue Constantin Film Produktion GmbH. - All Rights Reserved.
1889579,Down by Law (1986),1986,"Comedy, Crime, Drama",USD,"1,100,000.00","1,419,835.00",,
1770285,Big Trouble in Little China (1986),1986,"Action, Adventure, Comedy, Fantasy",USD,"25,000,000.00","11,100,000.00","163,735 (Sweden) | 490,691 (West Germany)",copyright 1986 Twentieth Century Fox Film Corporation
1789015,Brighton Beach Memoirs (1986),1986,Comedy,USD,"18,000,000.00","10,977,499.00",,
1784206,Born American (1986),1986,"Action, Drama, Thriller",USD,"3,401,376.00","3,388,020.00",,"Solar Films, Inc."
1734162,April Fool's Day (1986),1986,"Comedy, Horror, Mystery",USD,"5,000,000.00","12,543,892.00",,"Copyright © MCMLXXXVI by YCTM Productions, Inc. All rights reserved (on print)"
1753695,Band of the Hand (1986),1986,"Action, Crime, Drama",USD,"8,700,000.00","4,865,912.00",,
2435509,The Gate (1987),1987,"Fantasy, Horror",USD,"2,500,000.00","13,539,458.00",,1986 The Gate Film Productions Inc.
2162762,Maurice (1987),1987,"Drama, Romance",USD,"2,600,000.00","3,130,592.00",,Maurice Productions Ltd.
1776893,Blind Date (1987),1987,"Comedy, Romance",USD,"18,000,000.00","39,321,715.00","136,928 (Sweden) | 267,936 (West Germany)","COPYRIGHT © 1987 TRI-STAR PICTURES, INC."
1955153,Full Metal Jacket (1987),1987,"Drama, War",USD,"17,000,000.00","46,357,676.00","1,717,303 (Spain) (20 December 2002) | 203,499 (Sweden) | 1,586,030 (West Germany) (1987)",Warner Bros. Inc.
2162013,Matewan (1987),1987,"Drama, History",USD,"4,000,000.00","1,680,358.00",,"Cinecom Entertainment Group, Inc."
2503827,Tin Men (1987),1987,"Comedy, Drama",USD,"11,000,000.00","25,411,386.00",,© MCMLXXXVII Touchstone Pictures
1932389,Fatal Attraction (1987),1987,"Drama, Thriller",USD,"14,000,000.00","142,200,833.00","1,714,749 (Spain) | 689,168 (Sweden)",Copyright © MCMLXXXVII by Paramount Pictures Corporation - All Rights Reserved (on print); Paramount Pictures Corporation; 8 October 1987; PA345214 (in copyright registry)
2199194,Nadine (1987),1987,Comedy,USD,"12,000,000.00","5,669,831.00",,
2088412,La Bamba (1987),1987,"Biography, Drama, Music",USD,"6,500,000.00","54,215,416.00","63,285 (Sweden)",
2213866,No Way Out (1987),1987,"Action, Drama, Mystery, Romance, Thriller",USD,"15,000,000.00","35,509,515.00","212,796 (Sweden)",1987 Orion Pictures Corporation
1837469,Creepshow 2 (1987),1987,"Comedy, Horror, Thriller",USD,"3,500,000.00","14,000,000.00",,
2384536,Superman IV: The Quest for Peace (1987),1987,"Action, Adventure, Family, Fantasy, Sci-Fi",USD,"17,000,000.00","15,681,020.00","1,233,223 (Spain)",Metro-Goldwyn-Mayer Studios Inc. & Warner Bros. Entertainment Inc.
2124355,Lethal Weapon (1987),1987,"Action, Thriller",USD,"15,000,000.00","65,207,127.00","456,194 (Sweden)",© 1987 Warner Bros. Inc.
2365297,Spaceballs (1987),1987,"Adventure, Comedy, Sci-Fi",USD,"22,700,000.00","38,119,483.00","162,372 (Sweden)","© 1987 by Metro-Goldwyn-Mayer Pictures, Inc. (on print)"
2204067,Near Dark (1987),1987,"Drama, Horror, Thriller",USD,"5,000,000.00","3,369,307.00",,
2360973,Someone to Watch Over Me (1987),1987,"Action, Crime, Drama, Romance, Thriller",USD,"17,000,000.00","10,278,549.00","44,330 (Sweden)","Columbia Pictures Industries, Inc. (1987)"
2289300,Raising Arizona (1987),1987,Comedy,USD,"6,000,000.00","22,847,564.00","302,986 (France) | 196,246 (Germany) | 348,685 (Spain) | 67,309 (Sweden)",
1693345,A Nightmare on Elm Street 3: Dream Warriors (1987),1987,"Horror, Thriller",USD,"4,500,000.00","44,053,755.00",,The Third Elm Street Venture
1858362,Death Wish 4: The Crackdown (1987),1987,"Action, Crime, Drama, Thriller",USD,"5,000,000.00","6,767,690.00",,"© MCMLXXXVII CANNON FILMS, INC. and CANNON INTERNATIONAL"
1880202,Dirty Dancing (1987),1987,"Drama, Music, Romance",USD,"6,000,000.00","63,952,836.00","8,669,000 (Germany) | 554,966 (Sweden)","Vestron Pictures, Inc."
2288084,Radio Days (1987),1987,"Comedy, Drama",USD,"16,000,000.00","14,792,779.00",,© copyright 1987 Orion Pictures Corporation (on print)
2474888,The Running Man (1987),1987,"Action, Sci-Fi, Thriller",USD,"27,000,000.00","38,122,105.00","817,198 (France) | 610,592 (Spain) | 51,371 (Sweden) | 677,597 (West Germany)",COPYRIGHT © 1987 TAFT ENTERTAINMENT PICTURES/KEITH BARISH PRODUCTIONS
1994414,Hellraiser (1987),1987,Horror,USD,"1,000,000.00","13,928,408.00",,
2469104,The Princess Bride (1987),1987,"Adventure, Comedy, Family, Fantasy, Romance",USD,"16,000,000.00","24,650,738.00",,1987 The Princess Bride Limited
2273044,Predator (1987),1987,"Action, Adventure, Sci-Fi",USD,"15,000,000.00","56,471,713.00","79,870 (Sweden)",Twentieth Century Fox Film Corporation
1789692,Broadcast News (1987),1987,"Comedy, Drama, Romance",USD,"20,000,000.00","51,249,404.00","49,268 (Sweden)",
1973432,"Good Morning, Vietnam (1987)",1987,"Comedy, Drama, War",USD,"13,000,000.00","123,922,370.00","197,929 (Sweden)",© Copyright MCMLXXXVII Touchstone Pictures
2488990,The Untouchables (1987),1987,"Crime, Drama, History, Thriller",USD,"25,000,000.00","76,270,454.00","1,139,955 (Germany) | 399,782 (Sweden)",Paramount Pictures Corporation (MCMLXXXVII)
1728802,Angel Heart (1987),1987,"Horror, Mystery, Thriller",USD,"17,000,000.00","17,185,632.00","116,973 (Sweden) | 1,327,597 (West Germany) (1987)",
2448671,The Last Emperor (1987),1987,"Biography, Drama, History",USD,"23,000,000.00","108,939.00","417,457 (Sweden)",copyright © Helmsdale Film Corporation 1987 (on print)
2306194,RoboCop (1987),1987,"Action, Crime, Sci-Fi",USD,"13,000,000.00","53,356,612.00","71,021 (Sweden)",© 1987 Orion Pictures Corporation
2488227,The Unbearable Lightness of Being (1988),1988,"Drama, Romance",USD,"17,000,000.00","10,006,806.00","233,408 (Sweden)",
1983455,Hairspray (1988),1988,"Comedy, Music, Romance",USD,"2,000,000.00","6,351,909.00",,New Line Productions
2401441,Tequila Sunrise (1988),1988,"Action, Crime, Romance, Thriller",USD,"23,000,000.00","41,292,551.00","154,805 (Sweden)",Warner Bros. Inc. (motion picture)
2159513,Married to the Mob (1988),1988,"Comedy, Crime",USD,"10,000,000.00","21,486,757.00",,1988 Orion Pictures Corporation
1955750,Funny Farm (1988),1988,"Comedy, Drama",USD,"19,000,000.00","25,537,221.00",,
1874279,Die Hard (1988),1988,"Action, Thriller",USD,"28,000,000.00","80,707,729.00","1,674,382 (Spain) | 250,000 (Sweden) (4 November 1988) | 510,895 (Sweden)",Twentieth Century Fox Film Corporation
1688103,A Fish Called Wanda (1988),1988,"Comedy, Crime",USD,"7,500,000.00","63,493,712.00","3,775,753 (Germany) | 818,396 (Sweden)","Metro-Goldwyn-Mayer Pictures, Inc."
2425160,The Decline of Western Civilization Part II: The Metal Years (1988),1988,"Documentary, Music",USD,"500,000.00","373,743.00",,
1951990,Friday the 13th Part VII: The New Blood (1988),1988,"Horror, Thriller",USD,"2,800,000.00","19,069,488.00",,
1992315,Heathers (1988),1988,"Comedy, Drama",USD,"3,000,000.00","1,108,462.00",,"©1988 New World Entertainment, Ltd. All Rights Reserved (on print)"
1693346,A Nightmare on Elm Street 4: The Dream Master (1988),1988,"Horror, Thriller",USD,"7,000,000.00","49,336,557.00",,
1715288,Alien Nation (1988),1988,"Crime, Drama, Sci-Fi, Thriller",USD,"16,000,000.00","25,216,243.00","30,666 (Sweden)",Twentieth Century Fox Film Corporation
2449498,The Last Temptation of Christ (1988),1988,Drama,USD,"7,000,000.00","1,647,309.00","248,259 (Germany)",copyright 1988 Universal City Studios Inc. and Cineplex Odeon Films Canada Inc.
1847722,Dangerous Liaisons (1988),1988,"Drama, Romance",USD,"14,000,000.00","34,700,000.00","203,433 (Sweden)",Warner Bros. Inc.
1984283,Halloween 4: The Return of Michael Myers (1988),1988,"Horror, Thriller",USD,"5,000,000.00","17,768,757.00",,"Halloween 4 Partnership, 1988"
2172947,Midnight Run (1988),1988,"Action, Adventure, Comedy, Crime, Thriller",USD,"30,000,000.00","38,413,606.00","278,885 (Sweden)",
1705417,Action Jackson (1988),1988,"Action, Comedy, Crime, Thriller",USD,"7,000,000.00","20,257,000.00",,
1765652,Betrayed (1988),1988,"Action, Drama, Romance, Thriller",USD,"19,000,000.00","25,816,139.00",,"United Artists Pictures, Inc. (1988)"
2257904,Phantasm II (1988),1988,"Action, Fantasy, Horror, Sci-Fi, Thriller",USD,"3,000,000.00","5,667,120.00","109,144 (Spain)",
1815901,Child's Play (1988),1988,"Horror, Mystery, Thriller",USD,"9,000,000.00","32,842,703.00",,"United Artists Pictures, Inc. (1988)"
1778697,Bloodsport (1988),1988,"Action, Biography, Drama, Sport",USD,"1,100,000.00","11,806,119.00","215,043 (Spain) (1988) | 29,600 (West Germany) (22 June 1988) | 21,043 (West Germany) (15 June 1988) | 230,390 (West Germany)","© MCMLXXXVII CANNON FILMS, INC. and CANNON INTERNATIONAL (on print)"
1793297,Bull Durham (1988),1988,"Comedy, Romance, Sport",USD,"7,000,000.00","50,888,729.00",,Orion Pictures Corporation
1768698,Big (1988),1988,"Comedy, Drama, Fantasy, Romance",USD,"18,000,000.00","114,968,774.00","327,461 (Sweden)",Twentieth Century Fox Film Corporation
2267781,Poltergeist III (1988),1988,"Horror, Thriller",USD,"10,500,000.00","14,114,488.00",,© 1988 Metro-Goldwyn-Mayer Studios Inc. All rights reserved.
2326309,School Daze (1988),1988,"Comedy, Drama, Musical",USD,"6,500,000.00","14,545,844.00",,
2189533,Mujeres al borde de un ataque de nervios (1988),1988,"Comedy, Drama",USD,"700,000.00","7,179,298.00","985,376 (Argentina) | 603,934 (France) | 3,343,880 (Spain) | 90,057 (Sweden) | 257,287 (West Germany) (1989)",© 1988 El Deso S.A.
2567467,Who Framed Roger Rabbit (1988),1988,"Animation, Comedy, Crime, Family, Fantasy",USD,"70,000,000.00","154,222,492.00","619,658 (Sweden)",© MCMLXXXVIII Touchstone Pictures and Amblin Entertainment Inc.
2328488,Scrooged (1988),1988,"Comedy, Drama, Fantasy",USD,"32,000,000.00","60,328,558.00",,
2289039,Rain Man (1988),1988,Drama,USD,"25,000,000.00","172,825,435.00","2,620,000 (Argentina) | 1,032,999 (Sweden) | 6,007,188 (West Germany) (1989)",Metro-Goldwyn-Mayer Inc.
2182213,Monkey Shines (1988),1988,"Drama, Horror, Sci-Fi, Thriller",USD,"7,000,000.00","5,344,577.00",,© 1988 Orion Pictures Corporation. (on print)
2583695,Young Guns (1988),1988,"Action, Crime, Drama, Thriller, Western",USD,"13,000,000.00","44,726,644.00","77,023 (Sweden)","copyright 1988 Morgan Creek Productions, Inc."
2290129,Rambo III (1988),1988,"Action, Adventure, Thriller",USD,"63,000,000.00","53,715,611.00","243,445 (Sweden)",
2281160,Pumpkinhead (1988),1988,Horror,USD,"3,500,000.00","4,385,516.00",,"1988 MGM/UA, Inc."
1760752,Beetle Juice (1988),1988,"Comedy, Fantasy",USD,"15,000,000.00","73,326,666.00","110,664 (Sweden)",The Geffen Film Company
2575313,Working Girl (1988),1988,"Comedy, Drama, Romance",USD,"28,000,000.00","64,000,000.00","226,164 (Sweden) | 522,987 (West Germany) (1988)",Twentieth Century Fox Film Corporation
2570785,Willow (1988),1988,"Action, Adventure, Drama, Fantasy, Romance",USD,"35,000,000.00","57,269,863.00","93,284 (Sweden)",
1995121,Henry V (1989),1989,"Action, Biography, Drama, History, Romance, War",USD,"9,000,000.00","10,161,099.00","390,505 (France) | 24,217 (Sweden)",Renaissance Films PLC © 1989
1856727,Dead Poets Society (1989),1989,Drama,USD,"16,400,000.00","95,860,116.00","3,287,153 (Germany) | 859,077 (Sweden)",Touchstone Pictures
2034464,Indiana Jones and the Last Crusade (1989),1989,"Action, Adventure",USD,"48,000,000.00","197,171,806.00","6,247,000 (France) | 649,733 (Sweden)",TM & © Lucasfilm Ltd (LFE) 1989 (on print)
1965516,Ghostbusters II (1989),1989,"Action, Adventure, Comedy, Fantasy, Sci-Fi",USD,"37,000,000.00","112,494,738.00","1,326,738 (Spain) | 127,893 (Sweden)",Columbia Pictures Industries Inc.
1693348,A Nightmare on Elm Street: The Dream Child (1989),1989,"Comedy, Fantasy, Horror, Thriller",USD,"8,000,000.00","22,168,359.00",,
1984284,Halloween 5 (1989),1989,"Horror, Thriller",USD,"3,000,000.00","11,642,254.00",,"© Copyright 1989, TRANCAS INTERNATIONAL FILMS, INC. and THE RETURN OF MYERS, a California Limited Partnership (on print)"
2451832,The Little Mermaid (1989),1989,"Animation, Family, Fantasy, Musical, Romance",USD,"40,000,000.00","109,859,444.00","590,411 (Germany) (23 August 1998) (re-release) | 529,330 (Germany) (16 August 1998) (re-release) | 492,586 (Germany) (9 August 1998) (re-release) | 325,211 (Germany) (26 July 1998) (re-release) | 135,469 (Germany) (12 July 1998) (opening week) (re-release) | 889,131 (Sweden)",© 1989 The Walt Disney Company (on print)
2559249,We're No Angels (1989),1989,"Comedy, Crime",USD,"20,000,000.00","10,555,348.00",,TM & Copyright © MCMLXXXIX by Paramount Pictures Corporation. All Rights Reserved (on print)
1969851,Glory (1989),1989,"Drama, History, War",USD,"18,000,000.00","26,830,000.00",,"Tri-St ar Pictures, Inc. (1989)"
2006702,"Honey, I Shrunk the Kids (1989)",1989,"Adventure, Comedy, Family, Sci-Fi",USD,"18,000,000.00","130,724,200.00","177,641 (Sweden)",Buena Vista Pictures Distribution Inc.
2486285,The Toxic Avenger Part II (1989),1989,"Action, Adventure, Comedy, Horror, Sci-Fi",USD,"2,300,000.00","792,966.00",,"© MCMLXXXIX Troma, Inc."
2564194,When Harry Met Sally... (1989),1989,"Comedy, Drama, Romance",USD,"16,000,000.00","92,823,546.00","319,909 (Sweden)",Castle Rock Entertainment
1716019,All Dogs Go to Heaven (1989),1989,"Animation, Comedy, Drama, Fantasy",USD,"14,000,000.00","27,100,027.00",,Copyright © MCMLXXXIX Goldcrest and Sullivan Bluth Limited. All rights reserved.
1883153,Do the Right Thing (1989),1989,Drama,USD,"6,500,000.00","27,545,445.00",,"Universal City Studios, Inc."
2307534,Roger & Me (1989),1989,Documentary,USD,"160,000.00","445,328.00",,"This motion picture © 1989 Warner Bros., Inc."
2257031,Pet Sematary (1989),1989,Horror,USD,"11,500,000.00","57,469,179.00","412,464 (Sweden)",copyright MCMLXXXIX Paramount Pictures Corp.
2405835,The Abyss (1989),1989,"Adventure, Drama, Sci-Fi, Thriller",USD,"69,500,000.00","54,222,000.00","1,990,271 (France) | 1,001,916 (Germany) | 1,200,223 (Spain) (20 December 2002) | 197,796 (Sweden)",
2196068,Mystery Train (1989),1989,"Comedy, Crime, Drama",USD,"2,800,000.00","1,541,518.00",,
1837962,Crimes and Misdemeanors (1989),1989,"Comedy, Drama",USD,"19,000,000.00","18,254,702.00","36,045 (Sweden)",© 1989 Orion Pictures Corporation (on print); Orion Pictures Corporation; 2 January 1990; PA447419 (in copyright registry)
2131017,Little Nemo: Adventures in Slumberland (1989),1989,"Adventure, Animation, Drama, Family, Fantasy",USD,"35,000,000.00","1,368,000.00",579 (USA) (21 August 1992),
2125784,Licence to Kill (1989),1989,"Action, Adventure, Crime, Thriller",USD,"32,000,000.00","33,197,509.00","8,700,000 (USA) | 936,050 (Sweden)",© 1989 Danjaq S.A. and United Artists Company
2371246,Stanley & Iris (1989),1989,"Drama, Romance",USD,"5,816,000.00","5,820,015.00",,"Metro-Goldwyn-Mayer Pictures, Inc. (1990)"
1893483,Drugstore Cowboy (1989),1989,"Crime, Drama",USD,"2,500,000.00","4,729,352.00",,
1749735,Back to the Future Part II (1989),1989,"Adventure, Comedy, Sci-Fi",USD,"40,000,000.00","118,450,002.00","453,546 (Sweden)","Copyright © 1989 by Universal City Studios, Inc. and U-Drive Productions, Inc. All rights reserved. [on Screen]"
1892991,Driving Miss Daisy (1989),1989,"Comedy, Drama",USD,"7,500,000.00","106,593,296.00",,This Motion Picture © 1989 Warner Bros. Inc./Screenplay © 1989 Warner Bros. Inc./All original music compositions © 1989 Driving Me Crazy Music (on print)
1951991,Friday the 13th Part VIII: Jason Takes Manhattan (1989),1989,Horror,USD,"5,000,000.00","14,335,525.00",,"TM & ©Copyright MCMLXXXIX by Horror, Inc. All Rights Reserved (on print)"
1818562,Christmas Vacation (1989),1989,Comedy,USD,"27,000,000.00","71,320,000.00","76,988 (Sweden)",This Motion Picture © 1989 Warner Bros. Inc.
2371610,Star Trek V: The Final Frontier (1989),1989,"Action, Adventure, Sci-Fi, Thriller",USD,"27,800,000.00","52,210,049.00",,Copyright © MCMLXXXIX by Paramount Pictures Corporation
2336864,"Sex, Lies, and Videotape (1989)",1989,Drama,USD,"1,200,000.00","24,741,700.00","811,998 (Spain) (10 August 2002) | 127,696 (Sweden)",© 1989 Outlaw Productions
1757347,Batman (1989),1989,"Action, Fantasy",USD,"35,000,000.00","251,188,924.00","827,516 (Argentina) | 2,156,622 (France) | 243,832 (France) (opening week) | 46,768 (France) (opening day) | 554,286 (France) | 3,536,426 (Spain) | 329,078 (Sweden)",Warner Bros. Inc.
1813663,Cheetah (1989),1989,"Adventure, Family",USD,"5,000,000.00","8,153,677.00",,
2430658,The Fabulous Baker Boys (1989),1989,"Drama, Music, Romance",USD,"13,000,000.00","16,823,529.00","90,622 (France) | 437,814 (Germany) | 20,129 (Sweden)",COPYRIGHT © 1989 GLADDEN ENTERTAINMENT CORP. (on print)
1872662,Dick Tracy (1990),1990,"Action, Comedy, Crime, Romance, Thriller",USD,"46,000,000.00","103,738,726.00","542,401 (Germany) | 157,920 (Sweden)",© MCMXC Touchstone Pictures All Rights Reserved (on print)
1874284,Die Hard 2 (1990),1990,"Action, Thriller",USD,"70,000,000.00","115,288,665.00","1,719,676 (Spain) | 496,216 (Sweden)",© 1990 Twentieth Century Fox Film Corporation
2477732,The Sheltering Sky (1990),1990,"Adventure, Drama, Romance",USD,"25,000,000.00","2,075,084.00","66,781 (Sweden)",
2274575,Pretty Woman (1990),1990,"Comedy, Romance",USD,"14,000,000.00","178,406,268.00","10,571,908 (Germany)",© MCMXC Touchstone Pictures
2176789,Misery (1990),1990,"Drama, Thriller",USD,"20,000,000.00","61,276,872.00","118,288 (Sweden)",Castle Rock Entertainment
2393856,Tales from the Darkside: The Movie (1990),1990,"Comedy, Horror, Thriller",USD,"3,500,000.00","16,324,573.00","90,065 (Germany)",
2277505,Problem Child (1990),1990,"Comedy, Family",USD,"10,000,000.00","53,470,900.00",,
2179406,Mo' Better Blues (1990),1990,"Drama, Music",USD,"10,000,000.00","16,153,600.00",,
1711133,Air America (1990),1990,"Action, Comedy",USD,"35,000,000.00","31,053,601.00","73,804 (Sweden)",
2273048,Predator 2 (1990),1990,"Action, Sci-Fi, Thriller",USD,"35,000,000.00","28,317,513.00","415,001 (Germany) (1991) | 41,587 (Sweden)",Twentieth Century Fox Film Corporation
2398900,Teenage Mutant Ninja Turtles (1990),1990,"Action, Adventure, Comedy, Crime, Drama, Family, Sci-Fi",USD,"13,500,000.00","135,270,000.00",,(C) Northshore Investments Ltd.
2159085,Marked for Death (1990),1990,"Action, Crime, Drama, Thriller",USD,"12,000,000.00","43,120,554.00","50,339 (Sweden)",
2248438,Paris Is Burning (1990),1990,Documentary,USD,"500,000.00","3,779,620.00",,
2005459,Home Alone (1990),1990,"Comedy, Family",USD,"15,000,000.00","281,493,907.00","3,966,750 (Argentina) | 80,546 (Estonia) | 6,423,000 (Germany) | 514,219 (Sweden)",Twentieth Century Fox Film Corporation
1717144,All the Vermeers in New York (1990),1990,"Comedy, Drama, Romance",USD,"250,000.00","142,721.00",,
1854166,Days of Thunder (1990),1990,"Action, Drama, Romance, Sport",USD,"60,000,000.00","82,670,733.00","244,030 (Sweden)",
1749737,Back to the Future Part III (1990),1990,"Adventure, Comedy, Sci-Fi, Western",USD,"40,000,000.00","87,666,629.00","250,482 (Sweden)","Copyright © 1990 Universal City Studios, Inc. and U-Drive Productions. Inc. All rights reserved."
2010432,House Party (1990),1990,"Comedy, Music, Romance",USD,"2,500,000.00","26,386,000.00",,
2306197,RoboCop 2 (1990),1990,"Action, Sci-Fi, Thriller",USD,"35,000,000.00","45,285,202.00",,
2461620,The Neverending Story II: The Next Chapter (1990),1990,"Adventure, Drama, Family, Fantasy",USD,"36,000,000.00","16,283,667.00","3,207,000 (Germany)",© 1989 Warner Bros. Inc. and Scriba & Deyhle OHG
1847080,Dances with Wolves (1990),1990,"Adventure, Drama, Western",USD,"19,000,000.00","184,208,848.00","2,740,650 (Argentina) | 7,276,917 (France) | 11,647 (France) (opening day) | 1,513,722 (France) | 6,649,000 (Germany) | 1,322,186 (Sweden)","Copyright © 1990 TIG Productions, Inc. (on print)"
2355276,Slumber Party Massacre III (1990),1990,"Comedy, Horror",USD,"350,000.00","1,242,995.00",,
1815914,Child's Play 2 (1990),1990,"Horror, Mystery, Thriller",USD,"13,000,000.00","28,501,605.00",,Universal City Studios
