movieid,title,year,genres,Currency,Budget,Adjusted_Budget,Gross_Revenue,Adjusted_Gross_Revenue
2277505,Problem Child (1990),1990,"Comedy, Family",USD,"10,000,000.00","24,366,963.46","53,470,900.00","130,292,346.64"
1848628,Dante's Peak (1997),1997,"Action, Adventure, Thriller",USD,"116,000,000.00","224,856,218.77","67,155,742.00","130,175,743.23"
1858038,Death Becomes Her (1992),1992,"Comedy, Fantasy",USD,"55,000,000.00","122,515,222.29","58,422,650.00","130,139,344.57"
2485257,The Thomas Crown Affair (1999),1999,"Crime, Romance, Thriller",USD,"48,000,000.00","90,047,879.55","69,304,264.00","130,014,625.35"
1734803,Arachnophobia (1990),1990,"Comedy, Horror, Sci-Fi, Thriller",USD,"31,000,000.00","75,537,586.72","53,133,888.00","129,471,150.73"
2424023,The Dark Crystal (1982),1982,"Adventure, Family, Fantasy",USD,"15,000,000.00","48,953,541.58","39,497,722.00","128,903,558.42"
1955153,Full Metal Jacket (1987),1987,"Drama, War",USD,"17,000,000.00","47,226,201.44","46,357,676.00","128,782,173.25"
1779757,Blue Streak (1999),1999,"Action, Comedy, Crime, Thriller",USD,"65,000,000.00","121,939,836.89","68,518,533.00","128,540,595.96"
2338708,Shaft (2000),2000,"Action, Crime, Thriller",USD,"46,000,000.00","84,027,151.48","70,334,258.00","128,477,985.89"
2503087,Time Bandits (1981),1981,"Adventure, Comedy, Family, Fantasy, Sci-Fi",USD,"5,000,000.00","17,770,135.59","35,955,861.00","127,788,105.07"
2446782,The Kid (2000),2000,"Comedy, Family, Fantasy",USD,"60,000,000.00","109,600,632.36","69,688,384.00","127,298,182.57"
1725774,Anaconda (1997),1997,"Adventure, Thriller",USD,"45,000,000.00","87,228,705.56","65,557,989.00","127,078,633.76"
1759983,Beavis and Butt-Head Do America (1996),1996,"Adventure, Animation, Comedy, Crime",USD,"12,000,000.00","24,028,600.76","63,071,133.00","126,292,589.51"
1830096,Conan the Barbarian (1982),1982,"Action, Adventure, Fantasy",USD,"20,000,000.00","65,271,388.77","38,511,612.00","125,685,319.96"
1861514,Demolition Man (1993),1993,"Action, Crime, Sci-Fi, Thriller",USD,"57,000,000.00","123,391,954.60","58,055,768.00","125,677,450.69"
1915498,End of Days (1999),1999,"Action, Horror, Thriller",USD,"83,000,000.00","155,707,791.72","66,862,068.00","125,433,071.78"
1923244,EverAfter (1998),1998,"Comedy, Drama, Romance",USD,"26,000,000.00","49,556,349.71","65,703,412.00","125,231,587.01"
2088076,L.A. Confidential (1997),1997,"Crime, Drama, Mystery, Thriller",USD,"35,000,000.00","67,844,548.77","64,604,977.00","125,231,300.36"
2305197,Road Trip (2000),2000,"Adventure, Comedy",USD,"15,600,000.00","28,496,164.41","68,525,609.00","125,174,167.99"
1789145,Bring It On (2000),2000,"Comedy, Sport",USD,"10,000,000.00","18,266,772.06","68,379,000.00","124,906,360.67"
2414571,The Bone Collector (1999),1999,"Crime, Drama, Mystery, Thriller",USD,"48,000,000.00","90,047,879.55","66,488,090.00","124,731,489.99"
1785529,Bowfinger (1999),1999,Comedy,USD,"55,000,000.00","103,179,861.98","66,365,290.00","124,501,117.50"
2029975,In & Out (1997),1997,Comedy,USD,"35,000,000.00","67,844,548.77","63,826,569.00","123,722,422.09"
2366246,Species (1995),1995,"Action, Horror, Sci-Fi",USD,"35,000,000.00","71,835,504.35","60,054,449.00","123,258,332.35"
2432049,The Fifth Element (1997),1997,"Action, Adventure, Sci-Fi",USD,"90,000,000.00","174,457,411.11","63,540,020.00","123,166,971.02"
1870221,Deuce Bigalow: Male Gigolo (1999),1999,Comedy,USD,"17,000,000.00","31,891,957.34","65,535,067.00","122,943,621.23"
1693345,A Nightmare on Elm Street 3: Dream Warriors (1987),1987,"Horror, Thriller",USD,"4,500,000.00","12,501,053.32","44,053,755.00","122,381,853.41"
2508020,Tombstone (1993),1993,"Action, Drama, History, Romance, Western",USD,"25,000,000.00","54,119,278.33","56,505,065.00","122,320,533.60"
1678036,2010 (1984),1984,"Sci-Fi, Thriller",USD,"28,000,000.00","84,811,780.74","40,200,000.00","121,765,485.20"
2052620,Jingle All the Way (1996),1996,"Comedy, Family",USD,"60,000,000.00","120,143,003.79","60,573,641.00","121,291,653.00"
2480572,The Specialist (1994),1994,"Action, Thriller",USD,"45,000,000.00","94,853,652.38","57,362,581.00","120,912,229.29"
2244271,Pale Rider (1985),1985,Western,USD,"6,900,000.00","20,115,539.91","41,400,000.00","120,693,239.46"
2366649,Spellbound (1945),1945,"Film-Noir, Mystery, Romance, Thriller",USD,"1,696,377.00","29,202,791.61","7,000,000.00","120,503,603.42"
2417216,The Cable Guy (1996),1996,"Comedy, Drama, Thriller",USD,"47,000,000.00","94,112,019.63","60,154,431.00","120,452,233.86"
1991951,Heartbreak Ridge (1986),1986,"Action, Comedy, Drama, War",USD,"15,000,000.00","42,128,549.70","42,724,017.00","119,993,391.57"
2186706,Mousehunt (1997),1997,"Comedy, Family",USD,"38,000,000.00","73,659,795.80","61,834,214.00","119,860,409.92"
2253332,Pee-wee's Big Adventure (1985),1985,"Adventure, Comedy, Family, Fantasy",USD,"6,000,000.00","17,491,773.84","40,940,662.00","119,354,133.39"
1951390,Frenzy (1972),1972,"Crime, Thriller",USD,"2,000,000.00","14,914,445.63","16,000,000.00","119,315,565.02"
2583695,Young Guns (1988),1988,"Action, Crime, Drama, Thriller, Western",USD,"13,000,000.00","34,592,101.58","44,726,644.00","119,014,508.65"
2475166,The Saint (1997),1997,"Action, Romance, Sci-Fi, Thriller",USD,"68,000,000.00","131,812,266.18","61,355,436.00","118,932,339.14"
2140806,Love and Death (1975),1975,"Comedy, War",USD,"3,000,000.00","17,724,277.26","20,123,742.00","118,892,927.59"
2341003,She's All That (1999),1999,"Comedy, Romance",USD,"10,000,000.00","18,759,974.91","63,319,509.00","118,787,239.99"
2434963,The Fury (1978),1978,"Drama, Horror, Sci-Fi, Thriller",USD,"5,500,000.00","27,157,660.64","24,000,000.00","118,506,155.51"
2425936,The Devil's Advocate (1997),1997,"Drama, Mystery, Thriller",USD,"57,000,000.00","110,489,693.71","60,984,028.00","118,212,396.05"
1756391,Barry Lyndon (1975),1975,"Adventure, Drama, Romance, War",USD,"11,000,000.00","64,989,016.63","20,000,000.00","118,161,848.42"
2046389,Jagged Edge (1985),1985,"Crime, Mystery, Romance, Thriller",USD,"15,000,000.00","43,729,434.59","40,500,000.00","118,069,473.39"
1835442,Courage Under Fire (1996),1996,"Drama, Mystery, Thriller, War",USD,"46,000,000.00","92,109,636.24","58,918,501.00","117,977,428.15"
2509841,Tora! Tora! Tora! (1970),1970,"Action, Adventure, Drama, History, War",USD,"25,000,000.00","203,367,414.79","14,500,000.00","117,953,100.58"
2192973,My Cousin Vinny (1992),1992,"Comedy, Crime",USD,"11,000,000.00","24,503,044.46","52,929,168.00","117,902,341.51"
2045245,Jack (1996),1996,"Comedy, Drama, Fantasy",USD,"45,000,000.00","90,107,252.84","58,586,889.00","117,313,413.78"
2456021,The Man Who Knew Too Much (1956),1956,Thriller,USD,"2,500,000.00","28,609,983.53","10,250,000.00","117,300,932.49"
2074067,Kiss the Girls (1997),1997,"Crime, Drama, Mystery, Thriller",USD,"27,000,000.00","52,337,223.33","60,491,560.00","117,257,788.35"
2521652,Twelve Monkeys (1995),1995,"Mystery, Sci-Fi, Thriller",USD,"29,000,000.00","59,520,846.46","56,882,000.00","116,747,061.67"
2485393,The Three Musketeers (1993),1993,"Action, Adventure, Comedy, Family, Romance",USD,"30,000,000.00","64,943,134.00","53,898,845.00","116,678,663.77"
2253567,Peggy Sue Got Married (1986),1986,"Comedy, Drama, Fantasy, Music, Romance",USD,"18,000,000.00","50,554,259.64","41,382,841.00","116,226,604.92"
2484656,The Terminator (1984),1984,"Action, Sci-Fi",USD,"6,400,000.00","19,385,549.88","38,371,200.00","116,226,064.32"
1945855,For Your Eyes Only (1981),1981,"Action, Adventure, Crime, Thriller",USD,"28,000,000.00","99,512,759.32","32,695,997.00","116,202,460.01"
2267780,Poltergeist II: The Other Side (1986),1986,Horror,USD,"19,000,000.00","53,362,829.62","40,996,665.00","115,142,002.60"
2413168,The Birds (1963),1963,"Horror, Thriller",USD,"2,500,000.00","25,206,898.15","11,403,529.00","114,979,037.61"
2370704,Stalag 17 (1953),1953,"Comedy, Drama, War",USD,"1,661,530.00","19,089,661.09","10,000,000.00","114,892,063.89"
2007673,Hope Floats (1998),1998,"Drama, Romance",USD,"30,000,000.00","57,180,403.51","60,033,780.00","114,425,192.16"
1973922,Goodfellas (1990),1990,"Biography, Crime, Drama, Thriller",USD,"25,000,000.00","60,917,408.65","46,836,394.00","114,126,070.12"
2316046,Sabrina (1954),1954,"Comedy, Drama, Romance",USD,"2,238,813.00","25,543,380.96","10,000,000.00","114,093,410.02"
2499488,Three Kings (1999),1999,"Action, Adventure, Comedy, Drama, War",USD,"48,000,000.00","90,047,879.55","60,652,036.00","113,783,067.33"
2433613,The Fly (1986),1986,"Horror, Sci-Fi",USD,"15,000,000.00","42,128,549.70","40,456,565.00","113,625,093.95"
1930810,Fantasia/2000 (1999),1999,"Animation, Family, Fantasy, Music",USD,"80,000,000.00","150,079,799.24","60,507,228.00","113,511,407.89"
2295575,Reds (1981),1981,"Biography, Drama, History, Romance",USD,"35,000,000.00","124,390,949.16","31,802,166.00","113,025,760.40"
1726934,Anastasia (1997),1997,"Adventure, Animation, Drama, Family, Fantasy, Musical",USD,"53,000,000.00","102,736,030.99","58,297,830.00","113,005,427.73"
2458457,The Mighty Ducks (1992),1992,"Action, Comedy, Drama, Family, Sport",USD,"10,000,000.00","22,275,494.96","50,727,056.00","112,997,028.03"
2275139,Primal Fear (1996),1996,"Crime, Drama, Mystery, Thriller",USD,"30,000,000.00","60,071,501.89","56,059,267.00","112,252,145.46"
2312345,Rules of Engagement (2000),2000,"Action, Drama, Thriller, War",USD,"60,000,000.00","109,600,632.36","61,322,858.00","112,017,066.91"
2418525,The Cell (2000),2000,"Sci-Fi, Thriller",USD,"33,000,000.00","60,280,347.80","61,280,963.00","111,940,538.27"
2472465,The Rescuers (1977),1977,"Adventure, Animation, Crime, Drama, Family, Fantasy, Mystery",USD,"1,200,000.00","6,322,303.40","21,215,869.00","111,777,633.87"
2177959,Mission to Mars (2000),2000,"Adventure, Drama, Sci-Fi, Thriller",USD,"90,000,000.00","164,400,948.54","60,874,615.00","111,198,271.64"
1836147,Coyote Ugly (2000),2000,"Comedy, Drama, Music, Romance",USD,"45,000,000.00","82,200,474.27","60,786,269.00","111,036,892.02"
2306197,RoboCop 2 (1990),1990,"Action, Sci-Fi, Thriller",USD,"35,000,000.00","85,284,372.11","45,285,202.00","110,346,286.24"
2592334,¡Three Amigos! (1986),1986,"Adventure, Comedy, Western",USD,"25,000,000.00","70,214,249.50","39,246,734.00","110,227,198.92"
2524640,U.S. Marshals (1998),1998,"Action, Crime, Thriller",USD,"60,000,000.00","114,360,807.02","57,823,170.00","110,211,739.76"
2401441,Tequila Sunrise (1988),1988,"Action, Crime, Romance, Thriller",USD,"23,000,000.00","61,201,410.48","41,292,551.00","109,876,624.50"
2316049,Sabrina (1995),1995,"Comedy, Drama",USD,"58,000,000.00","119,041,692.92","53,458,319.00","109,720,151.63"
2357424,Snow Day (2000),2000,"Adventure, Comedy, Family",USD,"13,000,000.00","23,746,803.68","60,008,303.00","109,615,799.26"
2230917,On the Waterfront (1954),1954,"Crime, Drama",USD,"910,000.00","10,382,500.31","9,600,000.00","109,529,673.62"
1759851,Beauty and the Beast (1991),1991,"Animation, Family, Fantasy, Musical, Romance",USD,"25,000,000.00","57,415,088.26","47,611,331.00","109,344,350.87"
1776893,Blind Date (1987),1987,"Comedy, Romance",USD,"18,000,000.00","50,004,213.29","39,321,715.00","109,236,190.22"
1768389,Bicentennial Man (1999),1999,"Drama, Fantasy, Romance, Sci-Fi",USD,"100,000,000.00","187,599,749.05","58,220,776.00","109,222,029.67"
1951989,Friday the 13th Part III (1982),1982,"Horror, Thriller",USD,"4,000,000.00","13,054,277.75","33,312,481.00","108,717,594.92"
2210196,Night of the Living Dead (1968),1968,Horror,USD,"114,000.00","1,031,139.46","12,000,000.00","108,540,996.31"
2438760,The Great Mouse Detective (1986),1986,"Adventure, Animation, Family, Musical, Mystery",USD,"14,000,000.00","39,319,979.72","38,625,550.00","108,482,560.19"
2106940,Last Action Hero (1993),1993,"Action, Adventure, Comedy, Family, Fantasy",USD,"70,000,000.00","151,533,979.33","49,946,994.00","108,123,810.81"
1685405,A Civil Action (1998),1998,Drama,USD,"60,000,000.00","114,360,807.02","56,702,901.00","108,076,491.98"
2419706,The Cider House Rules (1999),1999,"Drama, Romance",USD,"24,000,000.00","45,023,939.77","57,536,361.00","107,938,068.85"
2503810,Tin Cup (1996),1996,"Comedy, Drama, Romance, Sport",USD,"45,000,000.00","90,107,252.84","53,854,588.00","107,837,532.83"
2199969,Naked Gun 33 1/3: The Final Insult (1994),1994,"Action, Comedy, Crime",USD,"30,000,000.00","63,235,768.26","51,109,400.00","107,731,405.80"
2583701,Young Guns II (1990),1990,"Adventure, Western",USD,"20,000,000.00","48,733,926.92","44,143,410.00","107,564,085.84"
1779474,Blue Hawaii (1961),1961,"Comedy, Musical",USD,"2,000,000.00","20,570,663.95","10,440,453.00","107,383,525.08"
1776063,Blade Runner (1982),1982,"Drama, Sci-Fi, Thriller",USD,"28,000,000.00","91,379,944.28","32,868,943.00","107,270,077.86"
2474065,The Rocketeer (1991),1991,"Action, Adventure, Family, Sci-Fi",USD,"40,000,000.00","91,864,141.22","46,704,056.00","107,260,699.90"
2153014,Malcolm X (1992),1992,"Biography, Drama, History",USD,"33,000,000.00","73,509,133.37","48,140,491.00","107,235,326.47"
2422996,The Crow (1994),1994,"Action, Fantasy",USD,"15,000,000.00","31,617,884.13","50,693,162.00","106,854,034.81"
2354247,Sleepers (1996),1996,"Crime, Drama, Thriller",USD,"44,000,000.00","88,104,869.44","53,300,852.00","106,728,741.06"
2365920,Spawn (1997),1997,"Action, Fantasy, Horror, Thriller",USD,"40,000,000.00","77,536,627.16","54,967,359.00","106,549,590.52"
2445527,The Jackal (1997),1997,"Action, Adventure, Crime, Thriller",USD,"60,000,000.00","116,304,940.74","54,910,560.00","106,439,490.45"
2269426,Porky's II: The Next Day (1983),1983,Comedy,USD,"6,500,000.00","20,436,610.17","33,759,266.00","106,142,301.34"
2372407,Starship Troopers (1997),1997,"Action, Adventure, Sci-Fi, Thriller",USD,"100,000,000.00","193,841,567.90","54,700,065.00","106,031,463.64"
2202732,Natural Born Killers (1994),1994,"Crime, Drama, Thriller",USD,"34,000,000.00","71,667,204.02","50,282,766.00","105,988,977.93"
2356755,Snake Eyes (1998),1998,"Crime, Mystery, Thriller",USD,"69,000,000.00","131,514,928.08","55,585,389.00","105,946,499.08"
2474888,The Running Man (1987),1987,"Action, Sci-Fi, Thriller",USD,"27,000,000.00","75,006,319.94","38,122,105.00","105,903,659.42"
2365297,Spaceballs (1987),1987,"Adventure, Comedy, Sci-Fi",USD,"22,700,000.00","63,060,868.99","38,119,483.00","105,896,375.48"
1729260,Angels in the Outfield (1994),1994,"Comedy, Family, Fantasy, Sport",USD,"24,000,000.00","50,588,614.60","50,236,831.00","105,892,153.43"
2148040,Mad Max Beyond Thunderdome (1985),1985,"Action, Adventure, Thriller",USD,"12,305,523.00","35,874,237.54","36,230,219.00","105,621,799.46"
2131430,Little Women (1994),1994,"Drama, Romance",USD,"15,000,000.00","31,617,884.13","50,083,616.00","105,569,197.83"
2562411,What Dreams May Come (1998),1998,"Drama, Fantasy, Romance",USD,"85,000,000.00","162,011,143.28","55,350,897.00","105,499,554.17"
2159085,Marked for Death (1990),1990,"Action, Crime, Drama, Thriller",USD,"12,000,000.00","29,240,356.15","43,120,554.00","105,071,696.37"
1984305,Halloween H20: 20 Years Later (1998),1998,"Drama, Horror, Thriller",USD,"17,000,000.00","32,402,228.66","55,004,135.00","104,838,621.14"
2492491,The Whole Nine Yards (2000),2000,"Comedy, Crime",USD,"24,000,000.00","43,840,252.94","57,262,492.00","104,600,088.89"
2208048,Next Friday (2000),2000,Comedy,USD,"9,500,000.00","17,353,433.46","57,176,582.00","104,443,159.06"
1744809,Austin Powers: International Man of Mystery (1997),1997,"Comedy, Crime",USD,"17,000,000.00","32,953,066.54","53,868,030.00","104,418,633.95"
1927003,Eyes Wide Shut (1999),1999,"Drama, Mystery, Thriller",USD,"65,000,000.00","121,939,836.89","55,637,680.00","104,376,148.06"
2495779,Thelma & Louise (1991),1991,"Adventure, Crime, Drama, Thriller",USD,"16,500,000.00","37,893,958.25","45,361,000.00","104,176,232.75"
2206516,Never Been Kissed (1999),1999,"Comedy, Drama, Romance",USD,"25,000,000.00","46,899,937.26","55,469,238.00","104,060,151.29"
2428775,The Elephant Man (1980),1980,"Biography, Drama",USD,"5,000,000.00","19,991,402.54","26,010,864.00","103,998,730.54"
2339477,Shanghai Noon (2000),2000,"Action, Adventure, Comedy, Western",USD,"55,000,000.00","100,467,246.33","56,932,305.00","103,996,943.83"
2558443,Wayne's World 2 (1993),1993,"Comedy, Music",USD,"40,000,000.00","86,590,845.33","47,965,900.00","103,835,195.70"
2355625,Small Soldiers (1998),1998,"Action, Adventure, Comedy, Family, Sci-Fi",USD,"40,000,000.00","76,240,538.02","53,955,614.00","102,840,126.01"
1890829,DragonHeart (1996),1996,"Action, Adventure, Drama, Fantasy",USD,"57,000,000.00","114,135,853.60","51,317,350.00","102,757,009.59"
2531460,Under Siege 2: Dark Territory (1995),1995,"Action, Thriller",USD,"60,000,000.00","123,146,578.88","50,024,083.00","102,671,578.05"
1698944,A Walk in the Clouds (1995),1995,"Drama, Romance",USD,"20,000,000.00","41,048,859.63","50,012,507.00","102,647,818.97"
1897778,E.T. the Extra-Terrestrial (1982),1982,"Adventure, Family, Fantasy, Sci-Fi",USD,"10,500,000.00","34,267,479.11","31,429,332.00","102,571,807.39"
2308730,Romeo Must Die (2000),2000,"Action, Crime, Thriller",USD,"25,000,000.00","45,666,930.15","55,973,336.00","102,245,217.01"
2172947,Midnight Run (1988),1988,"Action, Adventure, Comedy, Crime, Thriller",USD,"30,000,000.00","79,827,926.71","38,413,606.00","102,215,950.82"
2536827,Up Close & Personal (1996),1996,"Drama, Romance",USD,"60,000,000.00","120,143,003.79","51,045,801.00","102,213,264.38"
1824623,Clueless (1995),1995,"Comedy, Romance",USD,"12,000,000.00","24,629,315.78","49,403,013.00","101,396,867.29"
2165318,Medicine Man (1992),1992,"Adventure, Drama, Romance",USD,"40,000,000.00","89,101,979.85","45,500,797.00","101,355,277.43"
1977592,Gremlins 2: The New Batch (1990),1990,"Comedy, Fantasy, Horror",USD,"50,000,000.00","121,834,817.30","41,482,207.00","101,079,542.22"
2505066,To Catch a Thief (1955),1955,"Crime, Mystery, Romance, Thriller",USD,"2,500,000.00","28,724,423.47","8,750,000.00","100,535,482.14"
2472800,The Return of the Pink Panther (1975),1975,"Comedy, Crime, Mystery",USD,"5,000,000.00","29,540,462.10","17,000,000.00","100,437,571.16"
1924384,Evita (1996),1996,"Biography, Drama, History, Musical, Thriller",USD,"55,000,000.00","110,131,086.81","50,047,179.00","100,213,640.27"
1972108,Golden Earrings (1947),1947,"Adventure, Romance",USD,"1,000,000.00","14,262,682.04","7,000,000.00","99,838,774.25"
2134924,Long xiong hu di (1986),1986,"Action, Adventure, Comedy",USD,"15,000,000.00","42,128,549.70","35,469,408.00","99,618,314.52"
2541694,Varsity Blues (1999),1999,"Comedy, Drama, Romance, Sport",USD,"16,000,000.00","30,015,959.85","52,885,587.00","99,213,228.50"
1946463,Forces of Nature (1999),1999,"Comedy, Romance",USD,"75,000,000.00","140,699,811.79","52,878,756.00","99,200,413.56"
2169865,Message in a Bottle (1999),1999,"Drama, Romance",USD,"80,000,000.00","150,079,799.24","52,799,004.00","99,050,799.01"
1927021,Eyes of Laura Mars (1978),1978,"Horror, Mystery, Thriller",USD,"7,000,000.00","34,564,295.36","20,000,000.00","98,755,129.59"
2473638,The River Wild (1994),1994,"Action, Adventure, Crime, Thriller",USD,"45,000,000.00","94,853,652.38","46,816,343.00","98,682,247.22"
2213866,No Way Out (1987),1987,"Action, Drama, Mystery, Romance, Thriller",USD,"15,000,000.00","41,670,177.74","35,509,515.00","98,645,853.44"
1697037,A Streetcar Named Desire (1951),1951,Drama,USD,"1,800,000.00","22,096,777.04","8,000,000.00","98,207,897.94"
2307289,Rocky V (1990),1990,"Drama, Sport",USD,"42,000,000.00","102,341,246.53","40,123,474.00","97,768,722.48"
2364498,South Park: Bigger Longer & Uncut (1999),1999,"Animation, Comedy, Musical",USD,"21,000,000.00","39,395,947.30","52,008,288.00","97,567,417.78"
1938142,Final Destination (2000),2000,"Horror, Mystery",USD,"23,000,000.00","42,013,575.74","53,302,314.00","97,366,122.01"
2131225,Little Shop of Horrors (1986),1986,"Comedy, Musical",USD,"25,000,000.00","70,214,249.50","34,656,704.00","97,335,778.46"
2148608,Made in America (1993),1993,Comedy,USD,"22,000,000.00","47,624,964.93","44,942,695.00","97,290,648.79"
1703907,Absolute Power (1997),1997,"Crime, Drama, Thriller",USD,"50,000,000.00","96,920,783.95","50,007,168.00","96,934,678.52"
2173344,Mighty Joe Young (1998),1998,"Action, Adventure, Family, Fantasy, Sci-Fi, Thriller",USD,"90,000,000.00","171,541,210.54","50,628,009.00","96,497,666.12"
2468555,The Preacher's Wife (1996),1996,"Comedy, Drama, Fantasy, Romance",USD,"40,000,000.00","80,095,335.86","48,093,211.00","96,301,047.19"
2433086,The Fisher King (1991),1991,"Comedy, Drama, Fantasy",USD,"24,000,000.00","55,118,484.73","41,895,491.00","96,217,332.54"
2280125,Psycho II (1983),1983,"Horror, Mystery, Thriller",USD,"5,000,000.00","15,720,469.36","30,451,264.00","95,741,632.52"
2415482,The Brady Bunch Movie (1995),1995,Comedy,USD,"12,000,000.00","24,629,315.78","46,576,136.00","95,594,863.43"
2461598,The Net (1995),1995,"Action, Crime, Drama, Mystery, Thriller",USD,"22,000,000.00","45,153,745.59","46,564,881.00","95,571,763.19"
2443624,The Hurricane (1999),1999,"Biography, Drama, Sport",USD,"38,000,000.00","71,287,904.64","50,668,906.00","95,054,740.50"
1919898,Escape from the Planet of the Apes (1971),1971,"Action, Sci-Fi",USD,"2,500,000.00","19,258,277.92","12,300,000.00","94,750,727.35"
2374584,Stigmata (1999),1999,"Horror, Thriller",USD,"32,000,000.00","60,031,919.70","50,041,732.00","93,878,163.65"
2415427,The Boys from Brazil (1978),1978,"Drama, Sci-Fi, Thriller",USD,"12,000,000.00","59,253,077.76","19,000,000.00","93,817,373.11"
1890437,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),1964,"Comedy, Sci-Fi, War",USD,"1,800,000.00","17,863,156.17","9,440,272.00","93,685,029.45"
1895286,Dune (1984),1984,"Action, Adventure, Sci-Fi",USD,"40,000,000.00","121,159,686.77","30,925,690.00","93,673,672.84"
2435197,The Game (1997),1997,"Drama, Mystery, Thriller",USD,"50,000,000.00","96,920,783.95","48,265,581.00","93,558,758.97"
2288625,Raging Bull (1980),1980,"Biography, Drama, Sport",USD,"18,000,000.00","71,969,049.15","23,383,987.00","93,495,739.43"
2446369,The Jungle Book (1994),1994,"Adventure, Romance",USD,"27,000,000.00","56,912,191.43","44,342,956.00","93,468,696.31"
2503584,Timecop (1994),1994,"Action, Romance, Sci-Fi, Thriller",USD,"27,000,000.00","56,912,191.43","44,327,925.00","93,437,013.09"
2338707,Shaft (1971),1971,"Action, Thriller",USD,"1,125,000.00","8,666,225.06","12,121,618.00","93,376,595.29"
1957184,G.I. Jane (1997),1997,"Action, Drama",USD,"50,000,000.00","96,920,783.95","48,154,732.00","93,343,887.53"
2160428,Mary Poppins (1964),1964,"Comedy, Family, Fantasy, Musical",USD,"6,000,000.00","59,543,853.89","9,396,754.00","93,253,157.87"
2366408,Speed 2: Cruise Control (1997),1997,"Action, Crime, Romance, Thriller",USD,"160,000,000.00","310,146,508.65","48,068,396.00","93,176,532.47"
2473798,The Road to El Dorado (2000),2000,"Adventure, Animation, Comedy, Family, Romance",USD,"95,000,000.00","173,534,334.57","50,802,661.00","92,800,062.85"
2308720,Romeo + Juliet (1996),1996,"Drama, Romance",USD,"14,500,000.00","29,034,559.25","46,338,728.00","92,787,899.56"
1715380,Alien: Resurrection (1997),1997,"Action, Sci-Fi, Thriller",USD,"75,000,000.00","145,381,175.93","47,748,610.00","92,556,654.28"
2398908,Teenage Mutant Ninja Turtles III (1993),1993,"Action, Adventure, Comedy, Family, Fantasy, Sci-Fi",USD,"17,000,000.00","36,801,109.27","42,660,000.00","92,349,136.55"
1847722,Dangerous Liaisons (1988),1988,"Drama, Romance",USD,"14,000,000.00","37,253,032.47","34,700,000.00","92,334,301.90"
1952001,Friday the 13th: The Final Chapter (1984),1984,"Horror, Thriller",USD,"1,800,000.00","5,452,185.90","30,393,007.00","92,060,180.20"
2550559,Volcano (1997),1997,"Action, Drama, Sci-Fi, Thriller",USD,"90,000,000.00","174,457,411.11","47,474,112.00","92,024,563.05"
1721888,American Gigolo (1980),1980,"Crime, Drama, Thriller",USD,"4,800,000.00","19,191,746.44","23,000,000.00","91,960,451.70"
2562422,What Ever Happened to Baby Jane? (1962),1962,"Drama, Horror, Thriller",USD,"980,000.00","10,009,558.43","9,000,000.00","91,924,516.17"
1766407,Beverly Hills Cop III (1994),1994,"Action, Comedy, Crime, Thriller",USD,"55,000,000.00","115,932,241.80","42,610,000.00","89,815,869.51"
1919853,Escape from New York (1981),1981,"Action, Sci-Fi",USD,"6,000,000.00","21,324,162.71","25,244,700.00","89,720,348.40"
2272308,Practical Magic (1998),1998,"Comedy, Fantasy, Romance",USD,"75,000,000.00","142,951,008.78","46,732,881.00","89,073,499.76"
2434818,The Full Monty (1997),1997,"Comedy, Drama, Music",USD,"3,500,000.00","6,784,454.88","45,857,453.00","88,890,805.90"
2470910,The Rainmaker (1997),1997,"Crime, Drama, Thriller",USD,"40,000,000.00","77,536,627.16","45,856,732.00","88,889,408.30"
1929431,Falling Down (1993),1993,"Crime, Drama, Thriller",USD,"25,000,000.00","54,119,278.33","40,903,593.00","88,546,917.37"
1932160,Fast Times at Ridgemont High (1982),1982,"Comedy, Drama, Romance",USD,"4,500,000.00","14,686,062.47","27,092,880.00","88,419,495.17"
2333494,Sense and Sensibility (1995),1995,"Drama, Romance",USD,"16,500,000.00","33,865,309.19","42,993,774.00","88,242,269.69"
2390996,TRON (1982),1982,"Action, Adventure, Sci-Fi",USD,"17,000,000.00","55,480,680.46","26,918,576.00","87,850,641.97"
1758856,Bean (1997),1997,"Comedy, Family",USD,"22,000,000.00","42,645,144.94","45,298,656.00","87,807,625.03"
2148039,Mad Max 2 (1981),1981,"Action, Adventure, Thriller",USD,"2,000,000.00","7,108,054.24","24,600,832.00","87,432,024.07"
1815901,Child's Play (1988),1988,"Horror, Mystery, Thriller",USD,"9,000,000.00","23,948,378.01","32,842,703.00","87,392,162.94"
1856252,Dead Again (1991),1991,"Mystery, Thriller",USD,"15,000,000.00","34,449,052.96","38,016,380.00","87,308,552.53"
1806151,Casino (1995),1995,"Biography, Crime, Drama",USD,"52,000,000.00","106,727,035.03","42,438,300.00","87,102,190.98"
1832956,Cop Land (1997),1997,"Crime, Drama, Thriller",USD,"10,000,000.00","19,384,156.79","44,886,089.00","87,007,898.69"
2466916,The Piano (1993),1993,"Drama, Romance",USD,"7,000,000.00","15,153,397.93","40,158,000.00","86,932,879.17"
2372234,Starman (1984),1984,"Adventure, Drama, Romance, Sci-Fi",USD,"22,000,000.00","66,637,827.72","28,700,000.00","86,932,075.25"
