movieid,title,Year,genres,Currency,Budget,Adjusted_Budget,Gross_Revenue,Adjusted_Gross_Revenue,Percentage_Profit_Loss,Additional_Data
1847080,Dances with Wolves (1990),1990,"Adventure, Drama, Western",USD,19000000.0,46297230.572221674,184208848.0,448861026.8052282,869.520252631579,"2,740,650 (Argentina) | 7,276,917 (France) | 11,647 (France) (opening day) | 1,513,722 (France) | 6,649,000 (Germany) | 1,322,186 (Sweden)"
1847722,Dangerous Liaisons (1988),1988,"Drama, Romance",USD,14000000.0,37253032.46618932,34700000.0,92334301.89834066,147.85714285714283,"203,433 (Sweden)"
1848628,Dante's Peak (1997),1997,"Action, Adventure, Thriller",USD,116000000.0,224856218.76970783,67155742.0,130175743.23098326,-42.10711896551724,"1,086,256 (UK) (1 January 1998) | 413,619 (Belgium) (1 January 1998) | 1,380,000 (France) (1 January 1998) | 1,270,867 (France) (27 May 1997) | 955,683 (France) (22 April 1997) | 1,420,459 (Germany) (1 January 1998) | 1,368,180 (Germany) (26 May 1997) | 1,330,687 (Germany) (20 May 1997) | 1,269,038 (Germany) (12 May 1997) | 1,145,094 (Germany) (5 May 1997) | 969,769 (Germany) (28 April 1997) | 710,383 (Germany) (21 April 1997) | 354,653 (Germany) (opening week) | 275,680 (Hungary) (1 January 1998) | 362,151 (Italy) (1 January 1998) | 391,566 (Netherlands) (31 December 1998) | 391,541 (Netherlands) (1 January 1998) | 248,277 (Portugal) (1 January 1998) | 197,562 (Portugal) (8 May 1997) | 174,769 (Portugal) (1 May 1997) | 129,406 (Portugal) (24 April 1997) | 74,848 (Portugal) (17 April 1997) | 1,343,150 (Spain) (1 January 1998) | 220,710 (Switzerland) (1 January 1998)"
1849147,Dark City (1998),1998,"Mystery, Sci-Fi",USD,27000000.0,51462363.16059838,14337579.0,27327618.42006552,-46.89785555555556,"3,077,841 (USA) | 228,270 (UK) | 383,915 (France) | 107,771 (Germany) | 95,293 (Italy) | 285,189 (Spain)"
1850182,Das Boot (1981),1981,"Action, Adventure, Drama, History, War",USD,14000000.0,49756379.66214103,11433134.0,40633668.28800951,-18.334757142857143,"213,577 (Germany) (26 April 1998) (director's cut) | 212,854 (Germany) (19 April 1998) (director's cut) | 212,081 (Germany) (13 April 1998) (director's cut) | 210,652 (Germany) (5 April 1998) (director's cut) | 209,502 (Germany) (29 March 1998) (director's cut) | 208,585 (Germany) (22 March 1998) (director's cut) | 205,752 (Germany) (8 March 1998) (director's cut) | 202,908 (Germany) (1 March 1998) (director's cut) | 200,734 (Germany) (22 February 1998) (director's cut) | 196,725 (Germany) (8 February 1998) (director's cut) | 193,415 (Germany) (1 February 1998) (director's cut) | 182,234 (Germany) (18 January 1998) (director's cut) | 150,626 (Germany) (4 January 1998) (director's cut) | 162,204 (Sweden)"
1854045,Daylight (1996),1996,"Action, Adventure, Thriller",USD,80000000.0,160190671.71662626,32885565.0,65849509.339134686,-58.89304375,"1,252,623 (France) (28 January 1997) | 805,002 (France) (31 December 1996) | 1,036,333 (Germany) (3 March 1997) | 947,972 (Germany) (23 February 1997) | 314,200 (Germany) (9 February 1997) | 273,687 (Netherlands) (31 December 1997) | 130,423 (Netherlands) (1 January 1997) | 221,578 (Portugal) (30 January 1997) | 211,016 (Portugal) (16 January 1997) | 198,099 (Portugal) (9 January 1997) | 171,509 (Portugal) (2 January 1997) | 122,595 (Portugal) (26 December 1996) | 66,829 (Portugal) (19 December 1996) | 841,303 (Spain)"
1854142,Days of Heaven (1978),1978,"Drama, Romance",USD,3000000.0,14813269.438987205,3446749.0,17019207.208519902,14.891633333333326,
1854166,Days of Thunder (1990),1990,"Action, Drama, Romance, Sport",USD,60000000.0,146201780.75438425,82670733.0,201443473.01450396,37.78455499999998,"244,030 (Sweden)"
1856252,Dead Again (1991),1991,"Mystery, Thriller",USD,15000000.0,34449052.958148964,38016380.0,87308552.52647434,153.44253333333333,"307,053 (Germany) (1992)"
1856595,Dead Man (1995),1995,"Drama, Fantasy, Western",USD,9000000.0,18471986.832323465,1025488.0,2104755.648078414,-88.60568888888889,"163,216 (France) (30 January 1996) | 389,891 (Germany) | 31,217 (Netherlands) (31 December 1997) | 29,674 (Netherlands) (1 January 1997)"
1856608,Dead Man Walking (1995),1995,"Crime, Drama",USD,11000000.0,22576872.795062013,39025000.0,80096587.34793591,254.77272727272728,"152,743 (France) (16 April 1996) | 68,497 (Netherlands) (31 December 1997) | 67,508 (Netherlands) (1 January 1997) | 1,290,113 (Spain)"
1856613,Dead Man on Campus (1998),1998,Comedy,USD,14000000.0,26684188.30549546,15062898.0,28710086.18989078,7.592128571428562,
1856727,Dead Poets Society (1989),1989,Drama,USD,16400000.0,41800063.7962168,95860116.0,244326766.11663067,484.51290243902446,"3,287,153 (Germany) | 859,077 (Sweden)"
1856731,Dead Presidents (1995),1995,"Crime, Drama, Thriller, War",USD,10000000.0,20524429.81369274,24200000.0,49669120.14913643,142.0,
1857769,Dear God (1996),1996,Comedy,USD,22000000.0,44052434.72207222,7061018.0,14138865.205289863,-67.90446363636363,
1858038,Death Becomes Her (1992),1992,"Comedy, Fantasy",USD,55000000.0,122515222.28892294,58422650.0,130139344.57196261,6.223,"162,400 (Finland) | 2,126,005 (Germany) | 85,156 (Sweden)"
1858357,Death Wish (1974),1974,"Crime, Drama, Thriller",USD,3000000.0,19904363.36617367,22000000.0,145965331.35194024,633.3333333333333,"1,561,266 (France) | 650,605 (Hungary) | 843,943 (Spain) | 3,600,000 (West Germany)"
1858361,Death Wish 3 (1985),1985,"Action, Crime, Drama, Thriller",USD,9000000.0,26237660.752855297,16116878.0,46985464.15101744,79.07642222222222,"740,443 (France) | 335,383 (Spain) (1986) | 206,546 (West Germany)"
1858362,Death Wish 4: The Crackdown (1987),1987,"Action, Crime, Drama, Thriller",USD,5000000.0,13890059.248107733,6767690.0,18800723.014565244,35.3538,
1858363,Death Wish II (1982),1982,"Action, Crime, Drama, Thriller",USD,2000000.0,6527138.877363381,7533000.0,24584468.581589174,276.65000000000003,"1,160,534 (France) | 813,443 (Spain) (1982) | 652,363 (West Germany)"
1858396,Death and the Maiden (1994),1994,"Drama, Mystery, Thriller",USD,12000000.0,25294307.302394927,2104000.0,4434935.213686577,-82.46666666666667,"308,853 (France) (25 April 1995)"
1859351,Deconstructing Harry (1997),1997,"Comedy, Drama, Fantasy, Romance",USD,20000000.0,38768313.58098411,10569071.0,20487252.939384267,-47.154644999999995,"417,673 (France) (27 January 1998) | 256,602 (Germany) (21 June 1998) | 235,418 (Germany) (15 June 1998) | 153,882 (Germany) (1 June 1998) | 81,015 (Germany) (25 May 1998) (opening week) | 28,922 (Netherlands) (31 December 2000) | 28,836 (Netherlands) (31 December 1999) | 665,198 (Spain) (15 April 2003)"
1859542,Deep Blue Sea (1999),1999,"Action, Sci-Fi, Thriller",USD,78000000.0,146327804.26241878,73648142.0,138163729.5752157,-5.579305128205119,"726,243 (Germany) (7 November 1999) | 320,811 (Netherlands) (31 December 2000) | 308,321 (Netherlands) (31 December 1999)"
1859617,Deep Impact (1998),1998,"Action, Drama, Sci-Fi, Thriller",USD,75000000.0,142951008.77943996,140459099.0,267716931.92401636,87.27879866666667,"1,015,837 (Brazil) (23 July 1998) | 1,011,113 (Brazil) (16 July 1998) | 1,002,009 (Brazil) (9 July 1998) | 133,491 (Finland) | 109,615 (France) (2 June 1998) (opening week) | 464,802 (France) (2 June 1998) (opening week) | 15,277 (France) (27 May 1998) (opening day) | 1,181,456 (France) | 231,432 (France) | 2,987,747 (Germany) (12 July 1998) | 2,904,997 (Germany) (5 July 1998) | 2,701,255 (Germany) (21 June 1998) | 2,558,744 (Germany) (15 June 1998) | 1,960,977 (Germany) (1 June 1998) | 1,387,424 (Germany) (25 May 1998) | 477,901 (Germany) (18 May 1998) (opening week) | 3,032,059 (Germany) | 527,087 (Netherlands) (31 December 1998) | 217,219 (Switzerland)"
1859753,Deep Rising (1998),1998,"Action, Adventure, Horror, Sci-Fi",USD,45000000.0,85770605.26766397,11146409.0,21245205.477576382,-75.23020222222222,"41,820 (Germany) (1 June 1998) (opening week) | 10,196 (Netherlands) (31 December 1998)"
1861004,Deliverance (1972),1972,"Adventure, Drama, Thriller",USD,2000000.0,14914445.626878556,46122355.0,343944677.9155451,2206.1177499999994,"156,564 (Sweden)"
1861112,Dellamorte Dellamore (1994),1994,"Comedy, Horror",USD,4000000.0,8431435.767464975,253969.0,535330.8276068281,-93.650775,
1861514,Demolition Man (1993),1993,"Action, Crime, Sci-Fi, Thriller",USD,57000000.0,123391954.59790806,58055768.0,125677450.68776639,1.8522245614035122,"230,780 (Sweden)"
1864846,Der Name der Rose (1986),1986,"Crime, Drama, Mystery, Thriller",USD,17000000.0,47745689.6594455,5595706.0,15715931.888323363,-67.08408235294118,"4,953,133 (France) | 5,896,891 (Germany) | 5,634,000 (Germany) | 122,327 (Sweden)"
1868312,Desert Blue (1998),1998,Drama,USD,2000000.0,3812026.9007850657,99147.0,188975.51556606844,-95.04265000000001,
1868890,Desperado (1995),1995,"Action, Crime, Thriller",USD,7000000.0,14367100.869584918,25625110.0,52594077.16631559,266.073,"387,933 (France) (31 October 1995)"
1869010,Desperate Measures (1998),1998,"Action, Drama, Thriller",USD,50000000.0,95300672.51962663,13806137.0,26314682.81996201,-72.387726,"337,118 (Brazil) (9 July 1998) | 17,862 (Germany) (18 May 1998) (opening week) | 24,612 (Netherlands) (31 December 1998)"
1869092,Desperately Seeking Susan (1985),1985,"Comedy, Drama, Romance",USD,4500000.0,13118830.376427649,27398584.0,79874972.45562322,508.85742222222217,"176,509 (Sweden)"
1870038,Deterrence (1999),1999,"Drama, Thriller",USD,800000.0,1500797.9924350644,144583.0,271237.34517529863,-81.927125,
1870151,Detroit Rock City (1999),1999,"Comedy, Music",USD,15000000.0,28139962.35815746,4193025.0,7866104.377787545,-72.04650000000001,
1870221,Deuce Bigalow: Male Gigolo (1999),1999,Comedy,USD,17000000.0,31891957.33924512,65535067.0,122943621.23462181,285.50039411764703,"165,071 (Netherlands) (31 December 2000)"
1870798,Devil in a Blue Dress (1995),1995,"Crime, Drama, Mystery, Thriller",USD,27000000.0,55415960.4969704,16030096.0,32900858.025875673,-40.629274074074075,904 (Netherlands) (1 January 1997)
1871833,Dial M for Murder (1954),1954,"Crime, Mystery, Thriller",USD,1400000.0,15973077.40261886,12562.0,143324.14166549867,-99.10271428571428,
1872587,Dick (1999),1999,Comedy,USD,13000000.0,24387967.377069797,6241697.0,11709407.908734955,-51.98694615384616,
1872662,Dick Tracy (1990),1990,"Action, Comedy, Crime, Romance, Thriller",USD,46000000.0,112088031.91169459,103738726.0,252779774.57318565,125.51896956521738,"542,401 (Germany) | 157,920 (Sweden)"
1874279,Die Hard (1988),1988,"Action, Thriller",USD,28000000.0,74506064.93237863,80707729.0,214757689.1935292,188.24188928571422,"1,674,382 (Spain) | 250,000 (Sweden) (4 November 1988) | 510,895 (Sweden)"
1874284,Die Hard 2 (1990),1990,"Action, Thriller",USD,70000000.0,170568744.2134483,115288665.0,280923468.72992754,64.69809285714285,"1,719,676 (Spain) | 496,216 (Sweden)"
1874295,Die Hard: With a Vengeance (1995),1995,"Action, Crime, Thriller",USD,90000000.0,184719868.32323465,100003359.0,205251192.2929018,11.114843333333338,"112,318 (Belgium) | 211,728 (Finland) | 3,263,430 (France) (3 October 1995) | 46,467 (France) (opening day) | 3,203,664 (Germany) | 293,500 (Israel) | 1,826,999 (Spain)"
1878669,Digimon: The Movie (2000),2000,"Action, Adventure, Animation, Fantasy, Sci-Fi, Thriller",USD,5000000.0,9133386.029911546,9628751.0,17588619.973779365,92.57502,"667,335 (Germany) (8 April 2001) | 253,023 (Spain) (31 August 2002) | 218,526 (Spain) (30 June 2001)"
1879298,Diner (1982),1982,"Comedy, Drama",USD,5000000.0,16317847.193408452,14100000.0,46016329.08541184,182.00000000000003,
1879599,Dinosaur (2000),2000,"Adventure, Animation, Family, Sci-Fi, Thriller",USD,127500000.0,232901343.76274443,137748063.0,251621246.85031512,8.037696470588243,"3,443,470 (Germany) (30 June 2001) | 572,969 (Netherlands) (31 December 2001) | 403,088 (Netherlands) (31 December 2000) | 2,283,135 (Spain) (10 August 2002) | 2,280,942 (Spain) (31 December 2001) | 2,242,900 (Spain) (25 June 2001)"
1880202,Dirty Dancing (1987),1987,"Drama, Music, Romance",USD,6000000.0,16668071.09772928,63952836.0,177661736.22490343,965.8805999999998,"8,669,000 (Germany) | 554,966 (Sweden)"
1880648,Dirty Work (1998),1998,Comedy,USD,13000000.0,24778174.855102926,9975684.0,19013787.88086558,-23.263969230769238,
1880846,Disclosure (1994),1994,"Drama, Thriller",USD,32000000.0,67451486.1397198,83000000.0,174952292.17489824,159.37500000000003,"300,000 (Austria) | 95,235 (Belgium) | 1,428,422 (France) (28 March 1995) | 186,000 (Israel) | 214,705 (Sweden)"
1881802,Disturbing Behavior (1998),1998,"Horror, Mystery, Sci-Fi, Thriller",USD,15000000.0,28590201.755887993,17411331.0,33186231.07523647,16.075540000000004,"24,733 (Germany) (30 May 1999) (opening weekend)"
1883153,Do the Right Thing (1989),1989,Drama,USD,6500000.0,16567098.455817634,27545445.0,70207399.89604762,323.7760769230769,
1883527,Doctor Dolittle (1967),1967,"Adventure, Comedy, Family, Fantasy, Musical, Romance",USD,18000000.0,167695839.30104497,9000000.0,83847919.65052249,-50.0,
1883528,Doctor Dolittle (1998),1998,"Comedy, Family, Fantasy",USD,71500000.0,136279961.70306608,144156464.0,274764159.3450269,101.61743216783216,"340,634 (Brazil) (9 July 1998) | 162,397 (Brazil) (2 July 1998) (opening week) | 3,626,053 (Germany) (15 November 1998) | 3,492,109 (Germany) (8 November 1998) | 3,296,024 (Germany) (1 November 1998) | 2,909,918 (Germany) (25 October 1998) | 2,377,796 (Germany) (18 October 1998) | 1,664,477 (Germany) (12 October 1998) | 485,546 (Netherlands) (31 December 1999) | 483,346 (Netherlands) (31 December 1998) | 230,000 (Portugal)"
1883660,Doctor Zhivago (1965),1965,"Drama, Romance, War",USD,11000000.0,108082903.10671124,111721910.0,1097748033.9478831,915.6537272727273,"6,083,616 (Spain) | 1,800,000 (Sweden)"
1884286,Dogma (1999),1999,"Adventure, Comedy, Fantasy",USD,10000000.0,18759974.905438308,30651422.0,57501990.753599964,206.51421999999994,"6,008,935 (USA) | 585,654 (UK) | 168,433 (France) (31 December 2000) | 140,373 (France) (1 February 2000) | 316,775 (Germany) | 44,206 (Netherlands) (31 December 2001) | 43,968 (Netherlands) (31 December 2000) | 435,899 (Spain)"
1885734,Don Juan DeMarco (1994),1994,"Comedy, Drama, Romance",USD,25000000.0,52696473.546656094,22200000.0,46794468.50943062,-11.19999999999999,"513,686 (France) (8 August 1995) | 1,564,307 (Germany) (31 December 1995)"
1887066,Donnie Brasco (1997),1997,"Biography, Crime, Drama, Thriller",USD,35000000.0,67844548.76672219,41954997.0,81326223.99926238,19.871420000000008,"600,609 (France) (22 April 1997) | 269,267 (France) (25 March 1997) | 226,541 (Germany) (31 May 1997) | 139,775 (Germany) (28 April 1997) | 63,785 (Germany) (opening week) | 693 (Japan) (1997) | 128,082 (Netherlands) (31 December 1998) | 127,868 (Netherlands) (1 January 1998) | 30,158 (Portugal) (11 September 1997) | 27,553 (Portugal) (4 September 1997) | 21,348 (Portugal) (28 August 1997) | 12,454 (Portugal) (21 August 1997) (opening week)"
1888823,Double Jeopardy (1999),1999,"Crime, Mystery, Thriller",USD,70000000.0,131319824.33806814,116735231.0,218995000.41405436,66.7646157142857,"411,335 (Germany) (31 December 2000) | 149,974 (Netherlands) (31 December 2000)"
1889009,Double Team (1997),1997,"Action, Comedy, Thriller",USD,30000000.0,58152470.371476166,11438337.0,22172251.783048652,-61.87221,"358,958 (France) (1997) | 185,190 (France) (opening week) | 529,524 (Germany) (29 December 1997) | 435,359 (Germany) (22 December 1997) | 344,886 (Germany) (15 December 1997) | 173,950 (Germany) (8 December 1997) (opening week) | 52,309 (Netherlands) (31 December 1998) | 41,949 (Netherlands) (1 January 1998) | 515,206 (Spain) (1997)"
1889253,Doug's 1st Movie (1999),1999,"Animation, Comedy, Family",USD,5000000.0,9379987.452719154,19421271.0,36434255.65917167,288.42542,"5,017 (Netherlands) (31 December 1999)"
1889579,Down by Law (1986),1986,"Comedy, Crime, Drama",USD,1100000.0,3089426.977964121,1419835.0,3987705.9575069887,29.075909090909086,
1889788,Down to You (2000),2000,"Comedy, Drama, Romance",USD,9000000.0,16440094.853840783,20035310.0,36598044.091789424,122.61455555555558,"12,040 (Netherlands) (31 December 2000)"
1890357,Dr. No (1962),1962,"Action, Adventure, Crime, Thriller",USD,1100000.0,11235218.64260585,16067035.0,164106046.51218244,1360.6395454545454,"19,000,000 (USA)"
1890437,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),1964,"Comedy, Sci-Fi, War",USD,1800000.0,17863156.168000076,9440272.0,93685029.446888,424.45955555555554,"681,103 (Spain) (20 December 2002) | 679,721 (Spain) (31 December 2001)"
1890522,Dracula (1992),1992,"Drama, Horror, Romance",USD,40000000.0,89101979.8464894,82522790.0,183823599.28640193,106.30697500000001,"234,784 (Sweden)"
1890588,Dracula: Dead and Loving It (1995),1995,"Comedy, Horror, Thriller",USD,30000000.0,61573289.441078216,10693649.0,21948104.835276555,-64.35450333333333,"148,554 (France) (16 April 1996) | 16,822 (Portugal) (1 August 1996) | 9,220 (Portugal) (25 July 1996)"
1890829,DragonHeart (1996),1996,"Action, Adventure, Drama, Fantasy",USD,57000000.0,114135853.59809622,51317350.0,102757009.59021513,-9.969561403508783,"517,253 (France) (3 December 1996) | 1,484,879 (Germany) (12 January 1997) | 1,355,871 (Germany) (29 December 1996) | 1,119,554 (Germany) (15 December 1996) | 624,276 (Germany) (1 December 1996) | 72,233 (Netherlands) (1 January 1998) | 102,341 (Portugal) (28 November 1996) | 93,396 (Portugal) (21 November 1996) | 78,875 (Portugal) (14 November 1996) | 61,466 (Portugal) (7 November 1996) | 38,203 (Portugal) (31 October 1996) | 924,846 (Spain)"
1891649,Dream with the Fishes (1997),1997,"Comedy, Drama",USD,1000000.0,1938415.6790492055,464655.0,900694.5373486086,-53.534499999999994,
1892794,Drive Me Crazy (1999),1999,"Comedy, Drama, Romance",USD,8000000.0,15007979.924350645,17843379.0,33474134.226822484,123.04223749999998,
1892991,Driving Miss Daisy (1989),1989,"Comedy, Drama",USD,7500000.0,19115882.833635733,106593296.0,271683327.62494034,1321.2439466666665,
1893210,Drop Dead Gorgeous (1999),1999,Comedy,USD,10000000.0,18759974.905438308,10561238.0,19812855.985036146,5.612379999999999,"9,372 (Netherlands) (31 December 2000)"
1893245,Drop Zone (1994),1994,"Action, Thriller",USD,45000000.0,94853652.38398097,28720380.0,60538509.79679643,-36.17693333333333,
1893343,Drowning Mona (2000),2000,"Comedy, Crime, Mystery",USD,16000000.0,29226835.29571695,15427192.0,28180499.978712633,-3.5800500000000035,"12,849 (Netherlands) (31 December 2001)"
1893483,Drugstore Cowboy (1989),1989,"Crime, Drama",USD,2500000.0,6371960.944545244,4729352.0,12054098.494802775,89.17407999999999,
1894453,Dudley Do-Right (1999),1999,"Comedy, Family, Romance",USD,70000000.0,131319824.33806814,9694105.0,18186116.6530684,-86.15127857142856,
1894753,Duets (2000),2000,"Comedy, Drama, Music",USD,15000000.0,27400158.08973464,4734235.0,8647919.162263658,-68.43843333333334,"19,301 (Spain) (31 August 2002) | 17,742 (Spain) (30 June 2001)"
1895102,Dumb & Dumber (1994),1994,Comedy,USD,16000000.0,33725743.0698599,127175354.0,268067707.11390498,694.8459625,"582,623 (France) (8 August 1995) | 82,869 (Sweden)"
1895286,Dune (1984),1984,"Action, Adventure, Sci-Fi",USD,40000000.0,121159686.76540735,30925690.0,93673672.83510226,-22.685775000000003,"2,310,457 (France) (31 December 2001)"
1897778,E.T. the Extra-Terrestrial (1982),1982,"Adventure, Family, Fantasy, Sci-Fi",USD,10500000.0,34267479.10615775,31429332.0,102571807.3933805,199.32697142857143,"8,931,000 (France) | 284,454 (Germany) (14 April 2002) | 101,489 (Germany) (31 March 2002) (re-release) | 83,035 (Norway) (19 May 2002) | 58,595 (Norway) (28 April 2002) | 411,025 (Spain) (11 April 2002) (re-release) | 7,570,179 (Spain)"
1898372,Earthquake (1974),1974,"Action, Drama, Thriller",USD,7000000.0,46443514.521071896,79700000.0,528792586.7613471,1038.5714285714284,
1898814,Easy Rider (1969),1969,Drama,USD,400000.0,3455619.112109392,41728598.0,360495351.92582434,10332.1495,"358,455 (Hungary) (1980)"
1899730,Ed Wood (1994),1994,"Biography, Comedy, Drama",USD,18000000.0,37941460.95359239,5887457.0,12409928.88230301,-67.29190555555556,"225,000 (France) (8 August 1995) | 132,005 (Spain)"
1899769,Eddie (1996),1996,"Comedy, Sport",USD,30000000.0,60071501.89373485,31356117.0,62786968.05818905,4.520389999999998,
1900069,Edge of Seventeen (1998),1998,"Comedy, Drama, Romance",USD,700000.0,1334209.415274773,870751.0,1659663.1179427484,24.392999999999994,
1900319,Edtv (1999),1999,Comedy,USD,80000000.0,150079799.24350646,22362500.0,41951993.882286415,-72.046875,"37,007 (Netherlands) (31 December 1999) | 169,384 (Spain) (30 June 2001) | 17,100 (Sweden) (26 August 1999)"
1900465,Edward Scissorhands (1990),1990,"Drama, Fantasy, Romance",USD,20000000.0,48733926.91812808,56362352.0,137337937.1650905,181.81176000000002,"255,220 (Spain)"
1907821,El mariachi (1992),1992,"Action, Crime, Drama, Thriller",USD,7000.0,15592.846473135645,2040920.0,4546250.317707429,29056.0,
1910848,Election (1999),1999,"Comedy, Drama",USD,8000000.0,15007979.924350645,14879556.0,27914009.716406398,85.99444999999999,"3,015 (Netherlands) (31 December 2001) | 2,565 (Netherlands) (31 December 2000)"
1911817,Elizabeth (1998),1998,"Biography, Drama, History",USD,25000000.0,47650336.259813316,30012990.0,57205162.62649658,20.05196000000001,"253,075 (Germany) (15 November 1998) | 163,265 (Germany) (8 November 1998) | 66,192 (Germany) (1 November 1998) (opening week) | 95,451 (Netherlands) (31 December 1999) | 67,122 (Netherlands) (31 December 1998)"
1913354,Emma (1996),1996,"Comedy, Romance",USD,6000000.0,12014300.37874697,22201883.0,44456681.88929932,270.03138333333334,"40,389 (Netherlands) (31 December 1997) | 26,563 (Netherlands) (1 January 1997) | 9,264 (Portugal) (20 February 1997) | 99,397 (Spain)"
1915498,End of Days (1999),1999,"Action, Horror, Thriller",USD,83000000.0,155707791.71513793,66862068.0,125433071.78057095,-19.44329156626506,"1,250,275 (France) (18 January 2000) | 1,201,503 (France) (11 January 2000) | 1,091,384 (France) (4 January 2000) | 814,315 (France) (28 December 1999) | 511,835 (France) (21 December 1999) | 327,337 (Netherlands) (31 December 2000) | 194,208 (Netherlands) (31 December 1999)"
1915987,Enemy of the State (1998),1998,"Action, Drama, Thriller",USD,90000000.0,171541210.53532794,111544445.0,212605212.4865701,23.938272222222224,"3,067,633 (Germany) (7 February 1999) | 2,969,633 (Germany) (31 January 1999) | 2,846,791 (Germany) (24 January 1999) | 2,350,491 (Germany) (10 January 1999) | 1,869,253 (Germany) (3 January 1999) | 547,440 (Germany) (20 December 1998) (opening week) | 573,674 (Netherlands) (31 December 1999)"
1917129,Entrapment (1999),1999,"Action, Crime, Romance, Thriller",USD,66000000.0,123815834.37589282,87704396.0,164533226.80566236,32.88544848484848,"2,621,565 (France) | 1,143,994 (Germany) (11 July 1999) | 1,099,772 (Germany) (4 July 1999) | 1,043,766 (Germany) (27 June 1999) | 807,521 (Germany) (13 June 1999) | 595,016 (Germany) (6 June 1999) | 232,760 (Germany) (30 May 1999) (opening week) | 462,844 (Netherlands) (31 December 1999) | 2,649,965 (Spain) (30 June 2001)"
1918307,Eraser (1996),1996,"Action, Mystery, Thriller",USD,100000000.0,200238339.64578283,101228120.0,202697506.7426406,1.228119999999999,"1,467,367 (France) (1 October 1996) | 1,281,394 (France) (3 September 1996) | 256,447 (Netherlands) (1 January 1997) | 256,133 (Portugal) (10 October 1996) | 252,527 (Portugal) (3 October 1996) | 248,518 (Portugal) (26 September 1996) | 241,740 (Portugal) (19 September 1996) | 230,004 (Portugal) (12 September 1996) | 204,682 (Portugal) (5 September 1996) | 171,195 (Portugal) (29 August 1996) | 124,628 (Portugal) (22 August 1996) | 1,501,728 (Spain)"
1918312,Eraserhead (1977),1977,"Fantasy, Horror",USD,20000.0,105371.72327599564,7000000.0,36880103.14659847,34900.0,"122,507 (France)"
1918615,Erin Brockovich (2000),2000,"Biography, Drama",USD,52000000.0,94987214.71108009,125548685.0,229336921.13055307,141.43977884615384,"198,190 (Denmark) | 2,681,826 (Germany) (31 December 2000) | 301,252 (Netherlands) (31 December 2001) | 300,390 (Netherlands) (31 December 2000) | 2,027,942 (Spain) (10 August 2002) | 329,719 (Sweden) (1 June 2000) | 210,253 (Sweden) (27 April 2000)"
1919846,Escape from L.A. (1996),1996,"Action, Adventure, Sci-Fi, Thriller",USD,50000000.0,100119169.82289141,25477365.0,51015452.6614958,-49.04527,"267,987 (France) (3 December 1996) | 145,135 (Germany) (3 November 1996) | 21,290 (Netherlands) (31 December 1997) | 21,201 (Netherlands) (1 January 1997) | 69,972 (Portugal) (21 November 1996) | 55,734 (Portugal) (14 November 1996) | 36,304 (Portugal) (7 November 1996)"
1919853,Escape from New York (1981),1981,"Action, Sci-Fi",USD,6000000.0,21324162.712346155,25244700.0,89720348.40406083,320.745,"1,243,900 (France) | 368,416 (Sweden) | 2,653,541 (West Germany)"
1919898,Escape from the Planet of the Apes (1971),1971,"Action, Sci-Fi",USD,2500000.0,19258277.915706944,12300000.0,94750727.34527817,392.00000000000006,
1921463,Et Dieu... créa la femme (1956),1956,"Drama, Romance",USD,300000.0,3433198.024178398,4000000.0,45775973.65571197,1233.3333333333333,
1923001,Eve's Bayou (1997),1997,Drama,USD,6000000.0,11630494.074295234,14821531.0,28730288.07791385,147.02551666666665,725 (Netherlands) (31 December 1998)
1923072,Even Cowgirls Get the Blues (1993),1993,"Comedy, Drama, Romance, Western",USD,8000000.0,17318169.06637306,1710000.0,3701758.637937242,-78.625,
1923165,Event Horizon (1997),1997,"Horror, Sci-Fi",USD,50000000.0,96920783.95246027,26616590.0,51594015.37882429,-46.766819999999996,"5,687,258 (USA) (31 December 1997) | 968,953 (UK) (31 December 1997) | 83,489 (Belgium) (31 December 1998) | 185,142 (France) (31 December 1998) | 353,811 (Germany) (31 December 1998) | 255,333 (Germany) (26 January 1998) | 130,816 (Germany) (19 January 1998) (opening week) | 129,342 (Italy) (31 December 1998) | 38,100 (Netherlands) (31 December 1998) | 366,470 (Spain) (31 December 1999)"
1923244,EverAfter (1998),1998,"Comedy, Drama, Romance",USD,26000000.0,49556349.71020585,65703412.0,125231587.00868215,152.7054307692308,"519,328 (Germany) (10 January 1999) | 359,606 (Germany) (3 January 1999) | 33,304 (Netherlands) (31 December 1999) | 1,137,669 (Spain) (10 August 2002)"
1923821,Everyone Says I Love You (1996),1996,"Comedy, Musical, Romance",USD,20000000.0,40047667.929156564,9714482.0,19452117.461988438,-51.42758999999999,"1,338,231 (France) (25 March 1997) | 835,789 (France) (25 February 1997) | 392,611 (Germany) (22 September 1997) | 364,454 (Germany) (15 September 1997) | 315,392 (Germany) (8 September 1997) | 251,091 (Germany) (1 September 1997) | 168,538 (Germany) (25 August 1997) | 71,046 (Germany) (18 August 1997) (opening week) | 35,169 (Netherlands) (31 December 1998) | 34,543 (Netherlands) (1 January 1998) | 39,039 (Portugal) (26 June 1997) | 33,123 (Portugal) (19 June 1997) | 26,165 (Portugal) (12 June 1997) | 15,466 (Portugal) (5 June 1997) | 5,986 (Portugal) (29 May 1997) (opening week) | 506,503 (Spain) (15 April 2003)"
