movieid,title,genre
1797386,"C'est arrivé près de chez vous (1992)",Drama
1798275,"Cabaret (1972)",Drama
1798275,"Cabaret (1972)",Musical
1798372,"Cabin Boy (1994)",Comedy
1798372,"Cabin Boy (1994)",Music
1798372,"Cabin Boy (1994)",Romance
1798632,"Caddyshack (1980)",Comedy
1798632,"Caddyshack (1980)",Sport
1799339,"Calendar Girl (1993)",Comedy
1799339,"Calendar Girl (1993)",Drama
1799603,"Caligula (1996)",Drama
1801311,"Can't Hardly Wait (1998)",Comedy
1801311,"Can't Hardly Wait (1998)",Romance
1801574,"Canadian Bacon (1995)",Comedy
1801936,"Candleshoe (1977)",Adventure
1801936,"Candleshoe (1977)",Comedy
1801936,"Candleshoe (1977)",Drama
1801936,"Candleshoe (1977)",Family
1802055,"Candyman (1992)",Horror
1802058,"Candyman: Farewell to the Flesh (1995)",Horror
1802287,"Cannibal ferox (1981)",Adventure
1802287,"Cannibal ferox (1981)",Horror
1802676,"Cape Fear (1962)",Thriller
1802677,"Cape Fear (1991)",Thriller
1803115,"Captain Horatio Hornblower R.N. (1951)",Action
1803115,"Captain Horatio Hornblower R.N. (1951)",Adventure
1803115,"Captain Horatio Hornblower R.N. (1951)",Drama
1803115,"Captain Horatio Hornblower R.N. (1951)",War
1803357,"Captives (1994)",Crime
1803357,"Captives (1994)",Drama
1803357,"Captives (1994)",Romance
1803357,"Captives (1994)",Thriller
1803905,"Career Girls (1997)",Drama
1803921,"Careful (1992)",Comedy
1803921,"Careful (1992)",Drama
1803921,"Careful (1992)",Romance
1804232,"Carlito's Way (1993)",Crime
1804232,"Carlito's Way (1993)",Drama
1804232,"Carlito's Way (1993)",Thriller
1804427,"Carmen (1984)",Drama
1804427,"Carmen (1984)",Music
1804484,"Carmen Miranda: Bananas Is My Business (1995)",Biography
1804484,"Carmen Miranda: Bananas Is My Business (1995)",Documentary
1804484,"Carmen Miranda: Bananas Is My Business (1995)",Music
1804630,"Carnal Knowledge (1971)",Drama
1804779,"Carne trémula (1997)",Drama
1804898,"Carnival of Souls (1962)",Horror
1804898,"Carnival of Souls (1962)",Thriller
1804923,"Carnosaur (1993)",Horror
1804923,"Carnosaur (1993)",Sci-Fi
1804924,"Carnosaur 2 (1995)",Action
1804924,"Carnosaur 2 (1995)",Horror
1804924,"Carnosaur 2 (1995)",Sci-Fi
1804925,"Carnosaur 3: Primal Species (1996)",Action
1804925,"Carnosaur 3: Primal Species (1996)",Horror
1804925,"Carnosaur 3: Primal Species (1996)",Sci-Fi
1804947,"Caro diario (1993)",Biography
1804947,"Caro diario (1993)",Comedy
1804947,"Caro diario (1993)",Drama
1805163,"Carpool (1996)",Comedy
1805225,"Carrie (1976)",Horror
1805225,"Carrie (1976)",Thriller
1805246,"Carried Away (1996)",Drama
1805246,"Carried Away (1996)",Romance
1805273,"Carrington (1995)",Biography
1805273,"Carrington (1995)",Drama
1805799,"Casablanca (1942)",Drama
1805799,"Casablanca (1942)",Romance
1805799,"Casablanca (1942)",War
1806151,"Casino (1995)",Biography
1806151,"Casino (1995)",Crime
1806151,"Casino (1995)",Drama
1806217,"Casper (1995)",Comedy
1806217,"Casper (1995)",Family
1806217,"Casper (1995)",Fantasy
1806794,"Cat Ballou (1965)",Comedy
1806794,"Cat Ballou (1965)",Musical
1806794,"Cat Ballou (1965)",Western
1806845,"Cat People (1982)",Drama
1806845,"Cat People (1982)",Fantasy
1806845,"Cat People (1982)",Horror
1806845,"Cat People (1982)",Romance
1806845,"Cat People (1982)",Thriller
1806896,"Cat on a Hot Tin Roof (1958)",Drama
1806914,"Cat's Eye (1985)",Comedy
1806914,"Cat's Eye (1985)",Horror
1806914,"Cat's Eye (1985)",Thriller
1806940,"CatWalk (2010)",Animation
1806940,"CatWalk (2010)",Comedy
1806940,"CatWalk (2010)",Romance
1806940,"CatWalk (2010)",Short
1807303,"Catfish in Black Bean Sauce (1999)",Comedy
1807303,"Catfish in Black Bean Sauce (1999)",Drama
1807444,"Cats Don't Dance (1997)",Animation
1807444,"Cats Don't Dance (1997)",Comedy
1807444,"Cats Don't Dance (1997)",Family
1807444,"Cats Don't Dance (1997)",Fantasy
1807444,"Cats Don't Dance (1997)",Musical
1807562,"Caught (1996)",Drama
1807562,"Caught (1996)",Thriller
1807604,"Caught Up (1998)",Crime
1807604,"Caught Up (1998)",Drama
1807604,"Caught Up (1998)",Thriller
1807863,"Cavalcade (1933)",Drama
1807863,"Cavalcade (1933)",Romance
1807863,"Cavalcade (1933)",War
1808298,"Cecil B. DeMented (2000)",Comedy
1808298,"Cecil B. DeMented (2000)",Crime
1808298,"Cecil B. DeMented (2000)",Thriller
1808524,"Celebrity (1998)",Comedy
1808524,"Celebrity (1998)",Drama
1808813,"Celtic Pride (1996)",Comedy
1808813,"Celtic Pride (1996)",Sport
1809047,"Center Stage (2000)",Drama
1809047,"Center Stage (2000)",Music
1809149,"Central do Brasil (1998)",Drama
1809197,"Century (1993)",Drama
1809197,"Century (1993)",Romance
1809431,"Cerro Torre: Schrei aus Stein (1991)",Drama
1809724,"Ceux qui m'aiment prendront le train (1998)",Drama
1809724,"Ceux qui m'aiment prendront le train (1998)",Romance
1809864,"Chacun cherche son chat (1996)",Comedy
1809864,"Chacun cherche son chat (1996)",Romance
1809984,"Chain Reaction (1996)",Action
1809984,"Chain Reaction (1996)",Drama
1809984,"Chain Reaction (1996)",Sci-Fi
1809984,"Chain Reaction (1996)",Thriller
1809998,"Chain of Fools (2000)",Comedy
1809998,"Chain of Fools (2000)",Crime
1810092,"Chairman of the Board (1998)",Comedy
1810470,"Champagne (1928)",Comedy
1811382,"Chao ji ji hua (1993)",Action
1811382,"Chao ji ji hua (1993)",Comedy
1811382,"Chao ji ji hua (1993)",Crime
1811382,"Chao ji ji hua (1993)",Thriller
1811626,"Charade (1963)",Comedy
1811626,"Charade (1963)",Mystery
1811626,"Charade (1963)",Romance
1811626,"Charade (1963)",Thriller
1811722,"Chariots of Fire (1981)",Drama
1811722,"Chariots of Fire (1981)",History
1811722,"Chariots of Fire (1981)",Sport
1812202,"Charlie, the Lonesome Cougar (1967)",Adventure
1812202,"Charlie, the Lonesome Cougar (1967)",Family
1812255,"Charlotte's Web (1973)",Animation
1812255,"Charlotte's Web (1973)",Family
1812255,"Charlotte's Web (1973)",Musical
1812450,"Chasers (1994)",Comedy
1812490,"Chasing Amy (1997)",Comedy
1812490,"Chasing Amy (1997)",Drama
1812490,"Chasing Amy (1997)",Romance
1813663,"Cheetah (1989)",Adventure
1813663,"Cheetah (1989)",Family
1815267,"Chicken Run (2000)",Animation
1815267,"Chicken Run (2000)",Comedy
1815267,"Chicken Run (2000)",Family
1815901,"Child's Play (1988)",Horror
1815901,"Child's Play (1988)",Mystery
1815901,"Child's Play (1988)",Thriller
1815914,"Child's Play 2 (1990)",Horror
1815914,"Child's Play 2 (1990)",Mystery
1815914,"Child's Play 2 (1990)",Thriller
1815915,"Child's Play 3 (1991)",Horror
1815915,"Child's Play 3 (1991)",Mystery
1815915,"Child's Play 3 (1991)",Thriller
1816153,"Children of a Lesser God (1986)",Drama
1816153,"Children of a Lesser God (1986)",Romance
1816171,"Children of the Corn (1984)",Horror
1816175,"Children of the Corn II: The Final Sacrifice (1992)",Horror
1816175,"Children of the Corn II: The Final Sacrifice (1992)",Thriller
1816176,"Children of the Corn III: Urban Harvest (1995)",Horror
1816176,"Children of the Corn III: Urban Harvest (1995)",Thriller
1816182,"Children of the Damned (1964)",Sci-Fi
1816238,"Children of the Revolution (1996)",Comedy
1816238,"Children of the Revolution (1996)",Drama
1816379,"Chill Factor (1999)",Action
1816379,"Chill Factor (1999)",Adventure
1816379,"Chill Factor (1999)",Comedy
1816379,"Chill Factor (1999)",Thriller
1816691,"Chinatown (1974)",Crime
1816691,"Chinatown (1974)",Drama
1816691,"Chinatown (1974)",Mystery
1816691,"Chinatown (1974)",Thriller
1816742,"Chinese Box (1997)",Drama
1816742,"Chinese Box (1997)",Romance
1817535,"Choices (1981)",Drama
1817898,"Chopping Mall (1986)",Comedy
1817898,"Chopping Mall (1986)",Horror
1817898,"Chopping Mall (1986)",Sci-Fi
1818342,"Christine (1983)",Drama
1818342,"Christine (1983)",Horror
1818342,"Christine (1983)",Mystery
1818342,"Christine (1983)",Thriller
1818562,"Christmas Vacation (1989)",Comedy
1819155,"Chuck & Buck (2000)",Comedy
1819155,"Chuck & Buck (2000)",Drama
1819411,"Chung Hing sam lam (1994)",Drama
1819411,"Chung Hing sam lam (1994)",Mystery
1819411,"Chung Hing sam lam (1994)",Romance
1819870,"Chûshingura (1962)",Action
1819870,"Chûshingura (1962)",Drama
1819870,"Chûshingura (1962)",History
1820288,"Cimarron (1931)",Drama
1820288,"Cimarron (1931)",Western
1820400,"Cinderella (1950)",Animation
1820400,"Cinderella (1950)",Family
1820400,"Cinderella (1950)",Fantasy
1820400,"Cinderella (1950)",Musical
1820400,"Cinderella (1950)",Romance
1821008,"Circle of Friends (1995)",Drama
1821008,"Circle of Friends (1995)",Romance
1821229,"Circus (2000)",Crime
1821229,"Circus (2000)",Drama
1821229,"Circus (2000)",Thriller
1821599,"Citizen Kane (1941)",Drama
1821599,"Citizen Kane (1941)",Mystery
1821619,"Citizen Ruth (1996)",Comedy
1821619,"Citizen Ruth (1996)",Drama
1821739,"City Hall (1996)",Drama
1821739,"City Hall (1996)",Thriller
1821769,"City Lights (1931)",Comedy
1821769,"City Lights (1931)",Drama
1821769,"City Lights (1931)",Romance
1821807,"City Slickers II: The Legend of Curly's Gold (1994)",Adventure
1821807,"City Slickers II: The Legend of Curly's Gold (1994)",Comedy
1821807,"City Slickers II: The Legend of Curly's Gold (1994)",Western
1821852,"City of Angels (1998)",Drama
1821852,"City of Angels (1998)",Fantasy
1821852,"City of Angels (1998)",Romance
1821917,"City of Industry (1997)",Crime
1821917,"City of Industry (1997)",Drama
1821917,"City of Industry (1997)",Thriller
1822415,"Clara's Heart (1988)",Drama
1822607,"Class (1983)",Comedy
1822607,"Class (1983)",Drama
1822607,"Class (1983)",Romance
1822639,"Class Reunion (1982)",Comedy
1822639,"Class Reunion (1982)",Horror
1822675,"Class of Nuke 'Em High (1986)",Comedy
1822675,"Class of Nuke 'Em High (1986)",Horror
1822675,"Class of Nuke 'Em High (1986)",Sci-Fi
1823008,"Clay Pigeons (1998)",Comedy
1823008,"Clay Pigeons (1998)",Crime
1823101,"Clean Slate (1994)",Comedy
1823101,"Clean Slate (1994)",Mystery
1823223,"Clear and Present Danger (1994)",Action
1823223,"Clear and Present Danger (1994)",Drama
1823223,"Clear and Present Danger (1994)",Thriller
1823361,"Clerks. (1994)",Comedy
1823486,"Cliffhanger (1993)",Action
1823486,"Cliffhanger (1993)",Adventure
1823486,"Cliffhanger (1993)",Thriller
1823740,"Clockers (1995)",Crime
1823740,"Clockers (1995)",Drama
1823740,"Clockers (1995)",Mystery
1823753,"Clockwatchers (1997)",Comedy
1823753,"Clockwatchers (1997)",Drama
1823865,"Close Encounters of the Third Kind (1977)",Adventure
1823865,"Close Encounters of the Third Kind (1977)",Drama
1823865,"Close Encounters of the Third Kind (1977)",Sci-Fi
1824605,"Clubland (1999)",Music
1824615,"Clue (1985)",Comedy
1824615,"Clue (1985)",Crime
1824615,"Clue (1985)",Mystery
1824615,"Clue (1985)",Thriller
1824623,"Clueless (1995)",Comedy
1824623,"Clueless (1995)",Romance
1824685,"Cléo de 5 à 7 (1962)",Comedy
1824685,"Cléo de 5 à 7 (1962)",Drama
1824685,"Cléo de 5 à 7 (1962)",Music
1824923,"Cobb (1994)",Biography
1824923,"Cobb (1994)",Drama
1824923,"Cobb (1994)",Sport
1824929,"Cobra (1925)",Drama
1824929,"Cobra (1925)",Romance
1825343,"Cocoon (1985)",Comedy
1825343,"Cocoon (1985)",Drama
1825343,"Cocoon (1985)",Sci-Fi
1825348,"Cocoon: The Return (1988)",Adventure
1825348,"Cocoon: The Return (1988)",Comedy
1825348,"Cocoon: The Return (1988)",Mystery
1825348,"Cocoon: The Return (1988)",Romance
1825348,"Cocoon: The Return (1988)",Sci-Fi
1826286,"Coldblooded (1995)",Action
1826286,"Coldblooded (1995)",Comedy
1826286,"Coldblooded (1995)",Thriller
1826962,"Color Me Blood Red (1965)",Comedy
1826962,"Color Me Blood Red (1965)",Horror
1827008,"Color of Night (1994)",Drama
1827008,"Color of Night (1994)",Mystery
1827008,"Color of Night (1994)",Romance
1827008,"Color of Night (1994)",Thriller
1827432,"Coma (1978)",Drama
1827432,"Coma (1978)",Mystery
1827432,"Coma (1978)",Sci-Fi
1827432,"Coma (1978)",Thriller
1827800,"Come See the Paradise (1990)",Drama
1827800,"Come See the Paradise (1990)",History
1827800,"Come See the Paradise (1990)",Romance
1827800,"Come See the Paradise (1990)",War
1828055,"Comedian Harmonists (1997)",Biography
1828055,"Comedian Harmonists (1997)",Drama
1828055,"Comedian Harmonists (1997)",Music
1828413,"Coming Apart (1969)",Drama
1828447,"Coming Home (1978)",Drama
1828447,"Coming Home (1978)",Romance
1828447,"Coming Home (1978)",War
1828716,"Commandments (1997)",Comedy
1828716,"Commandments (1997)",Drama
1828716,"Commandments (1997)",Romance
1829030,"Committed (1984)",Drama
1829152,"Communion (1976)",Horror
1829152,"Communion (1976)",Mystery
1829152,"Communion (1976)",Thriller
1829153,"Communion (1989)",Biography
1829153,"Communion (1989)",Drama
1829153,"Communion (1989)",Horror
1829153,"Communion (1989)",Sci-Fi
1829153,"Communion (1989)",Thriller
1829283,"Como agua para chocolate (1992)",Drama
1829283,"Como agua para chocolate (1992)",Romance
1829882,"Con Air (1997)",Action
1829882,"Con Air (1997)",Crime
1829882,"Con Air (1997)",Thriller
1830096,"Conan the Barbarian (1982)",Action
1830096,"Conan the Barbarian (1982)",Adventure
1830096,"Conan the Barbarian (1982)",Fantasy
1830116,"Conceiving Ada (1997)",Drama
1830116,"Conceiving Ada (1997)",Fantasy
1830116,"Conceiving Ada (1997)",Sci-Fi
1830497,"Condition Red (1995)",Action
1830497,"Condition Red (1995)",Drama
1830497,"Condition Red (1995)",Thriller
1830509,"Condo Painting (2000)",Documentary
1830531,"Condorman (1981)",Action
1830531,"Condorman (1981)",Adventure
1830531,"Condorman (1981)",Comedy
1830531,"Condorman (1981)",Drama
1830531,"Condorman (1981)",Family
1830564,"Coneheads (1993)",Comedy
1830564,"Coneheads (1993)",Sci-Fi
1831084,"Congo (1995)",Action
1831084,"Congo (1995)",Adventure
1831084,"Congo (1995)",Mystery
1831084,"Congo (1995)",Sci-Fi
1831363,"Conquest of the Planet of the Apes (1972)",Action
1831363,"Conquest of the Planet of the Apes (1972)",Sci-Fi
1831593,"Conspiracy Theory (1997)",Action
1831593,"Conspiracy Theory (1997)",Crime
1831593,"Conspiracy Theory (1997)",Mystery
1831593,"Conspiracy Theory (1997)",Romance
1831593,"Conspiracy Theory (1997)",Thriller
1831790,"Contact (1997)",Drama
1831790,"Contact (1997)",Mystery
1831790,"Contact (1997)",Sci-Fi
1831790,"Contact (1997)",Thriller
1831904,"Conte d'automne (1998)",Drama
1831904,"Conte d'automne (1998)",Romance
1832668,"Coogan's Bluff (1968)",Action
1832668,"Coogan's Bluff (1968)",Crime
1832668,"Coogan's Bluff (1968)",Drama
1832668,"Coogan's Bluff (1968)",Thriller
1832668,"Coogan's Bluff (1968)",Western
1832720,"Cookie's Fortune (1999)",Comedy
1832720,"Cookie's Fortune (1999)",Drama
1832832,"Cool Hand Luke (1967)",Crime
1832832,"Cool Hand Luke (1967)",Drama
1832852,"Cool Runnings (1993)",Adventure
1832852,"Cool Runnings (1993)",Comedy
1832852,"Cool Runnings (1993)",Family
1832852,"Cool Runnings (1993)",Sport
1832872,"Cool as Ice (1991)",Comedy
1832872,"Cool as Ice (1991)",Music
1832872,"Cool as Ice (1991)",Romance
1832956,"Cop Land (1997)",Crime
1832956,"Cop Land (1997)",Drama
1832956,"Cop Land (1997)",Thriller
1833143,"Cops and Robbersons (1994)",Comedy
1833175,"Copycat (1995)",Crime
1833175,"Copycat (1995)",Drama
1833175,"Copycat (1995)",Mystery
1833175,"Copycat (1995)",Thriller
1833995,"Corrina, Corrina (1994)",Comedy
1833995,"Corrina, Corrina (1994)",Drama
1833995,"Corrina, Corrina (1994)",Romance
1834154,"Cortázar (1994)",Documentary
1834266,"Cosi (1996)",Comedy
1834266,"Cosi (1996)",Drama
1834266,"Cosi (1996)",Music
1834266,"Cosi (1996)",Romance
1834632,"Cotton Mary (1999)",Drama
1835117,"Country (1984)",Drama
1835175,"Country Life (1994)",Drama
1835175,"Country Life (1994)",Romance
1835296,"Coup de torchon (1981)",Comedy
1835296,"Coup de torchon (1981)",Crime
1835296,"Coup de torchon (1981)",Drama
1835442,"Courage Under Fire (1996)",Drama
1835442,"Courage Under Fire (1996)",Mystery
1835442,"Courage Under Fire (1996)",Thriller
1835442,"Courage Under Fire (1996)",War
1835618,"Cousin Bette (1998)",Comedy
1835618,"Cousin Bette (1998)",Drama
1835618,"Cousin Bette (1998)",Romance
1836147,"Coyote Ugly (2000)",Comedy
1836147,"Coyote Ugly (2000)",Drama
1836147,"Coyote Ugly (2000)",Music
1836147,"Coyote Ugly (2000)",Romance
1836375,"Cradle Will Rock (1999)",Drama
1836516,"Crash (1996)",Drama
1836984,"Crazy in Alabama (1999)",Comedy
1836984,"Crazy in Alabama (1999)",Drama
1837319,"Creature (1999)",Documentary
1837323,"Creature Comforts (1989)",Animation
1837323,"Creature Comforts (1989)",Comedy
1837323,"Creature Comforts (1989)",Family
1837323,"Creature Comforts (1989)",Short
1837340,"Creature from the Black Lagoon (1954)",Adventure
1837340,"Creature from the Black Lagoon (1954)",Horror
1837340,"Creature from the Black Lagoon (1954)",Sci-Fi
1837467,"Creepshow (1982)",Comedy
1837467,"Creepshow (1982)",Horror
1837469,"Creepshow 2 (1987)",Comedy
1837469,"Creepshow 2 (1987)",Horror
1837469,"Creepshow 2 (1987)",Thriller
1837764,"Crime + Punishment in Suburbia (2000)",Drama
1837764,"Crime + Punishment in Suburbia (2000)",Thriller
1837962,"Crimes and Misdemeanors (1989)",Comedy
1837962,"Crimes and Misdemeanors (1989)",Drama
1837991,"Crimes of the Heart (1986)",Comedy
1837991,"Crimes of the Heart (1986)",Drama
1838092,"Criminals (1913)",Crime
1838092,"Criminals (1913)",Drama
1838092,"Criminals (1913)",Family
1838092,"Criminals (1913)",Short
1838160,"Crimson Tide (1995)",Action
1838160,"Crimson Tide (1995)",Drama
1838160,"Crimson Tide (1995)",Thriller
1838360,"Critical Care (1997)",Comedy
1838360,"Critical Care (1997)",Drama
1838411,"Crna macka, beli macor (1998)",Comedy
1838411,"Crna macka, beli macor (1998)",Music
1838411,"Crna macka, beli macor (1998)",Romance
1838481,"Crocodile Dundee (1986)",Adventure
1838481,"Crocodile Dundee (1986)",Comedy
1838568,"Cronos (1993)",Horror
1838568,"Cronos (1993)",Mystery
1838619,"Crooklyn (1994)",Comedy
1838619,"Crooklyn (1994)",Drama
1838773,"Cross of Iron (1977)",Action
1838773,"Cross of Iron (1977)",Drama
1838773,"Cross of Iron (1977)",War
1838850,"Crossfire (1947)",Crime
1838850,"Crossfire (1947)",Drama
1838850,"Crossfire (1947)",Film-Noir
1838850,"Crossfire (1947)",Mystery
1839137,"Croupier (1998)",Crime
1839137,"Croupier (1998)",Drama
1839311,"Cruel Intentions (1999)",Drama
1839311,"Cruel Intentions (1999)",Romance
1839442,"Crumb (1994)",Biography
1839442,"Crumb (1994)",Documentary
1839754,"Cry, the Beloved Country (1995)",Drama
1839754,"Cry, the Beloved Country (1995)",Thriller
1840524,"Cube (1997)",Horror
1840524,"Cube (1997)",Mystery
1840524,"Cube (1997)",Sci-Fi
1840524,"Cube (1997)",Thriller
1840882,"Cujo (1983)",Horror
1840882,"Cujo (1983)",Thriller
1841896,"Curdled (1996)",Comedy
1841896,"Curdled (1996)",Crime
1841896,"Curdled (1996)",Thriller
1842301,"Curtis's Charm (1995)",Comedy
1842301,"Curtis's Charm (1995)",Drama
1842580,"Cutter's Way (1981)",Crime
1842580,"Cutter's Way (1981)",Drama
1842580,"Cutter's Way (1981)",Mystery
1842580,"Cutter's Way (1981)",Thriller
1842584,"Cutthroat Island (1995)",Action
1842584,"Cutthroat Island (1995)",Adventure
1842584,"Cutthroat Island (1995)",Comedy
1842584,"Cutthroat Island (1995)",Family
1842584,"Cutthroat Island (1995)",Romance
1843039,"Cyrano de Bergerac (1990)",Biography
1843039,"Cyrano de Bergerac (1990)",Comedy
1843039,"Cyrano de Bergerac (1990)",Drama
1843039,"Cyrano de Bergerac (1990)",History
1843039,"Cyrano de Bergerac (1990)",Romance
1843756,"D2: The Mighty Ducks (1994)",Action
1843756,"D2: The Mighty Ducks (1994)",Comedy
1843756,"D2: The Mighty Ducks (1994)",Drama
1843756,"D2: The Mighty Ducks (1994)",Family
1843756,"D2: The Mighty Ducks (1994)",Sport
1843757,"D3: The Mighty Ducks (1996)",Action
1843757,"D3: The Mighty Ducks (1996)",Comedy
1843757,"D3: The Mighty Ducks (1996)",Drama
1843757,"D3: The Mighty Ducks (1996)",Family
1843757,"D3: The Mighty Ducks (1996)",Sport
1844312,"Da hong deng long gao gao gua (1991)",Drama
1844854,"Daddy Long Legs (1931)",Comedy
1844854,"Daddy Long Legs (1931)",Romance
1844997,"Dadetown (1995)",Drama
1845075,"Daens (1992)",Biography
1845075,"Daens (1992)",Drama
1845075,"Daens (1992)",History
1846390,"Damien: Omen II (1978)",Horror
1846390,"Damien: Omen II (1978)",Mystery
1846990,"Dance with Me (1998)",Drama
1846990,"Dance with Me (1998)",Music
1846990,"Dance with Me (1998)",Romance
1847035,"Dancemaker (1998)",Documentary
1847048,"Dancer in the Dark (2000)",Crime
1847048,"Dancer in the Dark (2000)",Drama
1847048,"Dancer in the Dark (2000)",Musical
1847051,"Dancer, Texas Pop. 81 (1998)",Comedy
1847051,"Dancer, Texas Pop. 81 (1998)",Drama
1847051,"Dancer, Texas Pop. 81 (1998)",Family
1847080,"Dances with Wolves (1990)",Adventure
1847080,"Dances with Wolves (1990)",Drama
1847080,"Dances with Wolves (1990)",Western
1847235,"Dancing at Lughnasa (1998)",Drama
1847595,"Dangerous Beauty (1998)",Biography
1847595,"Dangerous Beauty (1998)",Drama
1847595,"Dangerous Beauty (1998)",Romance
1847692,"Dangerous Game (1993)",Drama
1847699,"Dangerous Ground (1997)",Crime
1847699,"Dangerous Ground (1997)",Drama
1847699,"Dangerous Ground (1997)",Thriller
1847722,"Dangerous Liaisons (1988)",Drama
1847722,"Dangerous Liaisons (1988)",Romance
1847739,"Dangerous Minds (1995)",Biography
1847739,"Dangerous Minds (1995)",Crime
1847739,"Dangerous Minds (1995)",Drama
1847739,"Dangerous Minds (1995)",Thriller
1848628,"Dante's Peak (1997)",Action
1848628,"Dante's Peak (1997)",Adventure
1848628,"Dante's Peak (1997)",Thriller
1848859,"Darby O'Gill and the Little People (1959)",Adventure
1848859,"Darby O'Gill and the Little People (1959)",Family
1848859,"Darby O'Gill and the Little People (1959)",Fantasy
1849147,"Dark City (1998)",Mystery
1849147,"Dark City (1998)",Sci-Fi
1849156,"Dark Command (1940)",Western
1850182,"Das Boot (1981)",Action
1850182,"Das Boot (1981)",Adventure
1850182,"Das Boot (1981)",Drama
1850182,"Das Boot (1981)",History
1850182,"Das Boot (1981)",War
1851750,"Das Superweib (1996)",Comedy
1851871,"Das Versprechen (1995)",Drama
1851871,"Das Versprechen (1995)",Romance
1852854,"Date with an Angel (1987)",Comedy
1852854,"Date with an Angel (1987)",Fantasy
1852854,"Date with an Angel (1987)",Romance
1852976,"Daughter of Dr. Jekyll (1957)",Fantasy
1852976,"Daughter of Dr. Jekyll (1957)",Horror
1853052,"Daughters of the Dust (1991)",Drama
1853052,"Daughters of the Dust (1991)",Romance
1853104,"Dave (1993)",Comedy
1853104,"Dave (1993)",Romance
1853531,"Davy Crockett: King of the Wild Frontier (1955)",Adventure
1853531,"Davy Crockett: King of the Wild Frontier (1955)",Drama
1853531,"Davy Crockett: King of the Wild Frontier (1955)",Family
1853531,"Davy Crockett: King of the Wild Frontier (1955)",Western
1854045,"Daylight (1996)",Action
1854045,"Daylight (1996)",Adventure
1854045,"Daylight (1996)",Thriller
1854142,"Days of Heaven (1978)",Drama
1854142,"Days of Heaven (1978)",Romance
1854166,"Days of Thunder (1990)",Action
1854166,"Days of Thunder (1990)",Drama
1854166,"Days of Thunder (1990)",Romance
1854166,"Days of Thunder (1990)",Sport
1854233,"Dazed and Confused (1993)",Comedy
1854233,"Dazed and Confused (1993)",Drama
1854918,"De eso no se habla (1993)",Drama
1854918,"De eso no se habla (1993)",Romance
1856252,"Dead Again (1991)",Mystery
1856252,"Dead Again (1991)",Thriller
1856325,"Dead Calm (1989)",Thriller
1856595,"Dead Man (1995)",Drama
1856595,"Dead Man (1995)",Fantasy
1856595,"Dead Man (1995)",Western
1856608,"Dead Man Walking (1995)",Crime
1856608,"Dead Man Walking (1995)",Drama
1856613,"Dead Man on Campus (1998)",Comedy
1856672,"Dead Men Don't Wear Plaid (1982)",Comedy
1856672,"Dead Men Don't Wear Plaid (1982)",Crime
1856672,"Dead Men Don't Wear Plaid (1982)",Mystery
1856672,"Dead Men Don't Wear Plaid (1982)",Thriller
1856727,"Dead Poets Society (1989)",Drama
1856731,"Dead Presidents (1995)",Crime
1856731,"Dead Presidents (1995)",Drama
1856731,"Dead Presidents (1995)",Thriller
1856731,"Dead Presidents (1995)",War
1856763,"Dead Ringers (1988)",Drama
1856763,"Dead Ringers (1988)",Thriller
1856939,"Dead by Dawn (1998)",Drama
1856939,"Dead by Dawn (1998)",Thriller
1857326,"Deadly Friend (1986)",Drama
1857326,"Deadly Friend (1986)",Horror
1857326,"Deadly Friend (1986)",Mystery
1857326,"Deadly Friend (1986)",Sci-Fi
1857496,"Deadtime Stories (1986)",Horror
1857769,"Dear God (1996)",Comedy
1857796,"Dear Jesse (1998)",Documentary
1858038,"Death Becomes Her (1992)",Comedy
1858038,"Death Becomes Her (1992)",Fantasy
1858357,"Death Wish (1974)",Crime
1858357,"Death Wish (1974)",Drama
1858357,"Death Wish (1974)",Thriller
1858361,"Death Wish 3 (1985)",Action
1858361,"Death Wish 3 (1985)",Crime
1858361,"Death Wish 3 (1985)",Drama
1858361,"Death Wish 3 (1985)",Thriller
1858362,"Death Wish 4: The Crackdown (1987)",Action
1858362,"Death Wish 4: The Crackdown (1987)",Crime
1858362,"Death Wish 4: The Crackdown (1987)",Drama
1858362,"Death Wish 4: The Crackdown (1987)",Thriller
1858363,"Death Wish II (1982)",Action
1858363,"Death Wish II (1982)",Crime
1858363,"Death Wish II (1982)",Drama
1858363,"Death Wish II (1982)",Thriller
1858364,"Death Wish V: The Face of Death (1994)",Action
1858364,"Death Wish V: The Face of Death (1994)",Crime
1858364,"Death Wish V: The Face of Death (1994)",Drama
1858364,"Death Wish V: The Face of Death (1994)",Thriller
1858396,"Death and the Maiden (1994)",Drama
1858396,"Death and the Maiden (1994)",Mystery
1858396,"Death and the Maiden (1994)",Thriller
1858463,"Death in Brunswick (1990)",Comedy
1858463,"Death in Brunswick (1990)",Crime
1858463,"Death in Brunswick (1990)",Thriller
1859092,"Deceiver (1997)",Crime
1859092,"Deceiver (1997)",Drama
1859092,"Deceiver (1997)",Mystery
1859092,"Deceiver (1997)",Thriller
1859351,"Deconstructing Harry (1997)",Comedy
1859351,"Deconstructing Harry (1997)",Drama
1859351,"Deconstructing Harry (1997)",Fantasy
1859351,"Deconstructing Harry (1997)",Romance
1859542,"Deep Blue Sea (1999)",Action
1859542,"Deep Blue Sea (1999)",Sci-Fi
1859542,"Deep Blue Sea (1999)",Thriller
1859617,"Deep Impact (1998)",Action
1859617,"Deep Impact (1998)",Drama
