movieid,Budget,Gross Revenue,Additional Data,Copyright,Currency
1898372,7000000,79700000,,COPYRIGHT Â© MCMLXXIV BY UNIVERSAL PICTURES ALL RIGHTS RESERVED,USD
1898449,1900000,4170647,"360,925 (France) (31 December 2000) | 245,541 (France) (14 March 2000) | 200,869 (France) (29 February 2000) | 162,832 (France) (22 February 2000) | 113,463 (France) (15 February 2000) | 55,344 (France) (8 February 2000) | 8,245 (Netherlands) (31 December 2001) | 7,958 (Netherlands) (31 December 2000) | 210,201 (Spain) (31 December 2000)",Film Four Limited 1999 (on print),GBP
1898814,400000,41728598,"358,455 (Hungary) (1980)","Raybert Productions, Inc.",USD
1899730,18000000,5887457,"225,000 (France) (8 August 1995) | 132,005 (Spain)",Touchstone Pictures,USD
1899769,30000000,31356117,,,USD
1900069,700000,870751,,,USD
1900319,80000000,22362500,"37,007 (Netherlands) (31 December 1999) | 169,384 (Spain) (30 June 2001) | 17,100 (Sweden) (26 August 1999)","Universal Studios, 1999 (on print)",USD
1900465,20000000,56362352,"255,220 (Spain)",Twentieth Century Fox Film Corporation,USD
1904548,400000000,50037,,"Nickel OdeÃ³n Dos, S.A., BÃ¡rbara de Braganza, 12, 28004 Madrid, Spain, Tel. 91 308 52 38 - 91 308 52 49, Fax 91 308 58 85",ESP
1906242,2100000,15324,"23,311 (France) | 1,416,712 (Spain) (31 August 2002)","Sogetel, Iberoamericana Films ProducciÃ³n & Canal+ (EspaÃ±a) Â©1995",EUR
1907821,7000,2040920,,"Copyright Â© 1993 Columbia Pictures Industries, Inc. All Rights Reserved (on print)",USD
1910848,8000000,14879556,"3,015 (Netherlands) (31 December 2001) | 2,565 (Netherlands) (31 December 2000)","Paramount Pictures Corporation, 1999",USD
1911817,25000000,30012990,"253,075 (Germany) (15 November 1998) | 163,265 (Germany) (8 November 1998) | 66,192 (Germany) (1 November 1998) (opening week) | 95,451 (Netherlands) (31 December 1999) | 67,122 (Netherlands) (31 December 1998)",,USD
1913354,6000000,22201883,"40,389 (Netherlands) (31 December 1997) | 26,563 (Netherlands) (1 January 1997) | 9,264 (Portugal) (20 February 1997) | 99,397 (Spain)",Matchmaker Films/Miramax Film Corp. 1996 (on print),USD
1915498,83000000,66862068,"1,250,275 (France) (18 January 2000) | 1,201,503 (France) (11 January 2000) | 1,091,384 (France) (4 January 2000) | 814,315 (France) (28 December 1999) | 511,835 (France) (21 December 1999) | 327,337 (Netherlands) (31 December 2000) | 194,208 (Netherlands) (31 December 1999)",,USD
1915987,90000000,111544445,"3,067,633 (Germany) (7 February 1999) | 2,969,633 (Germany) (31 January 1999) | 2,846,791 (Germany) (24 January 1999) | 2,350,491 (Germany) (10 January 1999) | 1,869,253 (Germany) (3 January 1999) | 547,440 (Germany) (20 December 1998) (opening week) | 573,674 (Netherlands) (31 December 1999)","1998 Touchstone Pictures and Jerry Bruckheimer, Inc. (on print)",USD
1917129,66000000,87704396,"2,621,565 (France) | 1,143,994 (Germany) (11 July 1999) | 1,099,772 (Germany) (4 July 1999) | 1,043,766 (Germany) (27 June 1999) | 807,521 (Germany) (13 June 1999) | 595,016 (Germany) (6 June 1999) | 232,760 (Germany) (30 May 1999) (opening week) | 462,844 (Netherlands) (31 December 1999) | 2,649,965 (Spain) (30 June 2001)",,USD
1918307,100000000,101228120,"1,467,367 (France) (1 October 1996) | 1,281,394 (France) (3 September 1996) | 256,447 (Netherlands) (1 January 1997) | 256,133 (Portugal) (10 October 1996) | 252,527 (Portugal) (3 October 1996) | 248,518 (Portugal) (26 September 1996) | 241,740 (Portugal) (19 September 1996) | 230,004 (Portugal) (12 September 1996) | 204,682 (Portugal) (5 September 1996) | 171,195 (Portugal) (29 August 1996) | 124,628 (Portugal) (22 August 1996) | 1,501,728 (Spain)",,USD
1918312,20000,7000000,"122,507 (France)",(1976) David Lynch,USD
1918615,52000000,125548685,"198,190 (Denmark) | 2,681,826 (Germany) (31 December 2000) | 301,252 (Netherlands) (31 December 2001) | 300,390 (Netherlands) (31 December 2000) | 2,027,942 (Spain) (10 August 2002) | 329,719 (Sweden) (1 June 2000) | 210,253 (Sweden) (27 April 2000)",Copyright Â© 2000 Universal Studios and Columbia Pictures Industries Inc.,USD
1919846,50000000,25477365,"267,987 (France) (3 December 1996) | 145,135 (Germany) (3 November 1996) | 21,290 (Netherlands) (31 December 1997) | 21,201 (Netherlands) (1 January 1997) | 69,972 (Portugal) (21 November 1996) | 55,734 (Portugal) (14 November 1996) | 36,304 (Portugal) (7 November 1996)",,USD
1919853,6000000,25244700,"1,243,900 (France) | 368,416 (Sweden) | 2,653,541 (West Germany)",Avco-Embassy Pictures Corp. 1981,USD
1919898,2500000,12300000,,"Copyright Â© MCMLXXI by APJAC Productions,Inc. and Twentieth Century-Fox Film Corp. All Rights Reserved",USD
1921463,300000,4000000,,Raoul Levy,USD
1923001,6000000,14821531,725 (Netherlands) (31 December 1998),,USD
1923072,8000000,1710000,,,USD
1923165,50000000,26616590,"5,687,258 (USA) (31 December 1997) | 968,953 (UK) (31 December 1997) | 83,489 (Belgium) (31 December 1998) | 185,142 (France) (31 December 1998) | 353,811 (Germany) (31 December 1998) | 255,333 (Germany) (26 January 1998) | 130,816 (Germany) (19 January 1998) (opening week) | 129,342 (Italy) (31 December 1998) | 38,100 (Netherlands) (31 December 1998) | 366,470 (Spain) (31 December 1999)",,USD
1923244,26000000,65703412,"519,328 (Germany) (10 January 1999) | 359,606 (Germany) (3 January 1999) | 33,304 (Netherlands) (31 December 1999) | 1,137,669 (Spain) (10 August 2002)",,USD
1923821,20000000,9714482,"1,338,231 (France) (25 March 1997) | 835,789 (France) (25 February 1997) | 392,611 (Germany) (22 September 1997) | 364,454 (Germany) (15 September 1997) | 315,392 (Germany) (8 September 1997) | 251,091 (Germany) (1 September 1997) | 168,538 (Germany) (25 August 1997) | 71,046 (Germany) (18 August 1997) (opening week) | 35,169 (Netherlands) (31 December 1998) | 34,543 (Netherlands) (1 January 1998) | 39,039 (Portugal) (26 June 1997) | 33,123 (Portugal) (19 June 1997) | 26,165 (Portugal) (12 June 1997) | 15,466 (Portugal) (5 June 1997) | 5,986 (Portugal) (29 May 1997) (opening week) | 506,503 (Spain) (15 April 2003)","Copyright Â© 1996 Magnolia Productions Inc., Sweetland Films, B.V. (on print)",USD
1923981,2000000,18016290,"1,737,735 (France) | 1,096,408 (Spain)",United Artists Corporation; 6 August 1972; LP41094 (in copyright registry),USD
1924384,55000000,50047179,"1,204,104 (Germany) (23 February 1997) | 1,660,155 (Germany) (26 January 1997) | 166,787 (Germany) (12 January 1997) | 411,285 (Netherlands) (31 December 1997) | 110,091 (Netherlands) (1 January 1997) | 226,531 (Portugal) (10 April 1997) | 209,107 (Portugal) (20 March 1997) | 192,094 (Portugal) (13 March 1997) | 157,297 (Portugal) (6 March 1997) | 102,717 (Portugal) (27 February 1997)",Copyright Â© 1996 Cinergi Pictures Entertainment Inc. and Cinergi Productions N.V. Inc. (on print),USD
1924755,20000000,14327206,,"Â© 1997 Columbia Pictures Industries, Inc.",USD
1924959,55000000,68750000,"553,560 (France) (28 May 1996) | 1,162,787 (Germany) (1996) | 217,502 (Netherlands) (1 January 1997) | 61,740 (Portugal) (20 June 1996)",This Motion Picture Â© 1996 Warner Bros.,USD
1925449,14000000,6735000,,,USD
1925477,2000000,4183379,,"1994 Exotica, a division of Speaking Parts Limited",CAD
1926507,38000000,17305211,"183,593 (Germany) (29 December 1996) | 31,976 (Netherlands) (31 December 1997) | 38,584 (Portugal) (29 May 1997) | 31,039 (Portugal) (22 May 1997) | 164,530 (Spain)",Castle Rock Entertainment,USD
1926854,20000000,26792700,,,USD
1926866,15000000,16459004,,,USD
1927003,65000000,55637680,"818,843 (Germany) (31 December 1999) | 124,722 (Netherlands) (31 December 2000) | 119,512 (Netherlands) (31 December 1999) | 1,429,670 (Spain) (15 December 2002) | 85,499 (Sweden) (30 September 1999)","Warner Bros., 1999 (on print)",USD
1927021,7000000,20000000,,,USD
1927339,16400000,21082165,,"Â© 1991 ORIONÂ® PICTURES CORPORATION, INC. (on print)",USD
1927950,80000000,112225777,"1,489,349 (France) (28 October 1997) | 1,044,700 (France) (30 September 1997) | 158,588 (France) (16 September 1997) (opening week) | 26,039 (France) (10 September 1997) (opening day) | 470,941 (France) (opening week) | 1,567,541 (Germany) (27 October 1997) | 1,425,805 (Germany) (20 October 1997) | 1,173,007 (Germany) (13 October 1997) | 835,886 (Germany) (5 October 1997) | 370,043 (Germany) (29 September 1997) (opening week) | 519,342 (Netherlands) (31 December 1998) | 516,920 (Netherlands) (1 January 1998) | 156,906 (Portugal) (30 October 1997) | 120,585 (Portugal) (23 October 1997) | 79,131 (Portugal) (16 October 1997) (opening week)",TM & Copyright Â© MCMXCVII by Paramount Pictures Corporation and Touchstone Pictures All Rights Reserved.,USD
1928609,50000000,11534477,"165,704 (France) (30 January 1996) | 54,078 (Netherlands) (1 January 1997) | 82,159 (Portugal) (7 March 1996)",,USD
1928940,13000000,2104000,,,USD
1929205,4000000,30000000,,Live Entertainment,USD
1929431,25000000,40903593,"1,936,579 (Germany) (1993) | 249,154 (Sweden)","Â© 1992 Warner Bros. Productions Limited, Regency Enterprises V.O.F. and Le Studio Canal +",USD
1930227,4490375,13200000,,"Â© COPYRIGHT MCMLXXVI BY UNIVERSAL PICTURES. ALL RIGHTS RESERVED (on print); Universal City Studios, LLLP; 9 April 1976; LP45934 (in copyright registry)",USD
1930793,2280000,25363371,,Walt Disney Productions,USD
1930810,80000000,60507228,"58,994 (Netherlands) (31 December 2001) | 58,721 (Netherlands) (31 December 2000)",,USD
1931213,60000000,58883840,,,USD
1931489,7000000,24611975,"623,957 (France) (31 December 1997) | 513,764 (France) (29 October 1996) | 375,651 (France) (1 October 1996) | 176,747 (Germany) (1 December 1996) | 49,547 (Germany) (17 November 1996) | 435,871 (Germany) | 65,550 (Netherlands) (31 December 1997) | 44,328 (Netherlands) (1 January 1997) | 508,999 (Spain)",Copyright Â© 1995 PolyGram Film Productions BV (on print),USD
1932160,4500000,27092880,,"Copyright Â© MCMLXXXII by Universal City Studios, Inc. All Rights Reserved (on print)",USD
1932389,14000000,142200833,"1,714,749 (Spain) | 689,168 (Sweden)",Copyright Â© MCMLXXXVII by Paramount Pictures Corporation - All Rights Reserved (on print); Paramount Pictures Corporation; 8 October 1987; PA345214 (in copyright registry),USD
1932819,30000000,76594000,"16,456 (Netherlands) (1 January 1997) | 13,088 (Portugal) (7 March 1996)",,USD
1932958,85000000,28659604,"101,221 (Germany) (29 September 1997) | 50,764 (Germany) (22 September 1997) (opening week) | 21,051 (Netherlands) (31 December 1998) | 18,302 (Netherlands) (1 January 1998)",Â© 1997 Warner Bros.,USD
1933552,18500000,10680275,"14,537 (Netherlands) (31 December 2000) | 14,398 (Netherlands) (31 December 1999) | 41,604 (Spain) (10 August 2002)",,USD
1933599,999999,238230,,,USD
1933830,80000,518663,,,USD
1934260,115000000,10440032,"50,278 (Germany) (1991)",,HKD
1935417,6000000,69941544,"1,029,690 (Germany) (31 December 1987)",Â© 1986 by Paramount Pictures Corporation,USD
1935619,1300000,1647780,"255,827 (USA) (31 December 1998) | 66,072 (UK) (31 December 1999) | 40,399 (Austria) (31 December 2001) | 96,054 (Belgium) (31 December 1999) | 403,611 (Denmark) (31 December 2000) | 376,535 (Denmark) (31 December 1998) | 593,462 (France) (31 December 2001) | 589,655 (France) (31 December 2000) | 430,127 (Germany) (31 December 2000) | 421,710 (Germany) (31 December 1999) | 185,114 (Germany) (31 January 1999) | 136,361 (Germany) (24 January 1999) | 217,903 (Italy) (31 December 2001) | 152,346 (Netherlands) (31 December 2001) | 151,098 (Netherlands) (31 December 2000) | 137,677 (Netherlands) (31 December 1999) | 103,859 (Norway) (31 December 1999) | 85,664 (Spain) (31 February 2003) | 136,360 (Sweden) (31 December 2001) | 135,420 (Switzerland) (31 December 2000)",Â©nimbus film aps 1998 (on print),USD
1936800,63000000,37030102,"1,019,387 (France) (18 January 2000) | 1,038,108 (Germany) (31 August 2000) | 157,110 (Netherlands) (31 December 2000) | 123,038 (Netherlands) (31 December 1999) | 158,537 (Netherlands) | 744,620 (Spain) | 55,145 (Sweden) (30 December 1999)","Twentieth Century Fox Film Corporation, Monarchy Enterprises B.V. and Regency Entertainment (USA), Inc.",USD
1938142,23000000,53302314,"9,696,572 (USA) (31 December 2000) | 2,255,530 (UK) (31 December 2000) | 823,496 (France) (31 December 2000) | 1,367,694 (Germany) (31 December 2000) | 595,574 (Italy) (31 December 2000) | 281,109 (Netherlands) (31 December 2000) | 1,199,260 (Spain) (31 August 2002)","Copyright Â©MM New Line Productions, Inc. All Rights Reserved. (on print)",USD
1939369,60000000,16148906,,,USD
1939754,15000000,15100000,"48,749 (Sweden)",,USD
1939762,19000000,8041665,"5,873 (Germany) (1 June 1998) (opening week)",Copyright Â© 1997 Twentieth Century Fox Film Corporation All Rights Reserved. (on print),USD
1939900,14000000,47212904,"459,043 (Sweden)","Anabasis Investments, N.V. MCMLXXXII",USD
1940121,55000000,37600435,"1,482,049 (France) (3 October 1995) | 1,607,297 (France)",,USD
1940174,300000,40542,,,USD
1941100,1600000,18099091,,"Copyright 1970 Columbia Pictures Industries, Inc.",USD
1942017,26000000,61490000,"172,200 (Sweden)","1990 Columbia Pictures Industries, Inc.",USD
1942058,15000000,4485485,"16,764 (Netherlands) (31 December 2001) | 16,620 (Netherlands) (31 December 2000)",,USD
1942083,25000000,17095268,"28,458 (Netherlands) (31 December 1997) | 26,184 (Netherlands) (1 January 1997) | 54,288 (Portugal) (6 February 1997) | 46,217 (Portugal) (30 January 1997) | 34,535 (Portugal) (23 January 1997) | 123,720 (Spain)",,USD
1942758,25530000,20047715,"250,279 (France) (3 September 1996) | 258,260 (Germany) | 47,848 (Netherlands) (31 December 1997) | 47,738 (Netherlands) (1 January 1997) | 46,485 (Portugal) (22 August 1996)",,USD
1942828,7000000,14891000,"3,488 (Netherlands) (31 December 1997) | 3,223 (Netherlands) (1 January 1997)","Miramax Films Corp., 1996",USD
1944510,6000,48482,"3,843 (Netherlands) (31 December 1999)",Copyright Â© 1999 Christopher Nolan (on print),USD
1944862,2000000,6026908,,,USD
1945150,8200000,75846770,,,USD
1945579,80000000,35168395,"69,689 (Germany) | 5,098 (Netherlands) (31 December 2000)",,USD
1945589,30000000,10997166,,,USD
1945700,35000000,31611225,,,USD
1946327,1900000,3250000,,copyright Â© MCMLVI in U.S.A. by Loew's Incorporated (on print); Loew's Incorporated; 27 February 1956; LP6177 (in copyright registry),USD
1946379,5000000,7100000,"311,928 (Sweden)",Copyright Â© MCMLXXVIII by Navarone Productions Limited. all rights reserved,USD
1946463,75000000,52878756,"1,009,983 (Germany) (13 June 1999) | 957,815 (Germany) (6 June 1999) | 865,447 (Germany) (30 May 1999) | 209,232 (Germany) (9 May 1999) (opening week) | 70,845 (Netherlands) (31 December 1999) | 600,454 (Spain) (30 June 2001) | 156,259 (Switzerland)",,USD
1947355,55000000,329691196,"700,000 (Austria) | 255,715 (Finland) | 3,511,776 (France) (30 May 1995) | 7,578,000 (Germany) | 625,852 (Netherlands) | 988,470 (Sweden)",Copyright Â© MCMXC!V by Paramount Pictures Corporation (on print); Paramount Pictures Corporation; 22 September 1994; LP43355) (in copyright registry),USD
1948277,4000000,4301331,"47,477 (Germany) | 1,536 (Netherlands) (31 December 1998) | 1,337 (Netherlands) (1 January 1998) | 3,470 (Portugal) (18 September 1997) (opening week)",Â©1995 Miramax Film Corp. All Rights Reserved. (on print),USD
1948340,3500000,52700832,"5,777,684 (France) (31 December 1995) | 5,209,565 (France) (29 November 1994) | 4,284,361 (Germany) (31 December 1994) | 2,543,539 (Spain) | 1,085,444 (Sweden)",Polygram Filmproduktion GmbH,GBP
1949502,291000,12000000,,Universal Pictures Corp.; 16 November 1931; LP2631 (in copyright registry),USD
1949508,45000000,22006296,"960,053 (France) (31 January 1995)",,USD
1950466,8500000,34868327,"447,879 (Italy)",New Line Cinema Corporation,USD
1950688,20000000,77698625,"3,423,818 (Germany) (31 December 1994) | 125,488 (Sweden)",,USD
1950946,30000000,17129000,,,USD
1951003,3000000,295493,"204,977 (France) (30 September 1997) | 96,657 (France) (opening week) | 10,008 (Spain) (31 December 2000)","Copyright Â© 1996 Freeway Productions, LLC All Rights Reserved. (on print)",USD
1951390,2000000,16000000,"266,856 (Sweden)",Copyright Â© MCMLXXII By Universal Pictures Limited. All Rights Reserved (on print),USD
1951397,22000000,44983704,"273,038 (Germany) | 41,283 (Netherlands) (31 December 2000) | 41,374 (Netherlands) | 1,121,856 (Spain) (10 August 2002) | 1,098,500 (Spain) (25 June 2001)","Copyright Â© MM New Line Productions, Inc.",USD
1951428,3500000,8094616,,Lumiere Leisure Limited,USD
1951931,3500000,27900000,,,USD
1951984,550000,5816321,"61,029 (Sweden)",Â© MCMLXXX Georgetown Productions Inc. All Rights Reserved (on print),USD
1951988,1250000,6429784,,"Copyright Â© 1981 Georgetown Productions, Inc. All Rights Reserved.",USD
1951989,4000000,33312481,,,USD
1951990,2800000,19069488,,,USD
1951991,5000000,14335525,,"TM & Â©Copyright MCMLXXXIX by Horror, Inc. All Rights Reserved (on print)",USD
1951993,2200000,20674880,,,USD
1952001,1800000,30393007,,,USD
1952386,9000000,24922237,,"Â© 1985 Columbia Pictures Industries, Inc.",USD
1952847,18000000,25753840,"630,000 (France) (6 August 1996) | 64,891 (Netherlands) (31 December 1997) | 64,173 (Netherlands) (1 January 1997) | 25,268 (Portugal) (27 February 1997) | 21,172 (Portugal) (20 February 1997) | 8,031 (Portugal) (6 February 1997)",Miramax Film Corp.,USD
1952923,1650000,30500000,,Columbia Pictures Corporation; 1 September 1953; LP2899 (in copyright registry),USD
1953106,2000000,24796765,"26,800,000 (USA) | 1,600,000 (Sweden)",Â© 1963 Danjaq S.A. (on print),USD
1955153,17000000,46357676,"1,717,303 (Spain) (20 December 2002) | 203,499 (Sweden) | 1,586,030 (West Germany) (1987)",Warner Bros. Inc.,USD
1955750,19000000,25537221,,,USD
1957184,50000000,48154732,"580,399 (Germany) (23 March 1998) | 507,062 (Germany) (16 March 1998) | 373,823 (Germany) (9 March 1998) | 176,093 (Germany) (1 March 1998) (opening week) | 93,986 (Netherlands) (31 December 1998)",,USD
1958267,45000000,71423726,"23,575 (Netherlands) (31 December 2001) | 23,471 (Netherlands) (31 December 2000)",DreamWorks LLC,USD
1959117,22000000,52767889,"321,547 (Sweden)",Carolina Bank Ltd. and National Film Development Corporation Ltd.,USD
1960768,36000000,12339633,"2,619,290 (USA) (31 December 1997) | 234,188 (UK) (31 December 1998) | 41,740 (France) (5 May 1998) (opening week) | 97,569 (France) (5 May 1998) (opening week) | 3,880 (France) (29 April 1998) (opening day) | 168,097 (France) | 467,148 (France) | 368,445 (Germany) (31 December 1999) | 195,052 (Germany) (26 July 1998) | 143,509 (Germany) (19 July 1998) | 270,311 (Germany) (12 July 1998) (opening week) | 109,532 (Italy) (31 December 1999) | 333,531 (Spain) (31 August 2002) | 326,054 (Spain) (31 December 1999)","Columbia Pictures Industries, Inc.",USD
1963417,55000000,105263257,"267,167 (France) (28 October 1997) | 129,374 (France) (opening week) | 1,397,801 (Germany) (16 March 1998) | 1,279,536 (Germany) (9 March 1998) | 897,629 (Germany) (23 February 1998) | 635,874 (Germany) (16 February 1998) | 292,681 (Germany) (9 February 1998) (opening week) | 264,394 (Netherlands) (31 December 1998) | 230,916 (Netherlands) (1 January 1998)","Copyright Â© MCMXCVII Disney Enterprises, Inc. (on print); Disney Enterprises, Inc.; 6 August 1997; PA671091 (in copyright registry)",USD
1963794,35000000,13736475,"65,770 (Germany)","Magnolia Productions, Inc. and Sweetland Films BV, 1996",USD
1964074,40000000,14967182,"100,159 (Germany) (30 September 2001) | 41,931 (Germany) (19 August 2001) (opening week) | 1,724 (Netherlands) (31 December 2001) | 2,277 (Spain) (31 August 2002)","Copyright Â© 2000 Carter Productions, LLC. All Rights Reserved (on print)",USD
1964242,30250000,72077000,"286,169 (France) (16 April 1996) | 134,772 (Netherlands) (1 January 1997) | 65,335 (Portugal) (18 April 1996)",Â© 1995 Metro-Goldwyn-Mayer Pictures Inc.,USD
1964339,2400000,5731103,,,USD
1964503,30000000,18438164,,,USD
1965214,22000000,217631306,"287,462 (Sweden)",Paramount Pictures Corporation,USD
1965236,32000000,238632124,"65,731,693 (USA) | 2,383,201 (Spain) | 544,799 (Sweden)",Columbia Pictures Industries INC,USD
1965516,37000000,112494738,"1,326,738 (Spain) | 127,893 (Sweden)",Columbia Pictures Industries Inc.,USD
1965632,36000000,13052741,"7,136 (Portugal) (19 June 1997) (opening week)",,USD
1965850,5400000,169928,,Â©Copyright MCMLVI by Giant Productions (on print); Giant Productions; 24 November 1956; LP9719 (in copyright registry),USD
1966583,900000,16249557,,,USD
1967074,12000000,4903000,"7,114 (Netherlands) (31 December 1997) | 6,940 (Netherlands) (1 January 1997)",Copyright Â© 1996 by Twentieth Century Fox Film Corporation All Rights Reserved (on print),USD
1967379,40000000,28871190,,,USD
1967389,1000000,1523941,"4,664 (Netherlands) (31 December 2001) | 3,172 (Spain) (31 August 2002) | 2,074 (Spain) (30 June 2001)",,USD
1968813,103000000,187705427,"325,878 (Denmark) (7 September 2000) | 336,847 (Denmark) | 205,284 (Finland) (21 September 2000) | 3,527,017 (Germany) (30 June 2001) | 29,619 (Iceland) (20 August 2000) | 617,878 (Netherlands) (31 December 2001) | 605,278 (Netherlands) (31 December 2000) | 240,999 (Norway) (31 August 2000) | 4,953,334 (Spain) (10 August 2002) | 4,919,315 (Spain) (25 June 2001) | 189,088 (Sweden) (1 June 2000) | 429,103 (Switzerland)",Â© 2000 DreamWorks LLC and Universal Studios,USD
1969197,12500000,10725228,"24,826 (Germany)",,USD
1969753,30000000,4155234,,,USD
1969851,18000000,26830000,,"Tri-St ar Pictures, Inc. (1989)",USD
1970159,6500000,16842303,"19,385 (Germany) (18 July 1999) (opening week) | 28,909 (Netherlands) (31 December 2000) | 28,342 (Netherlands) (31 December 1999) | 14,371 (Spain) (10 July 2003)",,USD
1970215,15000,2408311,,,USD
1970505,40000,277233,,,USD
1971093,3500000,6390032,"7,314 (Netherlands) (31 December 2000) | 7,228 (Netherlands) (31 December 1999)","Spike Productions, Inc., 1998",USD
1971149,130000000,136023813,"1,004,820 (Brazil) (23 July 1998) (opening week) | 115,563 (Finland) | 1,127,486 (France) (22 September 1998) (opening week) | 216,308 (France) (22 September 1998) (opening week) | 42,011 (France) (16 September 1998) (opening day) | 2,821,257 (Germany) (12 October 1998) | 1,188,095 (Germany) (13 September 1998) (opening week) | 303,190 (Netherlands) (31 December 1998) | 270,000 (Portugal)",,USD
1971706,100000000,412520,"9,610,000 (Japan)",Â© 1954 Toho Co. Ltd/TÃ´hÃ´ Kabushiki Kaisha,JPY
1971707,2000000,4116395,"3,200,000 (Japan)","Â©1984 Toho Co., Ltd",USD
1971712,1000000000,10037390,"2,000,000 (Japan)","Â©1999 Toho Co., Ltd",JPY
1972108,1000000,7000000,,copyright MCMXLVII Paramount Pictures Inc.,USD
1972287,58000000,99929196,"24,450,000 (USA) | 367,083 (Finland) | 3,236,471 (France) (30 January 1996) | 4,166,980 (Germany) | 840,049 (Norway) (31 December 1996)",Â© 1995 Danjaq Inc. and United Artists Corporation,USD
1972324,3000000,51081062,"50,600,000 (USA) | 2,300,000 (Sweden)",Â© COPYRIGHT 1964 DANJAQ S.A. ALL RIGHTS RESERVED,USD
1972807,53000000,19736932,,Hollywood Pictures Company,USD
1972884,3977000,198655278,,"Copyright MCMXXXIX by Selznick International Pictures, Inc. (on print); Selznick International Pictures, Inc.; 31 December 1939; LP9390 (in copyright registry)",USD
1973432,13000000,123922370,"197,929 (Sweden)",Â© Copyright MCMLXXXVII Touchstone Pictures,USD
1973625,10000000,138339411,"1,435,219 (Germany) (11 May 1998) | 1,398,015 (Germany) (4 May 1998) | 1,327,685 (Germany) (27 April 1998) | 979,904 (Germany) (6 April 1998) | 836,756 (Germany) (30 March 1998) | 580,695 (Germany) (16 March 1998) | 430,377 (Germany) (9 March 1998) | 101,343 (Germany) (23 February 1998) (opening week) | 249,462 (Netherlands) (31 December 1999) | 248,872 (Netherlands) (31 December 1998) | 1,139,620 (Spain) (31 August 2002)","Miramax Film Corp., 1997",USD
1973808,20000000,1923061,"57,900 (Germany) (1999)",,USD
1973922,25000000,46836394,"1,350,500 (Argentina) | 253,661 (Germany) | 84,762 (Sweden)",This motion picture Â© 1990 Warner Bros Inc. (on print); Warner Bros Inc.; 19 September 1990; PA478125 (in copyright registry),USD
1974519,5000000,381804,,IPI International Group,USD
1975181,5000000,617632,"2,834 (Netherlands) (31 December 1998) | 2,718 (Netherlands) (1 January 1998)",,USD
1975664,700000,1235000,,Metro-Goldwyn-Mayer Distributing Corporation; 5 May 1932; LP3013 (in copyright registry),USD
1976454,10500000,11582891,,,USD
1976610,6000000,305260,"244,213 (Germany) (19 July 1998) | 172,937 (Germany) (12 July 1998) | 70,652 (Germany) (5 July 1998) (opening week) | 1,203,559 (Sweden)",Copyright Â© MCMLXXVIII by Paramount Pictures Corporation All Rights Reserved (on print),USD
1976612,13200000,11045234,"136,743 (Sweden)",,USD
1977589,11000000,153083102,"299,365 (Sweden)",All original music compositions Â© 1984 Warner-Tamerlane Publishing Corp.,USD
1977592,50000000,41482207,"254,701 (Sweden)",Â© 1990 Warner Bros. Inc.,USD
1978263,500000,1114943,,,USD
1978309,15000000,28014536,"74,299 (Germany) (1 September 1997) | 33,021 (Germany) (25 August 1997) (opening week)",Copyright Â© MCMXCVII Hollywood Pictures Company,USD
1978778,25000000,69870000,,,USD
1979447,4000000,56700000,,Columbia Pictures Corporation; 31 December 1967; LP35733 (in copyright registry),USD
1979883,2600000,614202,,"1999 Lifework Productions, Inc. (on print)",USD
1980149,3000000,57100,,"Â© 1995 Premavision, Inc. All Rights Reserved.",USD
1980267,10000000,1631839,,Copyright Â© MM Buena Vista Pictures Distribution (on print),USD
1981170,5500000,390000,,"Copyright Â© MCMLV by Samuel Goldwyn Productions, Inc. (on print)",USD
1983455,2000000,6351909,,New Line Productions,USD
1983859,8000000,17278980,,,USD
1984278,325000,47000000,"750,000 (Germany) | 118,606 (Sweden)",Falcon International Productions,USD
1984283,5000000,17768757,,"Halloween 4 Partnership, 1988",USD
1984284,3000000,11642254,,"Â© Copyright 1989, TRANCAS INTERNATIONAL FILMS, INC. and THE RETURN OF MYERS, a California Limited Partnership (on print)",USD
1984305,17000000,55004135,"446,132 (Germany) (15 November 1998) | 337,956 (Germany) (8 November 1998) | 166,105 (Germany) (1 November 1998) (opening week) | 86,632 (Netherlands) (31 December 1998)",(1998) Miramax Film Corp.,USD
1984320,2500000,20470309,,copyright 1981 Dino DeLaurentiis Corp.,USD
1984323,2500000,12827446,,COPYRIGHT Â© 1982 DINO De LAURENTIIS CORPORATION ALL RIGHTS RESERVED (on print),USD
1984372,5000000,15106362,,"Â© MCMXCV Halloween VI Productions, Inc. (on print)",USD
1984792,18000000,4414535,"116,469 (Germany) (1997) | 1,838 (Netherlands) (31 December 1998) | 1,322 (Netherlands) (1 January 1998) | 58,269 (Spain) (short version) | 139,155 (Spain) (long version)",Â© 1996 CASTLE ROCK ENTERTAINMENT. (on print),USD
1984793,2000000,1568749,,,USD
1985755,60000000,36037909,,Global Entertainment Production & Co GmbH Movie KG (2000),USD
1986482,3000000,2746453,"65,548 (Netherlands) (31 December 2000) | 51,305 (Netherlands) (31 December 1999)",,USD
1986845,12000000,38624000,400 (Netherlands) (1 January 1998),"Copyright Â© 1996 Universal City Studios, Inc. All Rights Reserved. (on print)",USD
1987126,1700000,1943649,,"Happy Texas Investors LLC, 1999 (on print)",USD
